Time,DeploymentMode,UavIndex,UavCellId,XhaulRsrpDbm,RawXhaulState,RawXhaulStateAgeSec,XhaulState,DonorUnavailableActive,SatBackhaulDlSnrDb,SatBackhaulUlSnrDb,SatBackhaulHealthy,BackhaulMode,AiBackhaulMode,AiMatchesRule,NormalUeHandoverAllowed
4.5,tn-uav-satellite,0,5,-103.074,UNREACHABLE,0,UNREACHABLE,0,12.3134,7.79283,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
4.5,tn-uav-satellite,1,6,-85.4578,HEALTHY,0,HEALTHY,0,12.2681,7.74747,1,TN_DIRECT,TN_DIRECT,True,1
4.5,tn-uav-satellite,2,7,-88.7207,HEALTHY,0,HEALTHY,0,10.0691,5.54852,1,TN_DIRECT,TN_DIRECT,True,1
6.5,tn-uav-satellite,0,5,-107.468,UNREACHABLE,2,UNREACHABLE,0,6.94574,2.42514,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
6.5,tn-uav-satellite,1,6,-87.0598,HEALTHY,2,HEALTHY,0,13.3539,8.83325,1,TN_DIRECT,TN_DIRECT,True,1
6.5,tn-uav-satellite,2,7,-88.9378,HEALTHY,2,HEALTHY,0,11.0803,6.5597,1,TN_DIRECT,TN_DIRECT,True,1
8.5,tn-uav-satellite,0,5,-104.359,UNREACHABLE,4,UNREACHABLE,0,8.25714,3.73654,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
8.5,tn-uav-satellite,1,6,-81.0613,HEALTHY,4,HEALTHY,0,7.96809,3.44749,1,TN_DIRECT,TN_DIRECT,True,1
8.5,tn-uav-satellite,2,7,-89.0958,HEALTHY,4,HEALTHY,0,11.513,6.99237,1,TN_DIRECT,TN_DIRECT,True,1
10.5,tn-uav-satellite,2,7,-94.9899,HEALTHY,6,HEALTHY,0,15.8705,11.3499,1,TN_DIRECT,TN_DIRECT,True,1
10.5,tn-uav-satellite,1,6,-90.736,HEALTHY,6,HEALTHY,0,10.5669,6.04633,1,TN_DIRECT,TN_DIRECT,True,1
10.5,tn-uav-satellite,0,5,-105.52,UNREACHABLE,6,UNREACHABLE,0,13.1748,8.6542,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
