sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
10,0.449554,6.94147,9928.82,1.40853,2308.03,2585.81,2523.74,2511.24,2305.91,2583.83,2521.6,2509.11,1.79574,1.79574,1.79574,1.79574,0.325,0.18,0.345,0.33,0.0007552,12.2033,0,1,1,1,1,11.9495,21.1689,20.163,19.3234,60,80,100,120,2,1.5,1,1.2
20,0.628437,7.99381,21177,2.1022,4951.71,5487.41,5391.46,5346.39,4947.11,5483.22,5386.97,5341.91,3.791,3.791,3.791,3.791,0.81,0.4,0.7,0.685,0.0009056,12.1719,0,1,1,1,1,11.9495,21.1689,20.163,19.3234,60,80,100,120,2,1.5,1,1.2
30,0.826829,9.08624,32629.1,2.94697,7610.3,8474.85,8290.98,8252.92,7603.25,8468.13,8284.14,8246.03,5.78626,5.78626,5.78626,5.78626,1.265,0.935,1.05,1.105,0.0011264,12.3474,0,1,1,1,0.9,11.9495,21.1689,20.163,19.3234,60,80,100,120,2,1.5,1,1.2
40,0.919207,11.1199,43875,3.07384,10254.5,11382.6,11186.6,11051.4,10244.9,11373.3,11177.4,11042.1,7.78152,7.78152,7.78152,7.78152,1.78,1.43,1.38,1.505,0.0011136,12.2572,0,1,1,1,0.9,11.9495,21.1689,20.163,19.3234,60,80,100,120,2,1.5,1,1.2
50,0.9375,13.2591,55203.4,2.55421,12846.2,14276.6,14109.6,13971,12834.2,14265.1,14098.1,13959.5,9.77679,9.77679,9.77679,9.77679,2.225,1.76,1.655,1.745,0.0008256,12.255,0,1,1,1,0.9,11.9495,21.1689,20.163,20.3234,60,80,100,120,2,1.5,1,1.2
60,0.945238,16.1985,66451,2.35885,15404.4,17228.3,17000.8,16817.6,15390.1,17214.1,16987.1,16803.9,11.772,11.772,11.772,11.772,2.485,2.37,1.87,1.94,0.0008192,12.5154,0,1,1,1,0.9,11.9495,21.1689,20.163,19.3234,60,80,100,120,2,1.5,1,1.2
70,0.959451,20.7046,77648.3,2.03478,17910.7,20126.8,19837.5,19773.3,17894.2,20110.2,19821.6,19757.4,13.7673,13.7673,13.7673,13.7673,2.755,2.765,2.195,2.145,0.0007648,12.2095,0,1,1,1,0.9,12.9495,21.1689,20.163,19.3234,60,80,100,120,2,1.5,1,1.2
80,0.996875,23.0562,88822.5,2.18522,20481.3,22848.1,22754.7,22738.4,20462.4,22829.3,22736.4,22720.1,15.7626,15.7626,15.7626,15.7626,3.15,2.995,2.57,2.54,0.0008928,12.1505,0,1,1,1,1,12.9495,21.1689,20.163,19.3234,60,80,100,120,2,1.5,1,1.2
90,1,25.677,100087,1.90756,23139.5,25726.1,25587.9,25633.3,23118.2,25705.2,25567.2,25612.7,17.7578,17.7578,17.7578,17.7578,3.51,3.21,2.935,2.87,0.0008128,11.9969,0,1,1,1,1,13.9495,21.1689,20.163,19.3234,60,80,100,120,2,1.5,1,1.2
100,1,25.3551,111380,2.21684,25762.9,28671.2,28487,28458.6,25739.2,28648,28463.9,28435.5,19.7531,19.7531,19.7531,19.7531,4.01,3.46,3.285,3.34,0.0010048,12.0005,0,1,1,1,1,13.9495,21.1689,20.163,18.3234,60,80,100,120,2,1.5,1,1.2
110,1,25.96,122493,2.10077,28420.2,31553.4,31377.4,31142.1,28393.6,31528,31352.2,31116.7,21.7484,21.7484,21.7484,21.7484,4.815,3.75,3.41,3.605,0.0009504,11.8833,0,1,0.9,1,1,13.9495,21.1689,20.163,18.3234,60,80,100,120,2,1.5,1,1.2
120,1,30.4286,133515,1.83647,31092.7,34497.2,34249.5,33676,31063.5,34469.2,34222.2,33648.5,23.7436,23.7436,23.7436,23.7436,5.455,4.245,3.605,3.79,0.0009696,12.3585,0,1,0.9,1,1,13.9495,21.1689,20.163,17.3234,60,80,100,120,2,1.5,1,1.2
130,1,32.4632,144757,1.70141,33701.9,37436.3,37138.2,36480.1,33670.4,37405.8,37108.5,36450.4,25.7389,25.7389,25.7389,25.7389,5.725,4.805,3.985,3.935,0.0008672,11.9878,0,1,0.9,1,1,13.9495,21.1689,20.163,17.3234,60,80,100,120,2,1.5,1,1.2
140,1,35.4807,156042,1.72513,36392.9,40309.3,40028.4,39311.2,36359.3,40276.2,39996.3,39279.3,27.7341,27.7341,27.7341,27.7341,5.94,5.38,4.36,4.17,0.000896,12.3775,0,1,0.9,1,1,13.9495,21.1689,20.163,17.3234,60,80,100,120,2,1.5,1,1.2
150,1,35.9919,167288,2.07947,39098.2,43207,42930.9,42051.4,39062.2,43171.3,42896.3,42017.3,29.7294,29.7294,29.7294,29.7294,6.27,6.02,4.895,4.415,0.00112,12.0105,0,1,0.9,1,1,13.9495,21.1689,20.163,17.3234,60,80,100,120,2,1.5,1,1.2
160,1,37.1394,178153,1.70356,41790.7,45898,45780.9,44683.2,41752.2,45860,45743.8,44646.9,31.7247,31.7247,31.7247,31.7247,6.765,6.22,5.385,4.595,0.0008736,12.1367,0,1,0.9,1,1,13.9495,21.1689,20.163,17.3234,60,80,100,120,2,1.5,1,1.2
170,1,41.7188,188816,1.41428,44548.4,48385.3,48681.4,47201.1,44507.5,48345.3,48641.9,47162.7,33.7199,33.7199,33.7199,33.7199,7.225,6.355,5.705,4.745,0.0006816,12.1624,0,1,0.9,1,0.9,13.9495,21.1689,20.163,17.3234,60,80,100,120,2,1.5,1,1.2
