Time,DeploymentMode,UavIndex,UavCellId,XhaulRsrpDbm,RawXhaulState,RawXhaulStateAgeSec,XhaulState,DonorUnavailableActive,SatBackhaulDlSnrDb,SatBackhaulUlSnrDb,SatBackhaulHealthy,BackhaulMode,AiBackhaulMode,AiMatchesRule,NormalUeHandoverAllowed
4.5,tn-uav-satellite,0,5,-83.8622,HEALTHY,0,HEALTHY,0,14.4299,9.90935,1,TN_DIRECT,TN_DIRECT,True,1
4.5,tn-uav-satellite,1,6,-92.3686,HEALTHY,0,HEALTHY,0,12.4621,7.94145,1,TN_DIRECT,TN_DIRECT,True,1
4.5,tn-uav-satellite,2,7,-97.7479,HEALTHY,0,HEALTHY,0,13.5701,9.04954,1,TN_DIRECT,TN_DIRECT,True,1
6.5,tn-uav-satellite,0,5,-89.7206,HEALTHY,2,HEALTHY,0,12.0534,7.53278,1,TN_DIRECT,TN_DIRECT,True,1
6.5,tn-uav-satellite,1,6,-95.8468,HEALTHY,2,HEALTHY,0,11.2258,6.70522,1,TN_DIRECT,TN_DIRECT,True,1
6.5,tn-uav-satellite,2,7,-100.384,UNREACHABLE,0,HEALTHY,0,13.0041,8.48345,1,TN_DIRECT,TN_DIRECT,True,1
8.5,tn-uav-satellite,0,5,-87.2229,HEALTHY,4,HEALTHY,0,12.0406,8.71849,1,TN_DIRECT,TN_DIRECT,True,1
8.5,tn-uav-satellite,1,6,-90.2156,HEALTHY,4,HEALTHY,0,12.0406,10.5769,1,TN_DIRECT,TN_DIRECT,True,1
8.5,tn-uav-satellite,2,7,-98.6284,HEALTHY,0,HEALTHY,0,11.8912,7.37064,1,TN_DIRECT,TN_DIRECT,True,1
10.5,tn-uav-satellite,2,7,-94.6137,HEALTHY,2,HEALTHY,0,10.8815,6.36094,1,TN_DIRECT,TN_DIRECT,True,1
10.5,tn-uav-satellite,1,6,-87.3053,HEALTHY,6,HEALTHY,0,11.7306,7.20995,1,TN_DIRECT,TN_DIRECT,True,1
10.5,tn-uav-satellite,0,5,-86.0309,HEALTHY,6,HEALTHY,0,10.0962,5.57556,1,TN_DIRECT,TN_DIRECT,True,1
12.5,tn-uav-satellite,0,5,-89.6069,HEALTHY,8,HEALTHY,0,12.9125,8.3919,1,TN_DIRECT,TN_DIRECT,True,1
12.5,tn-uav-satellite,1,6,-87.3553,HEALTHY,8,HEALTHY,0,11.8272,7.3066,1,TN_DIRECT,TN_DIRECT,True,1
12.5,tn-uav-satellite,2,7,-96.3211,HEALTHY,4,HEALTHY,0,12.4152,7.89459,1,TN_DIRECT,TN_DIRECT,True,1
14.5,tn-uav-satellite,0,5,-92.1478,HEALTHY,10,HEALTHY,0,13.8803,9.35974,1,TN_DIRECT,TN_DIRECT,True,1
14.5,tn-uav-satellite,1,6,-90.1347,HEALTHY,10,HEALTHY,0,14.2588,9.73819,1,TN_DIRECT,TN_DIRECT,True,1
