Time,UeGroup,UeIndex,UeNodeId,Imsi,ServingCell,ServingRsrpDbm,BestFeasibleTnRsrpDbm,BestFeasibleUavRsrpDbm,ServiceState,StateAgeSec,SensedOrOraclePositionAvailable,ControllerEastM,ControllerNorthM,IncludedInMovementTarget
12,UES1,0,7,7,4,-62.9552,-74.4802,-91.9083,SERVED,0,1,-60.088210,-81.964992,0
12,UES1,1,8,8,1,-54.876,-89.7203,-102.516,SERVED,0,1,68.084727,-28.611410,0
12,UES1,2,9,9,3,-74.3728,-84.6364,-93.7474,SERVED,0,1,-112.178149,95.169257,0
12,UES1,3,10,10,1,-88.4765,-73.5757,-83.8903,SERVED,0,1,29.949693,-76.410379,0
12,UES1,4,11,11,1,-65.5401,-71.0567,-80.9496,SERVED,0,1,-5.868973,87.664901,0
12,UES1,5,12,12,3,-65.6821,-58.8128,-88.7428,SERVED,0,1,-70.209852,-11.962754,0
12,UES1,6,13,13,1,-82.2857,-82.0456,-94.6579,SERVED,0,1,89.279389,-19.209694,0
12,UES1,7,14,14,2,-76.2972,-75.7717,-99.6825,SERVED,0,1,39.404628,8.857038,0
12,UES1,8,15,15,1,-88.3881,-64.0698,-91.6007,SERVED,0,1,4.048375,-79.109927,0
12,UES1,9,16,16,3,-84.6701,-79.3497,-90.6151,SERVED,0,1,-37.334789,59.310653,0
12,UES1,10,17,17,4,-59.6892,-71.3652,-91.2023,SERVED,0,1,-42.332815,-34.992034,0
12,UES1,11,18,18,1,-57.8207,-85.5216,-77.0793,SERVED,0,1,25.911897,31.860737,0
12,UES1,12,19,19,5,-98.4593,-92.1155,-76.8965,SERVED,0,1,118.989808,-79.454615,0
12,UES1,13,20,20,5,-86.7967,-86.197,-78.8667,SERVED,0,1,19.853169,20.412765,0
12,UES1,14,21,21,3,-86.1676,-61.1091,-85.9649,SERVED,0,1,13.802814,-23.137893,0
12,UES1,15,22,22,1,-57.6935,-72.9514,-75.6951,SERVED,0,1,94.761117,36.335087,0
12,UES1,16,23,23,4,-90.7614,-97.117,-75.8017,SERVED,0,1,-109.912495,-50.473105,0
12,UES1,17,24,24,1,-61.7677,-93.2692,-86.3932,SERVED,0,1,8.019429,-6.530305,0
12,UES1,18,25,25,1,-79.4639,-84.4271,-92.8579,SERVED,0,1,18.468802,42.553124,0
12,UES1,19,26,26,6,-84.8052,-79.366,-81.9356,SERVED,0,1,-33.150351,-12.521987,0
12,UES1,20,27,27,3,-81.2706,-80.3407,-93.9509,SERVED,0,1,-58.260329,71.875003,0
12,UES1,21,28,28,3,-76.23,-72.9101,-81.677,SERVED,0,1,-94.721779,111.971869,0
12,UES1,22,29,29,2,-63.6148,-73.3376,-107.329,SERVED,0,1,120.572967,14.804225,0
12,UES1,23,30,30,6,-66.7653,-90.4927,-89.1092,SERVED,0,1,23.197944,-34.578162,0
12,UES1,24,31,31,2,-81.2658,-70.4693,-101.716,SERVED,0,1,38.598456,102.256555,0
12,UES1,25,32,32,4,-94.0629,-64.4879,-91.9459,SERVED,0,1,-28.057355,89.639347,0
12,UES1,26,33,33,5,-104.712,-82.5122,-95.054,ALTERNATIVE_AVAILABLE,0,1,139.746219,-30.958121,0
12,UES1,27,34,34,5,-91.3022,-65.8551,-77.9347,SERVED,0,1,52.127789,-0.692983,0
12,UES1,28,35,35,4,-50.4045,-64.4263,-88.5573,SERVED,0,1,-105.864412,33.345839,0
12,UES1,29,36,36,2,-63.1718,-71.1231,-82.6504,SERVED,0,1,25.221268,32.914426,0
12,UES1,30,37,37,7,-74.1825,-87.7854,-71.5478,SERVED,0,1,27.434054,-112.048382,0
