episode,return,epsilon,mean_loss,environment_steps,greedy_action,action_counts
0,4.8660136210000005,0.9999366666666667,1.9172310829162598,2,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,6.314097023,0.9998733333333333,2.0201982259750366,4,15,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,5.577957485,0.99981,2.0134443640708923,6,15,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
