sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
10,0.233036,6.46641,10316.7,0.347567,2361.68,2601.31,2761.79,2591.87,2359.69,2599.41,2759.81,2589.87,1.79574,1.79574,1.79574,1.79574,0.195,0.105,0.19,0.21,0.000448,11.8489,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
20,0.325,7.57828,21398,0.603312,4924.89,5391.46,5966.4,5115.27,4920.72,5387.41,5962.16,5111.13,3.791,3.791,3.791,3.791,0.38,0.26,0.455,0.355,0.00048,11.7294,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
30,0.472813,9.29537,32930.8,1.44617,7415.06,8410.55,9338.47,7766.67,7408.71,8404.17,9331.69,7760.31,5.78626,5.78626,5.78626,5.78626,0.565,0.595,0.99,0.58,0.0008192,11.6275,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
40,0.629375,11.1883,44763.6,1.84908,10021.2,11385.6,12700.4,10656.3,10012.7,11376.7,12691.2,10647.8,7.78152,7.78152,7.78152,7.78152,0.76,1.095,1.465,0.765,0.0008672,11.8792,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
50,0.835313,11.918,56712.1,2.49532,12647,14361.5,16068.2,13635.3,12636.2,14350.1,16056.6,13624.5,9.77679,9.77679,9.77679,9.77679,1.025,1.66,1.785,1.045,0.0009152,11.7776,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
60,0.9,12.5326,68083.8,2.58364,15227.7,17131,19200.6,16524.4,15214.5,17117.2,19186.9,16511.2,11.772,11.772,11.772,11.772,1.405,2.01,1.99,1.47,0.0008704,11.7291,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
70,0.921875,15.2145,79647.7,2.56616,17821.5,19942.9,22506.7,19376.7,17805.8,19926.8,22490.5,19361.2,13.7673,13.7673,13.7673,13.7673,1.875,2.285,2.425,1.76,0.0009408,11.9273,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
80,0.96875,16.4491,91435.2,2.75858,20473.3,22901.6,25812.8,22247.5,20455,22883.2,25794.2,22229.7,15.7626,15.7626,15.7626,15.7626,2.495,2.605,2.835,2.025,0.0010336,12.0293,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
90,0.9875,19.0702,103071,2.72047,23128.7,25858.8,29097.1,24986.3,23107.7,25838.1,29076.1,24966.3,17.7578,17.7578,17.7578,17.7578,3.21,2.975,3.24,2.205,0.0010688,11.4776,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
100,0.9875,20.7338,114323,2.25618,25792.1,28795.3,32039.6,27695.7,25768.7,28772.1,32016.4,27673.6,19.7531,19.7531,19.7531,19.7531,3.65,3.435,3.475,2.385,0.0008416,11.7293,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
110,0.9875,22.8511,126108,2.06882,28439.5,31821.3,35368.4,30479.3,28413.8,31795.6,35342.9,30454.9,21.7484,21.7484,21.7484,21.7484,3.895,4.01,3.765,2.56,0.0008224,12.0774,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
120,0.9875,22.7186,137973,1.92017,31084.9,34734.3,38764.4,33389.3,31056.9,34706.3,38736.6,33362.7,23.7436,23.7436,23.7436,23.7436,4.185,4.24,4.06,2.84,0.0007008,11.5792,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
130,0.9875,25.292,150106,1.82509,33706.3,37748.9,42182.8,36468.3,33676.2,37718.7,42152.6,36439.3,25.7389,25.7389,25.7389,25.7389,4.41,4.48,4.435,3.185,0.0007584,11.7774,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
140,0.9875,27.4382,162011,1.57344,36287.5,40693.3,45505.8,39524.8,36255.2,40660.9,45473.2,39493.6,27.7341,27.7341,27.7341,27.7341,4.655,4.695,4.795,3.45,0.0006944,12.0291,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
150,0.991875,30.9891,173593,1.76436,38931.9,43677,48807.3,42177.1,38897.2,43642.2,48772.3,42143.7,29.7294,29.7294,29.7294,29.7294,5.02,5.065,5.275,3.67,0.0009184,11.7773,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
160,1,30.6151,185156,1.89884,41681.5,46712.2,51927.2,44834.7,41644.2,46674.7,51890.1,44799.1,31.7247,31.7247,31.7247,31.7247,5.605,5.72,5.425,3.835,0.0009952,11.8792,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
170,1,30.3439,197073,2.03773,44331.6,49697.5,55292.2,47751.7,44291.5,49657.5,55252.8,47714,33.7199,33.7199,33.7199,33.7199,6.295,6.28,5.705,4.015,0.0010944,12.0774,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
180,1,31.0316,209052,2.06954,46950.7,52704.8,58680.6,50716.4,46908,52662.4,58638.8,50676.4,35.7152,35.7152,35.7152,35.7152,6.915,6.68,6.115,4.31,0.001104,11.7292,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
190,1,33.1805,220681,1.62073,49553.1,55373.3,61949.9,53804.8,49508,55328.7,61905.7,53762.4,37.7105,37.7105,37.7105,37.7105,7.345,6.85,6.435,4.65,0.0008064,11.7775,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
200,1,36.25,232392,1.47854,52096.9,58255.2,65274.5,56765.4,52049.6,58208.3,65228.1,56720.7,39.7057,39.7057,39.7057,39.7057,7.625,7.135,6.685,4.96,0.00072,12.0292,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
