sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
10,0.328571,7.97194,10254.8,0.62781,2357.17,2720.78,2669.83,2507.04,2355.1,2718.79,2667.88,2505.09,1.79574,1.79574,1.79574,1.79574,0.27,0.195,0.155,0.16,0.0004992,11.5048,0,1,1,1,1,12.9034,24.7594,24.9772,18.1796,60,80,100,120,2,1.5,1,1.2
20,0.415,8.97408,21476,0.888414,4965.29,5784.73,5670.46,5055.56,4960.95,5780.49,5666.33,5051.46,3.791,3.791,3.791,3.791,0.545,0.45,0.33,0.305,0.000544,11.4863,0,1,1,1,1,11.9034,24.7594,24.9772,18.1796,60,80,100,120,2,1.5,1,1.2
30,0.4575,10.8427,33067,1.01587,7602.44,8781.29,8791.18,7892.07,7595.9,8774.79,8784.75,7885.77,5.78626,5.78626,5.78626,5.78626,0.755,0.705,0.64,0.51,0.0006272,11.4917,0,1,1,1,1,10.9034,24.7594,24.9772,18.1796,60,80,100,120,2,1.5,1,1.2
40,0.594688,12.1814,44576.4,1.64161,10252.7,11688.3,11901.8,10733.7,10243.8,11679.6,11893,10725,7.78152,7.78152,7.78152,7.78152,1.07,0.925,1.025,0.895,0.0008352,11.6632,0,1,1,1,1,10.9034,24.7594,25.9772,18.1796,60,80,100,120,2,1.5,1,1.2
50,0.660937,13.6533,56243.7,1.72438,12889.9,14789.8,14995.2,13568.7,12878.6,14778.9,14984.2,13557.8,9.77679,9.77679,9.77679,9.77679,1.58,1.18,1.235,1.205,0.0008224,11.6364,0,1,1,1,1,10.9034,24.7594,25.9772,18.1796,60,80,100,120,2,1.5,1,1.2
60,0.730938,15.6098,67908.9,2.31409,15453.8,17903.3,18205.4,16346.4,15439.9,17889.7,18192.1,16333.1,11.772,11.772,11.772,11.772,2.095,1.785,1.59,1.545,0.0011616,11.6095,0,1,1,1,1,10.9034,24.7594,25.9772,18.1796,60,80,100,125,2,1.5,1,1.2
70,0.809524,18.7971,79120.3,1.73886,18021.9,20839.3,21324.5,18934.5,18005.7,20823.6,21308.6,18919.1,13.7673,13.7673,13.7673,13.7673,2.47,1.955,2.13,1.65,0.0007616,11.5793,0,0.9,1,1,1,10.9034,24.7594,25.9772,18.1796,60,80,100,125,2,1.5,1,1.2
80,0.95122,20.9688,90445.8,2.00912,20598.8,23927.5,24458.3,21461.3,20580.3,23909.6,24439.8,21443.7,15.7626,15.7626,15.7626,15.7626,2.775,2.14,2.72,1.755,0.0007584,11.6844,0,0.9,1,1,1,10.9034,24.7594,26.9772,18.1796,60,80,100,125,2,1.5,1,1.2
90,0.975,21.4457,102061,2.37116,23182,26990.4,27737.9,24151.2,23160.9,26970.2,27716.9,24131.5,17.7578,17.7578,17.7578,17.7578,3.325,2.405,3.23,1.95,0.0009728,11.6666,0,0.9,1,1,0.9,10.9034,24.7594,26.9772,18.1796,60,80,100,125,2,1.5,1,1.2
100,0.975,24.0427,113675,2.14203,25754.1,30122.5,30847.4,26950.9,25730.4,30099.9,30824.3,26929,19.7531,19.7531,19.7531,19.7531,4.03,2.795,3.42,2.12,0.0009312,11.5385,0,0.9,1,1,0.8,10.9034,24.7594,26.9772,18.1796,60,80,100,125,2,1.5,1,1.2
110,0.982849,24.5743,125405,2.51622,28365.3,33149.6,34119.7,29770.3,28338.7,33124.6,34094.1,29746.2,21.7484,21.7484,21.7484,21.7484,4.825,3.27,3.785,2.36,0.0012,11.8809,0,0.9,1,1,0.8,10.9034,24.7594,26.9772,17.1796,60,80,100,125,2,1.5,1,1.2
120,1,24.9884,137261,2.96959,30954.5,36234.7,37462.5,32609.7,30925.1,36207.1,37434.4,32583.3,23.7436,23.7436,23.7436,23.7436,5.58,3.91,4.34,2.72,0.0014784,11.6424,0,0.9,1,1,0.8,10.9034,24.7594,26.9772,17.1796,60,80,100,125,2,1.5,1,1.2
130,1,26.2803,149079,2.4345,33570.2,39495.5,40637.9,35375.7,33538.2,39465.5,40607.4,35346.8,25.7389,25.7389,25.7389,25.7389,6.24,4.245,4.765,3.155,0.0011872,11.8856,0,0.9,1,1,0.8,10.9034,24.7594,26.9772,17.1796,60,80,100,125,2,1.5,1,1.2
140,1,30.1762,160504,1.94275,36188,42369.9,43764.9,38181.5,36153.5,42337.8,43732.1,38150,27.7341,27.7341,27.7341,27.7341,6.765,4.415,5.045,3.765,0.0010144,11.5771,0,0.9,1,1,0.8,10.9034,24.7594,25.9772,17.1796,60,80,100,125,2,1.5,1,1.2
150,1,29.5077,171990,1.87032,38798,45389.3,46898.3,40904,38761.1,45354.9,46863.3,40870,29.7294,29.7294,29.7294,29.7294,7.185,4.675,5.335,4.285,0.0009536,11.8581,0,0.9,1,1,0.8,10.9034,24.7594,25.9772,18.1796,60,80,100,125,2,1.5,1,1.2
160,1,33.3744,183609,1.56599,41443.1,48444.9,49973.4,43747.7,41403.8,48408.2,49936.2,43711.4,31.7247,31.7247,31.7247,31.7247,7.595,4.995,5.455,4.63,0.0007648,11.6242,0,0.9,0.9,1,0.8,10.9034,24.7594,25.9772,18.1796,60,80,100,125,2,1.5,1,1.2
170,1,35.2777,195421,1.59947,44077,51629.8,53102.9,46611.1,44035.4,51590.8,53063.2,46572.7,33.7199,33.7199,33.7199,33.7199,7.9,5.285,5.965,4.765,0.0007936,11.8186,0,0.9,0.9,1,0.8,10.9034,24.7594,25.9772,18.1796,60,80,95,125,2,1.5,1,1.2
180,1,35.6052,207148,2.23449,46676.7,54780.6,56241.3,49449.5,46632.8,54738.8,56199,49408.8,35.7152,35.7152,35.7152,35.7152,8.2,6.04,6.555,5.02,0.001216,11.7903,0,0.9,0.9,1,0.7,10.9034,24.7594,25.9772,18.1796,60,80,95,125,2,1.5,1,1.2
190,1,37.0902,218775,1.97074,49294.3,57831.6,59435.9,52213.5,49248,57787.3,59391.3,52170.5,37.7105,37.7105,37.7105,37.7105,8.615,6.66,6.895,5.265,0.0010368,11.6892,0,0.9,0.9,1,0.6,10.9034,24.7594,25.9772,18.1796,60,80,95,125,2,1.5,1,1.2
200,1,38.1376,230439,1.76952,51921.6,60942.8,62507.4,55067.3,51872.6,60896.1,62460.7,55022,39.7057,39.7057,39.7057,39.7057,9.275,6.985,7.05,5.545,0.0009088,11.8736,0,0.9,0.9,1,0.6,10.9034,23.7594,25.9772,18.1796,60,80,95,125,2,1.5,1,1.2
210,1,38.8435,241716,2.22821,54551.4,63480.2,65726.2,57957.9,54499.7,63431.3,65677.3,57910,41.701,41.701,41.701,41.701,10.055,7.26,7.22,6.205,0.0012064,11.6278,0,0.9,0.9,1,0.6,10.9034,23.7594,25.9772,18.1796,60,80,95,125,2,1.5,1,1.2
220,1,37.2572,253026,2.4641,57141.3,66092.8,68916.1,60875.8,57086.8,66041.4,68864.9,60825.2,43.6962,43.6962,43.6962,43.6962,10.8,7.64,7.515,6.915,0.0013632,11.6139,0,0.9,0.9,1,0.6,10.9034,22.7594,25.9772,18.1796,60,80,95,125,2,1.5,1,1.2
230,1,39.4839,264602,2.38243,59776.4,68979.3,72075.3,63771.5,59719.2,68925.6,72021.7,63718.4,45.6915,45.6915,45.6915,45.6915,11.475,8.05,7.925,7.475,0.0013152,11.8074,0,0.9,0.9,1,0.6,10.9034,22.7594,25.9772,17.1796,60,80,95,125,2,1.5,1,1.2
240,1,39.0712,276227,1.93797,62404.4,71954.3,75262.9,66605.3,62344.8,71898.1,75206.9,66549.8,47.6868,47.6868,47.6868,47.6868,11.92,8.52,8.3,7.77,0.0010144,11.6727,0,0.9,0.9,1,0.6,10.9034,21.7594,25.9772,17.1796,60,80,95,125,2,1.5,1,1.2
250,1,42.1555,287421,1.69073,64997.4,74865.6,78327.4,69231,64935.5,74807,78269.1,69173.2,49.682,49.682,49.682,49.682,12.205,8.94,8.625,8.075,0.0008544,11.8174,0,0.9,0.9,1,0.6,10.9034,20.7594,25.9772,17.1796,60,80,95,125,2,1.5,1,1.2
