sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survVmax,patVmax,rapidVmax,stratVmax,survZmin,survZmax,patZmin,patZmax,rapidZmin,rapidZmax,stratZmin,stratZmax,survDt,patDt,rapidDt,stratDt
10,0.494196,6.90431,10271.2,1.73447,2334.73,2375.25,3061.54,2499.69,2332.77,2373.1,3059.42,2497.4,1.79574,1.79574,1.79574,1.79574,0.17,0.355,0.33,0.5,0.0008672,11.7726,0,1,1,1,1,15,25,35,22,60,80,80,95,95,110,120,130,2,1.5,1,1.2
20,0.61125,7.6586,21737.5,2.47504,4913.58,5048.53,6490.04,5285.37,4909.47,5044.01,6485.26,5280.44,3.791,3.791,3.791,3.791,0.32,0.73,0.99,1.145,0.0011712,12.0988,0,1,1,1,1,15,25,35,22,60,80,80,95,95,110,120,130,2,1.5,1,1.2
30,0.743437,9.36727,33286.3,2.56359,7426.13,7733.49,10038.9,8087.82,7419.87,7726.61,10031.6,8080.22,5.78626,5.78626,5.78626,5.78626,0.465,1.09,1.435,1.815,0.0010368,11.9488,0,1,1,1,1,15,25,35,22,60,80,80,95,95,110,120,130,2,1.5,1,1.2
