Time,DeploymentMode,UavIndex,UavCellId,BestDonorCellId,BestDonorDistanceM,XhaulConnected,XhaulChannelVariationDb,XhaulRsrpDbm,RawXhaulState,RawXhaulStateAgeSec,XhaulState,XhaulDegradationActive,DonorUnavailableActive,SatBackhaulDlSnrDb,SatBackhaulUlSnrDb,SatBackhaulHealthy,UavSwitchingXappAvailable,UavSwitchingXappState,BackhaulMode,RicControlState,ActiveUavRic,NormalUeHandoverAllowed,E2TxDelaySec,E2SendIntervalSec,LmQueryIntervalSec,UavMode,recent_dl_pdr,recent_dl_delay_ms,recent_dl_throughput_mbps,recent_ul_pdr,recent_ul_delay_ms,recent_ul_throughput_mbps,ResultDir,SeedGroup,ScenarioKind
24.5,tn-uav-satellite,0,5,1,1579.22,1,0.0,-62.4101,HEALTHY,20,HEALTHY,0,0,7.17933,2.65873,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,1.36,22.1798,0.00266662,0.0,0.0,0.0,tn-uav-satellite_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_ai-dataset-v1-fspl-seed1-sat,seed1,satellite
24.5,tn-uav-satellite,1,6,4,550.634,1,0.0,-53.2585,HEALTHY,20,HEALTHY,0,0,13.103,8.58243,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,1.36,22.1798,0.00266662,0.0,0.0,0.0,tn-uav-satellite_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_ai-dataset-v1-fspl-seed1-sat,seed1,satellite
24.5,tn-uav-satellite,2,7,2,674.154,1,0.0,-55.0164,HEALTHY,20,HEALTHY,0,0,15.1845,10.6639,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,1.36,22.1798,0.00266662,0.0,0.0,0.0,tn-uav-satellite_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_ai-dataset-v1-fspl-seed1-sat,seed1,satellite
26.5,tn-uav-satellite,0,5,1,1619.84,1,0.0,-62.6306,HEALTHY,22,HEALTHY,0,0,13.474,8.95337,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.48,42.878545,0.0009411624000000001,0.0,0.0,0.0,tn-uav-satellite_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_ai-dataset-v1-fspl-seed1-sat,seed1,satellite
26.5,tn-uav-satellite,1,6,4,554.487,1,0.0,-53.319,HEALTHY,22,HEALTHY,0,0,12.5973,8.0767,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.48,42.878545,0.0009411624000000001,0.0,0.0,0.0,tn-uav-satellite_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_ai-dataset-v1-fspl-seed1-sat,seed1,satellite
26.5,tn-uav-satellite,2,7,2,654.061,1,0.0,-54.7536,HEALTHY,22,HEALTHY,0,0,13.2294,8.70884,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.48,42.878545,0.0009411624000000001,0.0,0.0,0.0,tn-uav-satellite_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_ai-dataset-v1-fspl-seed1-sat,seed1,satellite
28.5,tn-uav-satellite,0,5,1,1659.46,1,0.0,-62.8405,HEALTHY,24,HEALTHY,0,0,13.6651,9.1445,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.24,19.099999999999998,0.00047058019999999997,0.1666666,48.0304,7.843019999999999e-05,tn-uav-satellite_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_ai-dataset-v1-fspl-seed1-sat,seed1,satellite
28.5,tn-uav-satellite,1,6,4,585.644,1,0.0,-53.7939,HEALTHY,24,HEALTHY,0,0,12.2159,7.69532,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.24,19.099999999999998,0.00047058019999999997,0.1666666,48.0304,7.843019999999999e-05,tn-uav-satellite_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_ai-dataset-v1-fspl-seed1-sat,seed1,satellite
28.5,tn-uav-satellite,2,7,2,670.785,1,0.0,-54.9729,HEALTHY,24,HEALTHY,0,0,10.0188,5.49821,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,0.24,19.099999999999998,0.00047058019999999997,0.1666666,48.0304,7.843019999999999e-05,tn-uav-satellite_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_ai-dataset-v1-fspl-seed1-sat,seed1,satellite
30.5,tn-uav-satellite,0,5,1,1699.93,1,0.0,-63.0498,HEALTHY,26,HEALTHY,0,0,10.1786,5.65804,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION,1.6,59.25800000000001,0.0031372004000000003,0.307692,38.0304,0.00015686039999999999,tn-uav-satellite_ueS1_50_ueS2_50_tnGnb_4_ntnGnb_3_tnCap_20_ntnCap_10_hyst_2_ai-dataset-v1-fspl-seed1-sat,seed1,satellite
