Time,RecordType,UavIndex,UavCellId,CentroidIndex,CurrentEastM,CurrentNorthM,TargetEastM,TargetNorthM,DistanceToTargetM,ReachThresholdM,HasMovementAssignment,Arrived,NumMovementUes,NumCentroids
29,ASSIGN,0,5,2,118.849,41.5361,395.794,371.653,430.901,1,1,0,3,3
29,ASSIGN,1,6,0,-2.9957,87.5708,-428.429,310.886,480.482,1,1,0,3,3
29,ASSIGN,2,7,1,36.0137,-71.7452,389.521,-362.114,457.473,1,1,0,3,3
30,ASSIGN,0,5,2,128.491,53.0278,399.149,374.393,420.156,1,1,0,3,3
30,ASSIGN,1,6,0,-16.276,94.5424,-431.142,310.36,467.644,1,1,0,3,3
30,ASSIGN,2,7,1,47.6051,-81.2661,386.361,-359.212,438.189,1,1,0,3,3
31,ASSIGN,0,5,1,138.154,64.5008,401.428,378.35,409.651,1,1,0,2,2
31,ASSIGN,1,6,0,-29.5826,101.465,384.163,-355.247,616.255,1,1,0,2,2
32,ASSIGN,0,5,0,147.795,75.9929,378.682,370.183,373.974,1,1,0,3,3
32,ASSIGN,1,6,2,-19.5115,90.3483,404.072,378.371,512.23,1,1,0,3,3
32,ASSIGN,2,7,1,59.2025,-90.7806,383.026,-353.637,417.079,1,1,0,3,3
33,ASSIGN,0,5,0,157.056,87.7928,376.37,371.932,358.934,1,1,0,3,3
33,ASSIGN,1,6,2,-7.1067,98.7826,407.086,383.314,502.508,1,1,0,3,3
33,ASSIGN,2,7,1,70.8489,-100.234,379.529,-349.188,396.563,1,1,0,3,3
34,ASSIGN,0,5,1,166.222,99.6671,386.467,138.187,223.588,1,1,0,5,3
34,ASSIGN,1,6,0,5.25739,107.276,-322.43,307.39,383.959,1,1,0,5,3
34,ASSIGN,2,7,2,82.5252,-109.651,-438.131,299.015,661.885,1,1,0,5,3
35,ASSIGN,0,5,0,180.999,102.251,375.136,396.402,352.44,1,1,0,6,3
35,ASSIGN,1,6,1,-7.54327,115.094,-380.66,301.721,417.188,1,1,0,6,3
35,ASSIGN,2,7,2,70.7269,-100.389,374.182,-342.56,388.242,1,1,0,6,3
36,ASSIGN,0,5,2,189.261,114.77,351.031,360.271,294.007,1,1,0,4,3
36,ASSIGN,1,6,0,-20.9575,121.804,344.201,418.536,470.521,1,1,0,4,3
36,ASSIGN,2,7,1,82.4523,-109.746,371.309,-340.595,369.769,1,1,0,4,3
37,ASSIGN,0,5,1,197.516,127.296,362.239,381.705,303.08,1,1,0,3,3
37,ASSIGN,1,6,0,-9.3159,131.264,342.509,416.666,453.029,1,1,0,3,3
37,ASSIGN,2,7,2,94.1705,-119.11,370.166,-336.796,351.511,1,1,0,3,3
38,ASSIGN,0,5,0,205.668,139.887,340.694,412.245,303.992,1,1,0,2,2
38,ASSIGN,1,6,1,2.33412,140.713,366.932,-334.313,598.817,1,1,0,2,2
39,ASSIGN,0,5,0,212.332,153.326,321.316,374.683,246.732,1,1,0,4,3
39,ASSIGN,1,6,2,11.4675,128.814,364.212,-330.26,578.946,1,1,0,4,3
39,ASSIGN,2,7,1,105.948,-128.4,360.485,-368.149,349.669,1,1,0,4,3
40,ASSIGN,0,5,0,218.958,166.783,-15.1659,393.409,325.842,1,1,0,5,3
40,ASSIGN,1,6,2,20.607,116.92,372.84,-303.225,548.261,1,1,0,5,3
40,ASSIGN,2,7,1,116.868,-138.684,363.777,-370.344,338.571,1,1,0,5,3
41,ASSIGN,0,5,1,208.181,177.216,369.218,-326.804,529.121,1,1,0,5,3
41,ASSIGN,1,6,2,30.2439,105.425,-372.626,380.295,487.707,1,1,0,5,3
41,ASSIGN,2,7,0,127.807,-148.948,331.77,-409.961,331.253,1,1,0,5,3
42,ASSIGN,0,5,2,212.747,162.928,356.368,-320.41,504.225,1,1,0,3,3
42,ASSIGN,1,6,0,17.8535,113.879,-384.247,369.277,476.354,1,1,0,3,3
42,ASSIGN,2,7,1,137.044,-160.767,369.28,-376.217,316.785,1,1,0,3,3
43,ASSIGN,0,5,2,217.021,148.549,363.213,-348.917,518.502,1,1,0,5,3
43,ASSIGN,1,6,0,5.1928,121.921,-403.112,314.316,451.363,1,1,0,5,3
43,ASSIGN,2,7,1,148.04,-170.969,-383.361,372.551,760.132,1,1,0,5,3
44,ASSIGN,0,5,1,221.25,134.157,368.14,-109.098,284.166,1,1,0,5,3
44,ASSIGN,1,6,2,-8.37576,128.315,-407.364,311.336,438.962,1,1,0,5,3
44,ASSIGN,2,7,0,137.554,-160.243,-382.693,378.075,748.628,1,1,0,5,3
45,ASSIGN,0,5,0,229.004,121.317,168.91,52.6088,91.2802,1,1,0,5,3
45,ASSIGN,1,6,1,-22.0089,134.569,-381.511,381.078,435.899,1,1,0,5,3
45,ASSIGN,2,7,2,127.13,-149.457,363.27,-348.822,309.045,1,1,0,5,3
46,ASSIGN,0,5,1,219.129,110.026,-3.17205,376.264,346.843,1,1,0,5,3
46,ASSIGN,1,6,2,-34.379,143.052,347.658,-308.36,591.376,1,1,0,5,3
46,ASSIGN,2,7,0,138.592,-159.134,385.145,-394.1,340.584,1,1,0,5,3
47,ASSIGN,0,5,2,209.516,121.54,369.767,365.842,292.17,1,1,0,3,3
47,ASSIGN,1,6,0,-24.6882,131.602,329.915,404.954,447.733,1,1,0,3,3
47,ASSIGN,2,7,1,149.452,-169.482,381.106,-392.117,321.294,1,1,0,3,3
48,ASSIGN,0,5,1,217.744,134.083,365.119,363.513,272.686,1,1,0,2,2
48,ASSIGN,1,6,0,-12.8073,140.76,384.224,-393.742,665.828,1,1,0,2,2
49,ASSIGN,0,5,1,225.851,146.703,362.85,361.827,255.043,1,1,0,2,2
49,ASSIGN,1,6,0,-3.86168,128.719,387.368,-398.95,656.883,1,1,0,2,2
50,ASSIGN,0,5,1,233.909,159.355,359.293,359.912,236.525,1,1,0,2,2
50,ASSIGN,1,6,0,5.07319,116.669,389.673,-401.794,645.54,1,1,0,2,2
51,ASSIGN,0,5,1,241.861,172.074,391.287,-404.704,595.82,1,1,0,2,2
51,ASSIGN,1,6,0,14.0105,104.622,-364.602,324.177,437.666,1,1,0,2,2
52,ASSIGN,0,5,0,245.624,157.554,-361.342,324.291,629.452,1,1,0,1,1
53,ASSIGN,0,5,2,231.161,161.527,358.67,-344.251,521.603,1,1,0,5,3
53,ASSIGN,1,6,0,1.03516,112.147,-147.464,-249.292,390.756,1,1,0,5,3
53,ASSIGN,2,7,1,160.267,-179.876,-346.716,310.003,704.991,1,1,0,5,3
54,ASSIGN,0,5,0,234.828,146.982,-150.202,-253.329,555.426,1,1,0,2,2
54,ASSIGN,1,6,1,-4.66426,98.2722,-374.465,295.196,418.965,1,1,0,2,2
55,ASSIGN,0,5,0,224.43,136.171,-370.556,296.36,616.173,1,1,0,1,1
56,ASSIGN,0,5,1,209.947,140.071,-44.0689,309.367,305.263,1,1,0,2,2
56,ASSIGN,1,6,0,-17.9039,105.323,-162.048,320.922,259.346,1,1,0,2,2
57,ASSIGN,0,5,0,197.465,148.39,-163.911,325.197,402.31,1,1,0,2,2
57,ASSIGN,1,6,1,-26.2407,117.792,-331.895,-262.282,487.73,1,1,0,2,2
58,ASSIGN,0,5,2,183.993,154.982,330.025,351.264,244.647,1,1,0,3,3
58,ASSIGN,1,6,0,-35.6409,106.103,-165.897,330.496,259.458,1,1,0,3,3
58,ASSIGN,2,7,1,149.481,-169.453,-336.23,-263.763,494.782,1,1,0,3,3
59,ASSIGN,0,5,0,192.947,167.017,326.204,352.724,228.572,1,1,0,1,1
60,ASSIGN,0,5,2,201.693,179.204,323.592,355.242,214.124,1,1,0,3,3
60,ASSIGN,1,6,0,-43.1703,119.076,-394.523,347.604,419.135,1,1,0,3,3
60,ASSIGN,2,7,1,134.757,-172.312,385.796,-296.974,280.288,1,1,0,3,3
61,ASSIGN,0,5,0,210.233,191.536,321.78,357.137,199.666,1,1,0,5,3
61,ASSIGN,1,6,2,-55.7437,127.255,-360.103,337.473,369.901,1,1,0,5,3
61,ASSIGN,2,7,1,148.192,-178.984,387.931,-324.667,280.532,1,1,0,5,3
62,ASSIGN,0,5,2,218.614,203.977,317.279,358.892,183.668,1,1,0,3,3
62,ASSIGN,1,6,0,-68.0851,135.779,-320.916,334.098,321.332,1,1,0,3,3
62,ASSIGN,2,7,1,161.012,-186.773,-396.975,338.763,766.511,1,1,0,3,3
63,ASSIGN,0,5,1,226.672,216.628,312.801,360.883,168.011,1,1,0,2,2
63,ASSIGN,1,6,0,-79.887,145.037,-317.368,333.979,303.474,1,1,0,2,2
64,ASSIGN,0,5,0,234.362,229.507,-313.239,335.335,557.733,1,1,0,1,1
65,ASSIGN,0,5,0,219.635,232.354,-309.103,335.935,538.789,1,1,0,1,1
66,ASSIGN,0,5,0,204.916,235.237,-321.083,281.002,527.986,1,1,0,1,1
67,ASSIGN,0,5,0,189.973,236.538,-196.579,321.315,395.74,1,1,0,1,1
68,ASSIGN,0,5,0,175.322,239.751,-198.818,326.335,384.028,1,1,0,3,3
68,ASSIGN,1,6,2,-91.6244,154.376,399.667,-315.691,679.949,1,1,0,3,3
68,ASSIGN,2,7,1,150.093,-176.489,374.951,-356.441,288,1,1,0,3,3
69,ASSIGN,0,5,2,160.709,243.133,-284.872,321.037,452.34,1,1,0,5,3
69,ASSIGN,1,6,1,-80.7853,144.006,47.737,-354.197,514.514,1,1,0,5,3
69,ASSIGN,2,7,0,161.805,-185.862,394.427,-151.778,235.105,1,1,0,5,3
70,ASSIGN,0,5,0,145.934,245.716,391.567,145.674,265.224,1,1,0,6,3
70,ASSIGN,1,6,1,-77.0379,129.481,-326.915,337.943,325.415,1,1,0,6,3
70,ASSIGN,2,7,2,176.648,-183.687,398.554,-308.898,254.794,1,1,0,6,3
71,ASSIGN,0,5,0,159.827,240.058,392.675,147.542,250.555,1,1,0,5,3
71,ASSIGN,1,6,2,-88.5552,139.09,-389.269,339.189,361.204,1,1,0,5,3
71,ASSIGN,2,7,1,189.713,-191.058,396.87,-304.396,236.135,1,1,0,5,3
72,ASSIGN,0,5,1,173.767,234.52,390.285,-5.81976,323.485,1,1,0,4,3
72,ASSIGN,1,6,2,-101.042,147.4,-378.613,302.795,318.108,1,1,0,4,3
72,ASSIGN,2,7,0,202.872,-198.258,-393.472,-305.039,605.829,1,1,0,4,3
73,ASSIGN,0,5,2,183.807,223.375,381.68,290.858,209.064,1,1,0,3,3
73,ASSIGN,1,6,1,-114.13,154.728,-381.996,299.81,304.633,1,1,0,3,3
73,ASSIGN,2,7,0,188.107,-200.902,419.629,-318.025,259.461,1,1,0,3,3
74,ASSIGN,0,5,1,198.005,228.217,361.375,285.412,173.093,1,1,0,5,3
74,ASSIGN,1,6,0,-127.32,161.871,-402.938,132.966,277.13,1,1,0,5,3
74,ASSIGN,2,7,2,201.493,-207.673,419.266,-317.123,243.73,1,1,0,5,3
75,ASSIGN,0,5,1,212.163,233.173,349.174,280.196,144.855,1,1,0,3,3
75,ASSIGN,1,6,0,-142.237,160.307,-423.797,-31.0675,340.44,1,1,0,3,3
75,ASSIGN,2,7,2,214.896,-214.409,349.226,-311.311,165.634,1,1,0,3,3
76,ASSIGN,0,5,0,226.351,238.043,-428.931,-32.1675,708.807,1,1,0,2,2
76,ASSIGN,1,6,1,-154.642,151.875,-206.699,-350.032,504.599,1,1,0,2,2
77,ASSIGN,0,5,2,212.485,232.324,-133.008,-310.488,643.437,1,1,0,3,3
77,ASSIGN,1,6,0,-156.189,136.955,-434.392,-31.7627,325.365,1,1,0,3,3
77,ASSIGN,2,7,1,227.062,-223.184,-208.25,-353.365,454.361,1,1,0,3,3
78,ASSIGN,0,5,1,204.432,219.67,362.665,239.003,159.41,1,1,0,5,3
78,ASSIGN,1,6,0,-169.013,129.177,-288.54,369.601,268.497,1,1,0,5,3
78,ASSIGN,2,7,2,212.692,-227.482,-174.329,-333.32,401.232,1,1,0,5,3
79,ASSIGN,0,5,2,219.322,221.489,382.106,173.809,169.623,1,1,0,7,3
79,ASSIGN,1,6,1,-175.69,142.608,-303.819,366.855,258.271,1,1,0,7,3
79,ASSIGN,2,7,0,198.224,-231.439,-87.7095,-310.893,296.767,1,1,0,7,3
80,ASSIGN,0,5,2,233.718,217.273,399.358,108.236,198.307,1,1,0,4,3
80,ASSIGN,1,6,1,-183.131,155.632,-288.406,370.751,239.498,1,1,0,4,3
80,ASSIGN,2,7,0,183.773,-235.455,-36.8313,-321.705,236.866,1,1,0,4,3
81,ASSIGN,0,5,1,246.247,209.025,406.394,108.156,189.266,1,1,0,3,3
81,ASSIGN,1,6,2,-189.724,169.105,-376.178,303.792,230.012,1,1,0,3,3
81,ASSIGN,2,7,0,169.804,-240.917,-202.119,439.803,775.697,1,1,0,3,3
82,ASSIGN,0,5,2,258.94,201.031,400.254,-109.739,341.39,1,1,0,6,3
82,ASSIGN,1,6,0,-201.882,177.889,-331.472,340.024,207.56,1,1,0,6,3
82,ASSIGN,2,7,1,162.613,-227.753,-203.208,445.093,765.864,1,1,0,6,3
83,ASSIGN,0,5,0,265.15,187.376,415.674,111.164,168.718,1,1,0,3,3
83,ASSIGN,1,6,1,-211.246,189.606,377.041,-339.944,791.521,1,1,0,3,3
83,ASSIGN,2,7,2,155.448,-214.575,385.844,-332.422,258.786,1,1,0,3,3
84,ASSIGN,0,5,1,278.534,180.601,420.071,115.038,155.985,1,1,0,3,3
84,ASSIGN,1,6,0,-200.098,179.571,36.6885,357.971,296.47,1,1,0,3,3
84,ASSIGN,2,7,2,168.802,-221.406,381.086,-342.104,244.197,1,1,0,3,3
85,ASSIGN,0,5,1,292.145,174.296,37.1444,364.398,318.063,1,1,0,5,3
85,ASSIGN,1,6,0,-188.116,188.597,-474.434,-29.5495,359.952,1,1,0,5,3
85,ASSIGN,2,7,2,181.842,-228.82,396.829,-162.719,224.919,1,1,0,5,3
86,ASSIGN,0,5,1,280.12,183.261,37.4708,369.44,305.845,1,1,0,7,3
86,ASSIGN,1,6,0,-200.047,179.506,-335.677,-209.451,411.926,1,1,0,7,3
86,ASSIGN,2,7,2,196.18,-224.412,398.547,-163.645,211.294,1,1,0,7,3
87,ASSIGN,0,5,1,268.22,192.392,-170.496,380.124,477.194,1,1,0,5,3
87,ASSIGN,1,6,0,-204.986,165.343,-483.168,-28.9905,339.338,1,1,0,5,3
87,ASSIGN,2,7,2,210.546,-220.098,80.0492,-374.244,201.967,1,1,0,5,3
88,ASSIGN,0,5,1,254.43,198.293,-97.3236,371.851,392.241,1,1,0,7,3
88,ASSIGN,1,6,0,-217.282,156.752,-490.026,-27.534,329.167,1,1,0,7,3
88,ASSIGN,2,7,2,200.855,-231.546,80.5731,-378.741,190.09,1,1,0,7,3
89,ASSIGN,0,5,1,240.978,204.93,-162.87,367.59,435.375,1,1,0,5,3
89,ASSIGN,1,6,0,-229.711,148.354,-494.259,-26.5045,317.115,1,1,0,5,3
89,ASSIGN,2,7,2,191.364,-243.161,15.5002,-409.573,242.118,1,1,0,5,3
