Time,UeGroup,UeIndex,UeNodeId,Imsi,ServingCell,ServingRsrpDbm,BestFeasibleTnRsrpDbm,BestFeasibleUavRsrpDbm,ServiceState,StateAgeSec,SensedOrOraclePositionAvailable,ControllerEastM,ControllerNorthM,IncludedInMovementTarget
12,UES1,0,7,7,4,-62.9552,-74.4802,-91.9083,SERVED,0,1,-60.055548,-82.275334,0
12,UES1,1,8,8,1,-54.876,-89.7203,-102.516,SERVED,0,1,68.552866,-28.405646,0
12,UES1,2,9,9,3,-74.3728,-84.6364,-93.7474,SERVED,0,1,-112.228478,95.826889,0
12,UES1,3,10,10,1,-88.4765,-73.5757,-83.8903,SERVED,0,1,30.880268,-76.918032,0
12,UES1,4,11,11,1,-65.5401,-71.0567,-80.9496,SERVED,0,1,-6.358009,88.151369,0
12,UES1,5,12,12,3,-65.6821,-58.8128,-88.7428,SERVED,0,1,-70.490473,-12.298211,0
12,UES1,6,13,13,1,-82.2857,-82.0456,-94.6579,SERVED,0,1,89.163519,-18.749458,0
12,UES1,7,14,14,2,-76.2972,-75.7717,-99.6825,SERVED,0,1,39.773630,8.389844,0
12,UES1,8,15,15,1,-88.3881,-64.0698,-91.6007,SERVED,0,1,3.849189,-79.996391,0
12,UES1,9,16,16,3,-84.6701,-79.3497,-90.6151,SERVED,0,1,-37.789555,58.762157,0
12,UES1,10,17,17,4,-59.6892,-71.3652,-91.2023,SERVED,0,1,-41.541305,-33.849984,0
12,UES1,11,18,18,1,-57.8207,-85.5216,-77.0793,SERVED,0,1,24.704200,32.708058,0
12,UES1,12,19,19,5,-98.4593,-92.1155,-76.8965,SERVED,0,1,120.343658,-78.067190,0
12,UES1,13,20,20,5,-86.7967,-86.197,-78.8667,SERVED,0,1,19.423844,20.160802,0
12,UES1,14,21,21,3,-86.1676,-61.1091,-85.9649,SERVED,0,1,13.632371,-21.853392,0
12,UES1,15,22,22,1,-57.6935,-72.9514,-75.6951,SERVED,0,1,95.123703,36.252821,0
12,UES1,16,23,23,4,-90.7614,-97.117,-75.8017,SERVED,0,1,-110.093406,-49.661790,0
12,UES1,17,24,24,1,-61.7677,-93.2692,-86.3932,SERVED,0,1,7.558850,-6.897914,0
12,UES1,18,25,25,1,-79.4639,-84.4271,-92.8579,SERVED,0,1,18.831429,42.163317,0
12,UES1,19,26,26,6,-84.8052,-79.366,-81.9356,SERVED,0,1,-32.523896,-12.832037,0
12,UES1,20,27,27,3,-81.2706,-80.3407,-93.9509,SERVED,0,1,-58.418335,72.432651,0
12,UES1,21,28,28,3,-76.23,-72.9101,-81.677,SERVED,0,1,-93.707835,111.896125,0
12,UES1,22,29,29,2,-63.6148,-73.3376,-107.329,SERVED,0,1,120.120836,14.624713,0
12,UES1,23,30,30,6,-66.7653,-90.4927,-89.1092,SERVED,0,1,23.000715,-34.345328,0
12,UES1,24,31,31,2,-81.2658,-70.4693,-101.716,SERVED,0,1,39.094523,102.982874,0
12,UES1,25,32,32,4,-94.0629,-64.4879,-91.9459,SERVED,0,1,-27.191070,89.804359,0
12,UES1,26,33,33,5,-104.712,-82.5122,-95.054,ALTERNATIVE_AVAILABLE,0,1,139.599229,-31.056446,0
12,UES1,27,34,34,5,-91.3022,-65.8551,-77.9347,SERVED,0,1,52.143722,0.532183,0
12,UES1,28,35,35,4,-50.4045,-64.4263,-88.5573,SERVED,0,1,-105.523141,33.669842,0
12,UES1,29,36,36,2,-63.1718,-71.1231,-82.6504,SERVED,0,1,25.360789,32.757636,0
12,UES1,30,37,37,7,-74.1825,-87.7854,-71.5478,SERVED,0,1,27.739444,-111.970058,0
12,UES1,31,38,38,1,-67.6219,-79.4169,-84.4607,SERVED,0,1,77.299896,3.029645,0
12,UES1,32,39,39,6,-66.2922,-51.1134,-80.6739,SERVED,0,1,41.977993,2.332252,0
12,UES1,33,40,40,7,-93.7435,-81.6667,-85.7988,SERVED,0,1,-54.330709,-16.734166,0
12,UES1,34,41,41,4,-83.1151,-75.9209,-84.9629,SERVED,0,1,-48.853835,-86.833432,0
12,UES1,35,42,42,6,-84.5747,-70.7853,-82.3638,SERVED,0,1,30.634648,-14.145109,0
12,UES1,36,43,43,1,-83.8936,-64.2367,-82.0132,SERVED,0,1,108.429243,76.872470,0
12,UES1,37,44,44,6,-66.7055,-92.5008,-83.3269,SERVED,0,1,6.238958,-37.030699,0
12,UES1,38,45,45,1,-58.6913,-87.537,-92.9509,SERVED,0,1,19.942523,-16.701056,0
12,UES1,39,46,46,7,-77.8093,-76.3211,-88.9692,SERVED,0,1,23.559135,-23.306420,0
12,UES1,40,47,47,4,-54.3929,-67.3669,-88.0189,SERVED,0,1,-125.895038,37.369749,0
12,UES1,41,48,48,4,-73.0965,-97.3287,-99.6403,SERVED,0,1,-147.263874,-131.430360,0
12,UES1,42,49,49,3,-80.4675,-66.8323,-83.9811,SERVED,0,1,-17.160988,-1.236535,0
12,UES1,43,50,50,4,-81.2002,-75.2833,-86.8128,SERVED,0,1,-39.619482,-24.372264,0
12,UES1,44,51,51,5,-65.4993,-81.3642,-75.4688,SERVED,0,1,16.225205,-4.494420,0
12,UES1,45,52,52,1,-61.2143,-75.7598,-93.9751,SERVED,0,1,5.161824,-57.336152,0
12,UES1,46,53,53,7,-90.7319,-83.9535,-87.2269,SERVED,0,1,-44.445614,-71.950765,0
12,UES1,47,54,54,3,-47.5899,-62.7985,-81.39,SERVED,0,1,-98.267039,29.858393,0
12,UES1,48,55,55,3,-49.2887,-64.8361,-105.344,SERVED,0,1,-99.298920,43.189764,0
12,UES1,49,56,56,6,-72.9454,-82.0766,-90.0539,SERVED,0,1,-14.282910,51.262609,0
12,UES1,50,57,57,3,-58.7189,-60.6353,-88.5581,SERVED,0,1,-72.450997,-6.338224,0
12,UES1,51,58,58,1,-90.29,-68.1708,-86.3219,SERVED,0,1,122.452094,25.435985,0
12,UES1,52,59,59,6,-91.5112,-94.1716,-103.433,SERVED,0,1,-55.520473,119.948894,0
12,UES1,53,60,60,3,-88.0679,-74.0547,-100.397,SERVED,0,1,-144.913522,-25.423180,0
12,UES1,54,61,61,2,-76.7905,-76.8035,-92.643,SERVED,0,1,63.016542,-3.862594,0
12,UES1,55,62,62,1,-83.3193,-74.1884,-104.022,SERVED,0,1,38.544069,56.911389,0
12,UES1,56,63,63,3,-70.6491,-82.0254,-90.728,SERVED,0,1,-36.762465,25.532389,0
12,UES1,57,64,64,4,-59.6974,-76.5826,-75.6718,SERVED,0,1,-98.894724,64.559958,0
12,UES1,58,65,65,4,-69.5321,-96.0973,-93.3795,SERVED,0,1,-89.051767,-78.506312,0
12,UES1,59,66,66,1,-91.3966,-100.299,-92.7341,SERVED,0,1,117.186086,-98.482245,0
12,UES2,0,67,67,2,-121.895,-115.715,-117.41,PERSISTING,0,1,-362.092032,318.570851,0
12,UES2,1,68,68,0,NA,-121.308,-122.863,UNKNOWN,0,1,316.537028,383.773944,0
12,UES2,2,69,69,2,-116.698,-77.1663,-116.614,ALTERNATIVE_AVAILABLE,0,1,394.792102,-320.792905,0
12,UES2,3,70,70,0,NA,-118.849,-127.042,UNKNOWN,0,1,-309.620658,340.750293,0
12,UES2,4,71,71,7,-122.593,-116.499,-116.927,PERSISTING,0,1,362.271030,380.716610,0
12,UES2,5,72,72,6,-112.699,-112.524,-104.238,PERSISTING,0,1,342.615275,-326.256372,0
12,UES2,6,73,73,0,NA,-124.264,-124.197,UNKNOWN,0,1,-391.327627,344.095310,0
12,UES2,7,74,74,0,NA,-120.361,-129.257,UNKNOWN,0,1,445.316277,324.893221,0
12,UES2,8,75,75,0,NA,-123.113,-117.21,UNKNOWN,0,1,320.025075,-354.768647,0
12,UES2,9,76,76,6,-112.7,-82.1431,-119.873,ALTERNATIVE_AVAILABLE,0,1,-365.540681,290.382662,0
12,UES2,10,77,77,1,-119.645,-114.863,-107.252,PERSISTING,0,1,379.718221,363.276391,0
12,UES2,11,78,78,1,-114.72,-82.4782,-115.407,ALTERNATIVE_AVAILABLE,0,1,337.554524,-310.231975,0
12,UES2,12,79,79,7,-121.858,-110.612,-117.293,PERSISTING,0,1,-350.798284,289.203513,0
12,UES2,13,80,80,2,-115.931,-116.684,-117.661,PERSISTING,0,1,410.306203,358.935798,0
12,UES2,14,81,81,0,NA,-117.603,-104.467,UNKNOWN,0,1,334.977933,-327.614008,0
12,UES2,15,82,82,0,NA,-116.305,-127.352,UNKNOWN,0,1,-319.655000,312.193107,0
12,UES2,16,83,83,0,NA,-115.797,-122.299,UNKNOWN,0,1,303.269442,304.713305,0
12,UES2,17,84,84,0,NA,-117.014,-119.717,UNKNOWN,0,1,325.011359,-317.563956,0
12,UES2,18,85,85,0,NA,-120.56,-123.785,UNKNOWN,0,1,-302.776026,335.961089,0
12,UES2,19,86,86,0,NA,-115.15,-125.867,UNKNOWN,0,1,349.271602,323.760807,0
13,UES1,0,7,7,4,-63.5251,-81.1798,-85.8786,SERVED,0,1,-63.388305,-86.501090,0
13,UES1,1,8,8,1,-57.3207,-85.3471,-91.3444,SERVED,0,1,71.161838,-31.805995,0
13,UES1,2,9,9,3,-61.5624,-85.7762,-103.095,SERVED,0,1,-114.567067,98.986262,0
13,UES1,3,10,10,1,-87.6413,-68.1899,-90.2385,SERVED,0,1,33.756180,-79.833400,0
13,UES1,4,11,11,1,-88.6083,-79.3032,-85.7445,SERVED,0,1,-1.436139,90.688354,0
13,UES1,5,12,12,4,-60.0988,-68.1364,-98.3292,SERVED,0,1,-72.276483,-8.335543,0
13,UES1,6,13,13,1,-67.9791,-60.5595,-99.1142,SERVED,0,1,89.682078,-14.335197,0
13,UES1,7,14,14,2,-60.646,-76.5341,-97.1553,SERVED,0,1,38.442060,3.671573,0
13,UES1,8,15,15,1,-88.4595,-65.7404,-79.3102,SERVED,0,1,6.203844,-83.246810,0
13,UES1,9,16,16,4,-89.2959,-73.4237,-104.822,SERVED,0,1,-32.515530,57.751934,0
13,UES1,10,17,17,4,-59.2177,-81.6507,-90.4254,SERVED,0,1,-43.659225,-39.742742,0
13,UES1,11,18,18,1,-59.5131,-78.2755,-70.5927,SERVED,0,1,21.034445,33.000727,0
13,UES1,12,19,19,5,-102.017,-91.1537,-95.8516,ALTERNATIVE_AVAILABLE,0,1,123.548321,-77.048985,0
13,UES1,13,20,20,5,-92.9537,-82.7893,-82.6824,SERVED,0,1,22.439830,24.237941,0
13,UES1,14,21,21,3,-97.7716,-61.7043,-100.117,SERVED,0,1,18.051498,-26.213722,0
13,UES1,15,22,22,1,-61.0616,-66.4025,-82.7102,SERVED,0,1,94.898053,32.002260,0
13,UES1,16,23,23,4,-85.1318,-93.6449,-69.5592,SERVED,0,1,-114.584383,-50.492908,0
13,UES1,17,24,24,1,-85.8386,-92.3069,-95.7832,SERVED,0,1,4.535958,-9.695195,0
13,UES1,18,25,25,1,-76.9228,-74.236,-96.7637,SERVED,0,1,22.507387,38.752592,0
13,UES1,19,26,26,6,-92.5768,-85.3003,-84.5808,SERVED,0,1,-34.925496,-16.565023,0
13,UES1,20,27,27,3,-65.0466,-81.6975,-78.2927,SERVED,0,1,-61.817212,75.524220,0
13,UES1,21,28,28,3,-72.6622,-66.8193,-76.5523,SERVED,0,1,-96.079824,116.505573,0
13,UES1,22,29,29,2,-78.1896,-76.7524,-87.2513,SERVED,0,1,125.232289,18.068752,0
13,UES1,23,30,30,6,-86.4562,-89.0383,-85.2669,SERVED,0,1,24.305164,-38.849783,0
