sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
10,0.39375,7.83614,9899.77,1.09818,2340.6,2436.42,2674.57,2448.18,2338.57,2434.16,2672.58,2446.19,1.79574,1.79574,1.79574,1.79574,0.23,0.465,0.195,0.195,0.0006944,12.0453,0,1,1,1,1,11.4467,16.3727,26.8631,18.2683,60,80,100,120,2,1.5,1,1.2
20,0.495937,8.08016,20901.2,1.4933,4992.25,5126.45,5719.21,5063.32,4988.04,5121.65,5714.93,5059.19,3.791,3.791,3.791,3.791,0.42,1.01,0.495,0.33,0.0007488,11.5808,0,1,1,1,1,11.4467,16.3727,26.8631,17.2683,60,80,100,120,2,1.5,1,1.2
30,0.580625,9.90691,32042.4,1.53948,7645.41,7827.05,8853.44,7716.45,7639.03,7819.94,8846.83,7710.13,5.78626,5.78626,5.78626,5.78626,0.595,1.325,0.83,0.535,0.0006592,10.6147,0,1,1,1,1,11.4467,16.3727,26.8631,17.2683,60,80,100,120,2,1.5,1,1.2
40,0.648438,11.3009,43216.5,1.99512,10331.3,10548.5,11954.9,10381.8,10322.4,10539,11946,10373.3,7.78152,7.78152,7.78152,7.78152,1.16,1.69,1.11,0.72,0.0008928,10.72,0,1,1,1,1,11.4467,16.3727,26.8631,17.2683,65,80,100,120,2,1.5,1,1.2
50,0.698438,13.6741,54425.7,2.30849,12975.9,13261.5,15117.3,13071,12964.3,13249.7,15106,13060.3,9.77679,9.77679,9.77679,9.77679,1.895,2.005,1.535,0.975,0.0011072,10.7203,0,1,1,1,1,11.4467,16.3727,26.8631,17.2683,70,80,100,120,2,1.5,1,1.2
60,0.76625,17.0479,65746.1,2.05769,15514,15987.6,18419.5,15825,15499.8,15973.5,18405.9,15811.9,11.772,11.772,11.772,11.772,2.45,2.275,1.82,1.355,0.0009536,10.6988,0,1,1,1,1,11.4467,16.3727,27.8631,17.2683,70,80,100,120,2,1.5,1,1.2
70,0.92622,19.8011,77256.8,2.51082,18070.3,18811.6,21739.8,18635.2,18053.7,18794.9,21723.9,18619.7,13.7673,13.7673,13.7673,13.7673,2.83,2.9,2.08,1.75,0.0010624,10.8273,0,1,1,1,0.9,11.4467,16.3727,27.8631,17.2683,70,80,100,120,2,1.5,1,1.2
80,0.985119,22.3663,88589.6,2.60535,20657.7,21586,24953.2,21392.8,20638.8,21566.7,24934.8,21374.9,15.7626,15.7626,15.7626,15.7626,3.155,3.555,2.55,2.05,0.00112,10.7784,0,1,0.9,1,0.9,11.4467,16.3727,27.8631,17.2683,70,80,100,120,2,1.5,1,1.2
90,0.9875,25.1318,100022,2.43584,23260.8,24378.2,28188.1,24195.4,23239.4,24356.4,28167.4,24175.1,17.7578,17.7578,17.7578,17.7578,3.605,4.105,2.905,2.46,0.0011296,10.9121,0,1,0.9,1,0.8,11.4467,16.3727,27.8631,17.2683,70,80,100,120,2,1.5,1,1.2
100,0.9875,28.1547,111436,1.98626,25934.6,27177.2,31392,26931.8,25910.8,27153,31369,26909.3,19.7531,19.7531,19.7531,19.7531,4.12,4.505,3.245,2.695,0.0009536,10.5933,0,1,0.9,1,0.7,11.4467,16.3727,27.8631,17.2683,70,80,100,120,2,1.5,1,1.2
110,0.9875,32.4863,122469,1.37703,28493.9,29946.6,34284,29744.8,28467.7,29920.1,34258.8,29720.2,21.7484,21.7484,21.7484,21.7484,4.42,4.81,3.495,2.88,0.0006656,11.6774,0,1,0.9,1,0.8,11.4467,16.3727,27.8631,17.2683,70,80,100,120,2,1.5,1,1.2
120,0.989489,32.9728,133700,1.89523,31008.2,32675.6,37488.1,32527.8,30979.8,32646.7,37460.6,32500.5,23.7436,23.7436,23.7436,23.7436,4.67,5.125,3.79,3.525,0.0009632,10.3608,0,1,0.9,0.9,0.8,11.4467,16.3727,27.8631,17.2683,70,80,100,120,2,1.5,1,1.2
130,1,32.4323,145069,2.26429,33557.2,35498.4,40672.9,35340.9,33526.6,35467.1,40642.7,35311.2,25.7389,25.7389,25.7389,25.7389,4.87,5.565,4.51,4.005,0.0011776,10.0422,0,1,0.9,0.8,0.8,11.4467,16.3727,27.8631,17.2683,70,80,100,120,2,1.5,1,1.2
140,1,34.5045,156480,1.76999,36144,38325.5,43889,38121.3,36111.2,38291.8,43856.2,38089.3,27.7341,27.7341,27.7341,27.7341,5.075,5.92,4.99,4.31,0.0008608,10.4242,0,1,0.9,0.7,0.8,11.4467,16.3727,27.8631,17.2683,70,80,100,120,2,1.5,1,1.2
150,1,34.5962,167797,2.18288,38725.5,41149.8,47103.1,40818.1,38690.3,41113.8,47067.9,40783.6,29.7294,29.7294,29.7294,29.7294,5.485,6.335,5.485,4.745,0.0011232,10.0384,0,1,0.9,0.6,0.8,11.4467,16.3727,27.8631,17.2683,70,80,100,120,2,1.5,1,1.2
160,1,33.705,178989,2.46699,41315.4,43959.2,50249.8,43464.5,41277.6,43920.7,50211.9,43427.8,31.7247,31.7247,31.7247,31.7247,6.12,6.745,6.215,5.03,0.0013184,10.2121,0,1,0.9,0.6,0.8,11.4467,16.3727,27.8631,17.2683,65,80,100,120,2,1.5,1,1.2
170,1,33.9189,190070,2.43122,43907.5,46715.2,53493.6,45953.8,43866.9,46674.3,53453,45914.8,33.7199,33.7199,33.7199,33.7199,6.835,7.135,6.92,5.31,0.0013376,11.5037,0,1,0.9,0.6,0.8,11.4467,16.3727,27.8631,18.2683,65,80,100,120,2,1.5,1,1.2
180,1,35.9392,201245,2.36837,46496.2,49467.3,56701.2,48580.4,46453,49423.8,56658.1,48539.2,35.7152,35.7152,35.7152,35.7152,7.495,7.82,7.375,5.49,0.0012672,10.6486,0,1,0.9,0.6,0.8,11.4467,16.3727,27.8631,18.2683,70,80,100,120,2,1.5,1,1.2
190,1,37.4367,212437,2.21715,49078,52130.8,59917.2,51310.9,49032.2,52084.6,59871.7,51267.4,37.7105,37.7105,37.7105,37.7105,8.055,8.485,7.755,5.71,0.001168,10.697,0,1,0.9,0.6,0.8,11.4467,16.3727,27.8631,18.2683,75,80,100,120,2,1.5,1,1.2
200,1,39.2509,223634,2.24861,51649.7,54824.9,63168.6,53991.2,51601.4,54776.2,63120.7,53945.4,39.7057,39.7057,39.7057,39.7057,8.565,9.02,8.175,6.125,0.0012032,11.1238,0,1,0.9,0.6,0.8,11.4467,16.3727,27.8631,18.2683,80,80,100,120,2,1.5,1,1.2
210,1,39.7796,234986,2.51369,54229.6,57533.1,66499.3,56723.8,54178.8,57482,66448.7,56675.4,41.701,41.701,41.701,41.701,9.13,9.41,8.925,6.615,0.0014048,11.8703,0,1,0.9,0.6,0.8,11.4467,16.3727,27.8631,18.2683,80,80,100,120,2,1.5,1,1.2
220,1,39.1783,246254,2.60352,56808.5,60262.2,69707.5,59476,56755.1,60208.7,69654.1,59425.2,43.6962,43.6962,43.6962,43.6962,9.735,9.85,9.695,7.085,0.0014624,11.8016,0,1,0.9,0.6,0.8,11.4467,16.3727,27.8631,18.2683,80,80,100,120,2,1.5,1,1.2
230,1,42.7271,257535,1.68969,59393.8,63008.8,72921.2,62211.2,59338,62953,72865.4,62158.1,45.6915,45.6915,45.6915,45.6915,10.055,10.155,10.1,7.385,0.0008512,11.7421,0,1,0.9,0.6,0.8,11.4467,16.3727,27.8631,18.2683,80,80,105,120,2,1.5,1,1.2
240,1,47.0651,268844,1.48255,61991.2,65859.7,76008.3,64984.8,61933.3,65801.6,75950.1,64929.3,47.6868,47.6868,47.6868,47.6868,10.255,10.385,10.425,7.755,0.00072,11.949,0,1,0.9,0.6,0.8,11.4467,16.3727,27.8631,18.2683,80,80,110,120,2,1.5,1,1.2
250,1,48.0042,280186,1.82089,64570.5,68604.1,79276.4,67735,64510.3,68543.6,79215.7,67677.3,49.682,49.682,49.682,49.682,10.425,10.825,10.96,8.06,0.000928,11.4222,0,1,0.9,0.6,0.8,11.4467,16.3727,27.8631,18.2683,80,80,110,120,2,1.5,1,1.2
260,1,49.1372,291487,2.20254,67155.1,71324.1,82545.5,70462,67092.8,71261,82482.2,70401.8,51.6773,51.6773,51.6773,51.6773,10.625,11.43,11.55,8.515,0.001184,11.4692,0,1,0.9,0.6,0.8,11.4467,16.3727,27.8631,18.2683,80,80,110,120,2,1.5,1,1.2
270,1,51.1957,302719,2.22146,69761.8,74017.6,85701,73238.6,69697.2,73951.7,85635.4,73175.9,53.6726,53.6726,53.6726,53.6726,10.905,12.175,11.9,9.015,0.0012,11.5707,0,1,0.9,0.6,0.8,11.4467,16.3727,27.8631,18.2683,80,80,110,120,2,1.5,1,1.2
280,1,51.232,313614,1.96401,72344.3,76715.7,88657,75896.6,72277.4,76647.4,88589,75831.5,55.6678,55.6678,55.6678,55.6678,11.26,12.645,12.285,9.425,0.0010368,11.8238,0,1,0.9,0.6,0.8,11.4467,16.3727,27.8631,18.2683,80,80,110,120,2,1.5,1,1.2
290,1,54.1524,324869,2.22649,74907.6,79351.1,91867.6,78742.9,74838.3,79280.4,91796.9,78675.4,57.6631,57.6631,57.6631,57.6631,11.7,13.005,13.035,9.775,0.001216,11.9503,0,1,0.9,0.6,0.8,11.4467,16.3727,27.8631,18.2683,80,80,110,120,2,1.5,1,1.2
300,1,57.9102,336147,1.80608,77467,82110.8,95092.8,81476.6,77395.2,82037.9,95019.5,81407,59.6583,59.6583,59.6583,59.6583,12.105,13.245,13.675,9.94,0.000928,11.7183,0,1,0.9,0.6,0.8,11.4467,16.3727,27.8631,18.2683,80,80,110,120,2,1.5,1,1.2
