sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
10,0.404018,7.53243,10542.7,1.21172,2334.79,2663.49,3171.17,2373.3,2332.74,2661.42,3169.04,2371.24,1.79574,1.79574,1.79574,1.79574,0.255,0.275,0.34,0.27,0.0007296,11.8515,0,1,1,1,1,11.328,22.8153,34.8689,13.5609,60,80,100,120,2,1.5,1,1.2
20,0.550625,8.00919,22524.2,1.88349,4889.94,5695.2,6878.9,5060.18,4885.68,5690.52,6874.36,5055.92,3.791,3.791,3.791,3.791,0.47,0.88,0.745,0.47,0.000912,12.0488,0,1,1,1,1,11.328,22.8153,34.8689,13.5609,60,80,100,120,2,1.5,1,1.2
30,0.607187,10.1708,34474.8,1.71785,7393.41,8695.69,10687.1,7698.59,7386.95,8688.39,10680.3,7692.18,5.78626,5.78626,5.78626,5.78626,0.67,1.515,0.96,0.63,0.0007744,11.7452,0,1,1,1,1,11.328,22.8153,34.8689,13.5609,60,80,100,120,2,1.5,1,1.2
40,0.643125,13.4122,45911.3,1.23032,9952.74,11382.3,14264.8,10311.6,9944.08,11372.7,14255.8,10303,7.78152,7.78152,7.78152,7.78152,0.885,1.73,1.155,0.81,0.0005152,11.5541,0,1,1,1,1,11.328,22.8153,34.8689,13.5609,60,80,100,120,2,1.5,1,1.2
50,0.741768,15.2163,57827.8,1.78869,12531,14349.9,17939.3,13007.6,12520.1,14338.2,17927.9,12996.8,9.77679,9.77679,9.77679,9.77679,1.135,1.955,1.655,1.06,0.000784,11.964,0,1,0.9,1,1,11.328,22.8153,34.8689,13.5609,60,80,100,120,2,1.5,1,1.2
60,0.854167,17.4645,69932.6,2.09087,15176.9,17410.8,21646.7,15698.3,15163.6,17396.7,21632.9,15685.2,11.772,11.772,11.772,11.772,1.535,2.34,1.975,1.285,0.0008512,11.6826,0,1,0.9,1,1,11.328,23.8153,34.8689,13.5609,60,80,100,120,2,1.5,1,1.2
70,0.931845,19.5299,81576.2,2.37503,17793.6,20500,24937.2,18345.4,17777.8,20483.2,24921.2,18330.2,13.7673,13.7673,13.7673,13.7673,2.015,3,2.23,1.405,0.0009696,11.4583,0,1,0.8,1,1,11.328,23.8153,34.8689,13.5609,60,80,100,120,2,1.5,1,1.2
80,0.949107,19.5511,93471.6,2.77705,20413.5,23505.6,28570.7,20981.8,20395.2,23486.1,28552.3,20964.3,15.7626,15.7626,15.7626,15.7626,2.46,3.73,2.62,1.74,0.001216,11.8172,0,1,0.8,1,1,11.328,22.8153,34.8689,13.5609,60,80,100,120,2,1.5,1,1.2
90,0.95,22.2078,105534,2.44888,23038.1,26479.1,32317.8,23698.6,23017.5,26457.1,32296.9,23678.8,17.7578,17.7578,17.7578,17.7578,2.83,4.235,3.125,2.1,0.0011136,11.82,0,1,0.7,1,1,11.328,22.8153,34.8689,13.5609,60,80,100,120,2,1.5,1,1.2
100,0.95,25.3141,117556,1.66527,25596.3,29478.9,36083.5,26397.8,25573.5,29454.7,36060.3,26375.5,19.7531,19.7531,19.7531,19.7531,3.07,4.435,3.4,2.515,0.0007232,11.6384,0,1,0.7,1,1,11.328,22.8153,34.8689,13.5609,60,80,100,120,2,1.5,1,1.2
