sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
110,1,28.2654,121560,1.58332,28145.3,29539.6,34755.2,29119.6,28117.3,29514.6,34729.5,29094.9,21.7484,21.7484,21.7484,21.7484,6.24,3.285,3.865,2.875,0.0007264,12.4383,0,1,1.2,1,0.9,10.7054,15.4106,27.6924,14.4159,60,80,100,120,2,1.5,1,1.2
120,1,28.9963,132837,1.60453,30621.5,32321.9,38071.5,31821.9,30591.4,32294.6,38043.5,31794.9,23.7436,23.7436,23.7436,23.7436,6.36,3.54,4.285,3.28,0.000768,12.2877,0,1,1.2,1,0.9,10.7054,15.4106,28.6924,14.4159,60,80,100,120,2,1.5,1,1.2
130,1,31.0924,143980,1.40275,33118.7,35016.2,41313,34531.7,33086.4,34986.6,41282.6,34502.4,25.7389,25.7389,25.7389,25.7389,6.485,3.9,4.63,3.51,0.0006784,12.297,0,1,1.2,1,0.9,10.7054,15.4106,28.6924,14.4159,60,80,100,120,2,1.5,1,1.2
140,1,35.0445,155215,1.64453,35658.7,37767.8,44515.1,37273.8,35624.3,37735.6,44482.5,37242.3,27.7341,27.7341,27.7341,27.7341,6.69,4.455,4.855,3.85,0.000848,12.5495,0,1,1.2,1,0.8,10.7054,15.4106,28.6924,14.4159,60,80,100,120,2,1.5,1,1.2
150,1,38.6198,166273,1.60862,38197.3,40501.2,47672.9,39901.9,38160.6,40466.6,47638,39868.2,29.7294,29.7294,29.7294,29.7294,7.01,4.875,5.175,4.06,0.0008128,12.2116,0,1,1.1,1,0.8,10.7054,15.4106,28.6924,14.4159,60,80,100,120,2,1.5,1,1.2
160,1,40.6136,177506,1.6587,40759.3,43219.4,50978.7,42548.8,40720.1,43182.6,50941.5,42512.8,31.7247,31.7247,31.7247,31.7247,7.435,5.145,5.545,4.31,0.0008416,12.074,0,0.9,1.1,1,0.8,10.7054,15.4106,28.6924,14.4159,60,80,100,120,2,1.5,1,1.2
170,1,43.2959,188828,1.70209,43331.2,45955.2,54194.6,45347.4,43289.5,45916.1,54155.1,45309,33.7199,33.7199,33.7199,33.7199,7.99,5.36,5.8,4.63,0.0008608,11.7821,0,0.9,1.2,1,0.8,10.7054,15.4106,28.6924,14.4159,60,80,100,120,2,1.5,1,1.2
180,1,46.988,200093,1.62137,45901.2,48589.1,57411.6,48191,45857,48547.9,57369.8,48150.4,35.7152,35.7152,35.7152,35.7152,8.495,5.495,6.115,4.94,0.0008096,11.8606,0,0.9,1.2,1,0.8,10.7054,14.4106,28.6924,14.4159,60,80,100,120,2,1.5,1,1.2
190,1,49.1539,211326,1.68015,48461.6,51232.4,60667.3,50964.3,48414.9,51189,60623.2,50921.2,37.7105,37.7105,37.7105,37.7105,8.975,5.705,6.35,5.365,0.000864,12.317,0,0.9,1.2,1,0.8,10.7054,14.4106,28.6924,14.4159,60,80,100,120,2,1.5,1,1.2
200,1,51.6111,222646,1.7562,51041.9,53946,63942.9,53715,50992.9,53900.2,63896.5,53669.6,39.7057,39.7057,39.7057,39.7057,9.36,6.095,6.64,5.69,0.0008896,11.5641,0,0.9,1.2,1,0.8,10.7054,14.4106,28.6924,14.4159,60,80,100,120,2,1.5,1,1.2
210,1,51.0837,234020,1.78706,53623,56619.2,67339.6,56437.9,53571.7,56570.9,67290.9,56390.3,41.701,41.701,41.701,41.701,9.605,6.655,7.065,5.9,0.0009216,11.9068,0,0.9,1.2,1,0.8,10.7054,14.4106,29.6924,14.4159,60,80,100,120,2,1.5,1,1.2
220,1,46.9458,245389,1.92304,56259.8,59262.5,70674.3,59192.4,56206.3,59211.5,70623,59142.6,43.6962,43.6962,43.6962,43.6962,9.835,7.26,7.605,6.12,0.0010208,12.1631,0,0.9,1.1,1,0.8,10.7054,14.4106,29.6924,14.4159,60,80,100,120,2,1.5,1,1.2
230,1,49.3606,256602,1.79202,58842.3,61889.2,74045.7,61824.8,58786.5,61835.7,73992,61772.7,45.6915,45.6915,45.6915,45.6915,10.12,7.845,7.935,6.375,0.0009312,12.0957,0,0.9,1,1,0.8,10.7054,14.4106,29.6924,14.4159,60,80,100,120,2,1.5,1,1.2
240,1,51.2134,267662,1.67914,61440.1,64540.4,77263.5,64418.1,61381.9,64484.4,77207.6,64363.8,47.6868,47.6868,47.6868,47.6868,10.51,8.29,8.205,6.625,0.0008672,12.4333,0,0.9,0.9,1,0.8,10.7054,14.4106,29.6924,14.4159,60,80,100,120,2,1.5,1,1.2
250,1,53.7398,278701,1.71629,64040.8,67171.6,80427,67061.3,63980.1,67113.3,80368.8,67004.7,49.682,49.682,49.682,49.682,10.97,8.62,8.51,6.91,0.0008832,12.1701,0,0.9,0.9,1,0.8,10.7054,13.4106,29.6924,14.4159,60,80,100,120,2,1.5,1,1.2
260,1,53.2025,289922,1.7874,66584.9,69757.4,83813.7,69765.9,66521.9,69697,83753,69706.9,51.6773,51.6773,51.6773,51.6773,11.37,8.795,9.04,7.26,0.0009312,12.1879,0,0.9,0.9,1,0.8,10.7054,14.4106,29.6924,14.4159,60,80,100,120,2,1.5,1,1.2
270,1,53.353,301174,1.78989,69149.7,72300.2,87246.5,72477.8,69084.3,72237.6,87183.5,72416.2,53.6726,53.6726,53.6726,53.6726,11.785,8.93,9.325,7.885,0.0009344,12.2343,0,0.9,0.9,1,0.8,10.7054,15.4106,29.6924,14.4159,60,80,100,120,2,1.5,1,1.2
280,1,51.4525,312675,2.02627,71712.7,75017.7,90783.4,75161.4,71644.6,74952.9,90718.1,75097.3,55.6678,55.6678,55.6678,55.6678,12.42,9.135,9.63,8.445,0.0010912,12.2106,0,0.9,0.9,1,0.8,10.7054,15.4106,30.6924,14.4159,60,80,100,120,2,1.5,1,1.2
290,1,52.3699,324046,2.10591,74268.8,77724.5,94236,77816.6,74198,77657.4,94168.4,77750.1,57.6631,57.6631,57.6631,57.6631,13.07,9.505,9.985,8.875,0.0011552,12.5378,0,0.9,0.9,1,0.8,10.7054,15.4106,31.6924,14.4159,60,80,100,120,2,1.5,1,1.2
300,1,49.3411,335312,2.36516,76834.4,80423.3,97639.3,80414.5,76761.2,80353.5,97569.1,80345.5,59.6583,59.6583,59.6583,59.6583,13.565,10.1,10.475,9.34,0.0013088,11.9608,0,0.9,0.8,1,0.8,10.7054,15.4106,31.6924,14.4159,60,80,100,120,2,1.5,1,1.2
