sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
10,0.349107,7.51822,9924.24,0.945349,2277.7,2415.36,2859.93,2371.25,2275.6,2413.3,2857.83,2369.31,1.79574,1.79574,1.79574,1.79574,0.3,0.265,0.305,0.15,0.0006528,11.5992,0,1,1,1,1,10.7054,16.4106,26.6924,14.4159,60,80,100,120,2,1.5,1,1.2
20,0.507188,7.63945,20971.2,1.67434,4828.58,5034.88,6031.34,5076.42,4824.04,5030.59,6026.79,5072.31,3.791,3.791,3.791,3.791,0.75,0.495,0.755,0.32,0.000832,11.7185,0,1,1,1,1,10.7054,16.4106,26.6924,15.4159,60,80,100,120,2,1.5,1,1.2
30,0.572115,9.46966,31913.7,1.49349,7401.95,7770.06,9036.6,7705.09,7394.91,7763.56,9029.9,7698.83,5.78626,5.78626,5.78626,5.78626,1.25,0.715,0.91,0.475,0.0006592,11.607,0,1,1.1,1,1,10.7054,16.4106,26.6924,15.4159,60,80,100,120,2,1.5,1,1.2
40,0.634615,12.619,43114.8,1.87441,9954.03,10566.8,12188.9,10405.1,9944.45,10557.8,12180,10396.6,7.78152,7.78152,7.78152,7.78152,1.795,1.205,1.095,0.725,0.0009408,11.9875,0,1,1.2,1,1,10.7054,16.4106,26.6924,15.4159,60,80,100,120,2,1.5,1,1.2
50,0.790789,14.2449,54330.9,2.8909,12526.1,13274.5,15390.7,13139.7,12513.8,13262.9,15379.3,13128.7,9.77679,9.77679,9.77679,9.77679,2.445,1.76,1.585,1.195,0.0013856,12.2041,0,1,1.2,1,1,10.7054,16.4106,26.6924,14.4159,60,80,100,120,2,1.5,1,1.2
60,0.877303,14.3783,65578.2,2.9584,15099.6,15985.4,18584.3,15908.9,15084.8,15971.5,18570.3,15895.5,11.772,11.772,11.772,11.772,3.05,2.105,2.175,1.605,0.001248,11.7391,0,1,1.3,1,1,10.7054,16.4106,26.6924,14.4159,60,80,100,120,2,1.5,1,1.2
70,0.913462,15.8944,76791.4,2.55434,17698,18640.6,21811.5,18641.3,17680.4,18624.5,21795.3,18625.6,13.7673,13.7673,13.7673,13.7673,3.785,2.295,2.43,1.96,0.0009824,12.0003,0,1,1.3,1,0.9,10.7054,16.4106,26.6924,14.4159,60,80,100,120,2,1.5,1,1.2
80,0.971795,18.3782,87807.8,2.60092,20303.7,21323.6,24972.2,21208.5,20283.3,21305.3,24953.6,21190.5,15.7626,15.7626,15.7626,15.7626,4.615,2.45,2.82,2.175,0.0010176,12.3131,0,1,1.2,1,0.9,10.7054,16.4106,26.6924,14.4159,60,80,100,120,2,1.5,1,1.2
90,0.975,20.7485,99082.8,2.4417,22925.9,24136.8,28201,23819.1,22902.7,24116.3,28180.1,23799,17.7578,17.7578,17.7578,17.7578,5.425,2.72,3.2,2.3,0.0010144,12.4333,0,1,1.2,1,0.9,10.7054,16.4106,27.6924,14.4159,60,80,100,120,2,1.5,1,1.2
100,0.995625,24.6014,110358,2.15416,25513.8,26879.2,31529.4,26435.6,25488.1,26856.4,31506.1,26413.4,19.7531,19.7531,19.7531,19.7531,5.995,3.035,3.6,2.5,0.0009504,12.3646,0,1,1.2,1,0.9,10.7054,15.4106,27.6924,14.4159,60,80,100,120,2,1.5,1,1.2
