Time,DeploymentMode,UavIndex,UavCellId,XhaulRsrpDbm,RawXhaulState,RawXhaulStateAgeSec,XhaulState,DonorUnavailableActive,SatBackhaulDlSnrDb,SatBackhaulUlSnrDb,SatBackhaulHealthy,BackhaulMode,AiBackhaulMode,AiMatchesRule,NormalUeHandoverAllowed
4.5,tn-uav,0,5,-103.074,UNREACHABLE,0,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
4.5,tn-uav,1,6,-85.4578,HEALTHY,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
4.5,tn-uav,2,7,-88.7207,HEALTHY,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
6.5,tn-uav,0,5,-107.468,UNREACHABLE,2,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
6.5,tn-uav,1,6,-87.0598,HEALTHY,2,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
6.5,tn-uav,2,7,-88.9378,HEALTHY,2,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
8.5,tn-uav,0,5,-104.359,UNREACHABLE,4,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
8.5,tn-uav,1,6,-81.0613,HEALTHY,4,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
8.5,tn-uav,2,7,-89.0958,HEALTHY,4,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
10.5,tn-uav,2,7,-94.9899,HEALTHY,6,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
10.5,tn-uav,1,6,-90.8186,HEALTHY,6,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
10.5,tn-uav,0,5,-105.519,UNREACHABLE,6,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
12.5,tn-uav,0,5,-108.053,UNREACHABLE,8,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
12.5,tn-uav,1,6,-81.4255,HEALTHY,8,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
12.5,tn-uav,2,7,-90.8658,HEALTHY,8,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
14.5,tn-uav,0,5,-103.23,UNREACHABLE,10,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
14.5,tn-uav,1,6,-87.7183,HEALTHY,10,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
14.5,tn-uav,2,7,-95.066,HEALTHY,10,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
16.5,tn-uav,0,5,-108.192,UNREACHABLE,12,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
16.5,tn-uav,1,6,-86.6082,HEALTHY,12,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
16.5,tn-uav,2,7,-99.4507,HEALTHY,12,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
18.5,tn-uav,2,7,-94.1964,HEALTHY,14,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
18.5,tn-uav,0,5,-105.9,UNREACHABLE,14,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
18.5,tn-uav,1,6,-84.3622,HEALTHY,14,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
20.5,tn-uav,0,5,-109.218,UNREACHABLE,16,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
20.5,tn-uav,1,6,-89.0485,HEALTHY,16,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
20.5,tn-uav,2,7,-96.1277,HEALTHY,16,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
22.5,tn-uav,0,5,-104.933,UNREACHABLE,18,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
22.5,tn-uav,1,6,-87.6766,HEALTHY,18,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
22.5,tn-uav,2,7,-96.1783,HEALTHY,18,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
24.5,tn-uav,2,7,-97.5913,HEALTHY,20,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
24.5,tn-uav,1,6,-83.9054,HEALTHY,20,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
24.5,tn-uav,0,5,-119.086,UNREACHABLE,20,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
26.5,tn-uav,0,5,-109.018,UNREACHABLE,22,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
26.5,tn-uav,1,6,-88.9626,HEALTHY,22,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
26.5,tn-uav,2,7,-103.255,UNREACHABLE,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
28.5,tn-uav,0,5,-108.659,UNREACHABLE,24,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
28.5,tn-uav,1,6,-88.6255,HEALTHY,24,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
28.5,tn-uav,2,7,-101.268,UNREACHABLE,2,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
30.5,tn-uav,1,6,-91.1836,HEALTHY,26,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
30.5,tn-uav,2,7,-99.5802,HEALTHY,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
30.5,tn-uav,0,5,-109.054,UNREACHABLE,26,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
32.5,tn-uav,2,7,-101.292,UNREACHABLE,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
32.5,tn-uav,0,5,-111.912,UNREACHABLE,28,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
32.5,tn-uav,1,6,-91.1105,HEALTHY,28,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
