sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
10,0.348661,7.00043,9868.9,1.06835,2353.49,2529.75,2611.73,2373.92,2351.4,2527.59,2609.67,2371.94,1.79574,1.79574,1.79574,1.79574,0.29,0.36,0.26,0.19,0.000704,11.3387,0,1,1,1,1,12.496,19.7085,21.3982,12.575,60,80,100,120,2,1.5,1,1.2
20,0.482317,8.0026,20872.6,1.69779,4964.7,5349.99,5556,5001.87,4960.31,5345.42,5551.43,4997.75,3.791,3.791,3.791,3.791,0.595,0.78,0.775,0.33,0.0008832,10.809,0,1,1,1,0.9,12.496,19.7085,21.3982,12.575,60,80,100,120,2,1.5,1,1.2
30,0.617073,9.24156,31783.6,2.26456,7562.67,8237.23,8441.9,7541.83,7555.89,8230.28,8434.61,7535.6,5.78626,5.78626,5.78626,5.78626,0.995,1.17,1.495,0.445,0.00104,10.6112,0,1,1,1,0.9,12.496,19.7085,21.3982,12.575,60,80,100,120,2,1.5,1,1.2
40,0.720427,10.8734,42916.5,2.02286,10175.2,11100.2,11471,10170.2,10166,11090.9,11461.3,10161.9,7.78152,7.78152,7.78152,7.78152,1.355,1.47,1.88,0.56,0.0007424,10.5426,0,1,1,1,0.9,12.496,19.7085,22.3982,12.575,60,80,100,120,2,1.5,1,1.2
50,0.814583,11.976,54034.4,2.47673,12808.8,13967.1,14372.4,12886.1,12797.2,13955.5,14360.4,12875.5,9.77679,9.77679,9.77679,9.77679,1.77,1.845,2.275,0.795,0.0009088,10.6364,0,1,1,1,0.9,12.496,19.7085,22.3982,12.575,60,80,100,120,2,1.5,1,1.2
60,0.87561,14.8754,65038.4,2.48722,15417.2,16818.6,17213.1,15589.6,15403.2,16804.6,17198.8,15576.6,11.772,11.772,11.772,11.772,2.2,2.22,2.495,1.195,0.000912,10.3183,0,1.1,1,1,0.9,12.496,19.7085,22.3982,12.575,60,80,100,120,2,1.5,1,1.2
70,0.91125,17.9983,76139.9,2.35392,18070.8,19652.4,20152.3,18264.3,18054.4,19636.1,20135.8,18249,13.7673,13.7673,13.7673,13.7673,2.62,2.58,2.78,1.525,0.0008928,10.3829,0,1.1,1,1,0.9,11.496,19.7085,22.3982,12.575,60,80,100,120,2,1.5,1,1.2
80,0.9375,20.7404,87311.3,2.46194,20661.4,22519.4,23209.5,20921,20642.7,22500.6,23190.7,20903.2,15.7626,15.7626,15.7626,15.7626,2.96,3.035,3.09,2.055,0.0010464,10.7492,0,1.1,1,1,0.9,11.496,19.7085,23.3982,12.575,60,80,100,120,2,1.5,1,1.2
90,0.95625,22.4774,98565.4,2.32044,23246.4,25406.6,26328.6,23583.8,23225.4,25385.4,26307.3,23563.5,17.7578,17.7578,17.7578,17.7578,3.205,3.475,3.5,2.495,0.0009824,10.4683,0,1.1,1,1,0.9,11.496,19.7085,24.3982,12.575,60,80,100,120,2,1.5,1,1.2
100,0.9625,24.6039,109517,1.82012,25856.8,28074.3,29375.3,26210.8,25833.6,28050.9,29351.6,26188.2,19.7531,19.7531,19.7531,19.7531,3.465,3.645,3.895,2.815,0.0007328,10.5263,0,1.1,1,1,0.9,11.496,19.7085,24.3982,12.575,60,80,100,125,2,1.5,1,1.2
110,0.963415,26.6582,120565,1.84109,28469.7,30767.6,32499.1,28828.9,28444.2,30742,32473.1,28803.9,21.7484,21.7484,21.7484,21.7484,3.735,3.89,4.335,3.2,0.0008576,11.1669,0,1.1,1,0.9,0.9,11.496,19.7085,24.3982,12.575,60,80,100,125,2,1.5,1,1.2
120,0.981707,27.5638,131746,1.65974,31076.2,33594.7,35638.4,31436.9,31048.5,33566.7,35610,31409.8,23.7436,23.7436,23.7436,23.7436,3.965,4.275,4.685,3.38,0.0007328,10.9398,0,1.1,1,0.9,0.9,11.496,19.7085,25.3982,12.575,60,80,100,125,2,1.5,1,1.2
130,0.99494,29.9661,142850,1.62891,33707.1,36425.9,38695.7,34021.7,33677.1,36395.4,38664.9,33992.5,25.7389,25.7389,25.7389,25.7389,4.285,4.7,5.04,3.51,0.0007872,10.7795,0,1.1,1,0.9,0.9,10.496,19.7085,25.3982,12.575,60,80,100,125,2,1.5,1,1.2
140,1,30.3629,154022,2.13159,36303,39238.9,41785,36694.9,36270.5,39205.9,41751.7,36663.4,27.7341,27.7341,27.7341,27.7341,4.72,5.245,5.565,3.745,0.0011136,10.7761,0,1.1,1,0.8,0.9,10.496,19.7085,25.3982,12.575,60,80,100,125,2,1.5,1,1.2
150,1,29.7451,165180,2.18858,38894.4,42061.6,44860.2,39363.4,38859.6,42026.3,44824.2,39329.6,29.7294,29.7294,29.7294,29.7294,5.135,5.645,6.25,4.02,0.001136,10.6482,0,1.1,1,0.8,0.9,10.496,19.7085,25.3982,12.575,60,80,100,120,2,1.5,1,1.2
160,1,31.315,176340,1.91597,41505.1,44949.5,47878.9,42006.1,41467.8,44911.9,47840.5,41970,31.7247,31.7247,31.7247,31.7247,5.59,5.91,6.715,4.4,0.0010016,11.7285,0,1.1,1,0.8,1,10.496,19.7085,25.3982,12.575,60,80,100,120,2,1.5,1,1.2
170,1,32.4116,187504,2.1276,44095.9,47807.1,50995.7,44605,44056,47767.1,50954.9,44566.4,33.7199,33.7199,33.7199,33.7199,6.225,6.225,7.045,4.845,0.001104,10.5681,0,1.1,1,0.8,1,10.496,19.7085,25.3982,12.575,60,80,95,120,2,1.5,1,1.2
180,1,34.8974,198635,2.24307,46683,50641.5,54127.4,47183.1,46640.5,50599.2,54084.2,47142.1,35.7152,35.7152,35.7152,35.7152,6.855,6.63,7.435,5.275,0.0011872,10.7545,0,1.1,1,0.8,1,11.496,19.7085,25.3982,12.575,60,80,95,120,2,1.5,1,1.2
190,1,37.5384,209750,2.20079,49296.6,53398.4,57274.6,49780.2,49251.6,53353.6,57228.9,49736.9,37.7105,37.7105,37.7105,37.7105,7.3,7.12,7.955,5.645,0.001168,11.0243,0,1.1,1,0.8,1,11.496,19.7085,25.3982,12.575,65,80,95,120,2,1.5,1,1.2
200,1,34.3081,220996,2.03858,51941.6,56146.8,60437.4,52470.1,51894.3,56099.7,60389.1,52424.3,39.7057,39.7057,39.7057,39.7057,7.585,7.475,8.56,6.07,0.0010688,11.2925,0,1.1,1,0.8,1,11.496,19.7085,26.3982,12.575,65,80,95,120,2,1.5,1,1.2
210,1,38.2057,232088,1.44355,54545.5,58965.1,63427.7,55149.9,54496,58915.7,63377.1,55101.8,41.701,41.701,41.701,41.701,7.8,7.68,8.9,6.38,0.0006848,11.6731,0,1.1,1,0.7,1,11.496,19.7085,26.3982,12.575,65,80,95,120,2,1.5,1,1.2
220,1,40.6854,243359,1.55554,57135.4,61875.2,66591.7,57756.8,57083.6,61823.5,66538.7,57706.5,43.6962,43.6962,43.6962,43.6962,8.07,7.97,9.33,6.58,0.0007616,11.7373,0,1.1,1,0.7,1,11.496,19.7085,26.3982,12.575,65,80,95,120,2,1.5,1,1.2
230,1,41.2445,254665,1.75599,59781,64717.8,69822.7,60343.5,59726.9,64663.8,69767,60291,45.6915,45.6915,45.6915,45.6915,8.39,8.245,9.965,6.755,0.0008992,11.8563,0,1.1,1,0.7,1,11.496,19.7085,26.3982,12.575,65,80,100,120,2,1.5,1,1.2
