sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
10,0.358929,7.12089,9920.36,1.01004,2388.97,2495.51,2680.09,2355.8,2386.65,2493.51,2678.05,2353.91,1.79574,1.79574,1.79574,1.79574,0.52,0.205,0.24,0.09,0.0006752,12.0963,0,1,1,1,1,13.5915,19.1749,24.2957,13.3438,60,80,100,120,2,1.5,1,1.2
20,0.546037,7.60791,20854.9,2.05682,5090.16,5160.81,5646.15,4957.75,5085.06,5156.52,5641.72,4953.76,3.791,3.791,3.791,3.791,1.305,0.5,0.64,0.2,0.0010176,12.01,0,1,1,1,0.9,13.5915,19.1749,24.2957,13.3438,60,80,100,120,2,1.5,1,1.2
30,0.730183,9.00449,31809.5,2.5424,7743.26,7930.5,8695.75,7439.98,7735.45,7923.93,8688.85,7433.88,5.78626,5.78626,5.78626,5.78626,2.025,0.785,1.115,0.31,0.0010176,11.485,0,1,1,1,0.9,13.5915,19.1749,24.2957,13.3438,60,80,100,120,2,1.5,1,1.2
40,0.8,11.1631,42763.5,2.51003,10345.3,10681.8,11785.4,9950.95,10334.9,10672.8,11776.2,9942.75,7.78152,7.78152,7.78152,7.78152,2.63,1.205,1.475,0.42,0.0009568,11.6193,0,1,1,1,0.9,13.5915,19.1749,24.2957,13.3438,60,80,100,120,2,1.5,1,1.2
50,0.825581,14.4921,53991.7,2.1964,13014.5,13525.3,14958,12493.9,13001.7,13513.7,14946.5,12483.6,9.77679,9.77679,9.77679,9.77679,2.985,1.8,1.73,0.55,0.0008544,11.916,0,1,1,1,0.8,13.5915,19.1749,24.2957,13.3438,60,80,100,120,2,1.5,1,1.2
60,0.93628,17.5961,64989.1,2.35294,15580,16398.8,17934,15076.3,15564.9,16384.7,17920.1,15063.9,11.772,11.772,11.772,11.772,3.31,2.37,2.065,0.675,0.0008672,11.6726,0,1,1.1,1,0.8,13.5915,19.1749,24.2957,13.3438,60,80,100,120,2,1.5,1,1.2
70,0.998837,19.7198,76157.7,2.41538,18219.7,19224.3,21031.9,17681.8,18202.3,19207.8,21015.5,17667.2,13.7673,13.7673,13.7673,13.7673,3.595,2.745,2.555,0.92,0.0008928,12.1135,0,1,1.1,1,0.8,13.5915,19.1749,23.2957,13.3438,60,80,100,120,2,1.5,1,1.2
80,1,23.2876,87215.1,2.10279,20845.5,21998,24098.7,20273,20826,21979.3,24079.8,20255.9,15.7626,15.7626,15.7626,15.7626,3.77,2.895,3.135,1.32,0.0008352,11.9501,0,1,1.1,1,0.8,13.5915,19.1749,23.2957,14.3438,60,80,100,120,2,1.5,1,1.2
90,1,25.4271,98350.9,2.07335,23482.9,24862.8,27077,22928.2,23461.1,24842,27055.6,22908.7,17.7578,17.7578,17.7578,17.7578,4.045,3.03,3.69,1.795,0.0009216,12.2783,0,1,1.1,0.9,0.8,13.5915,19.1749,23.2957,14.3438,60,80,100,120,2,1.5,1,1.2
100,1,26.5711,109699,2.01862,26175.7,27727,30085.3,25711.3,26151.5,27704,30061.5,25689.2,19.7531,19.7531,19.7531,19.7531,4.375,3.315,4.035,2.285,0.000928,12.0395,0,1,1.1,0.9,0.8,13.5915,19.1749,23.2957,14.3438,60,80,100,120,2,1.5,1,1.2
