sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
120,1,26.6636,132139,1.98962,30902.2,33367,34980.5,32889.5,30872.6,33339.2,34952.6,32862.4,23.7436,23.7436,23.7436,23.7436,5.8,4.09,4.215,3.38,0.0009024,11.728,0,1,1,1,0.9,12.288,19.1352,22.362,18.8236,60,85,100,120,2,1.5,1,1.2
130,1,30.4194,143266,1.36652,33469.5,36244.5,37975.7,35576.3,33437.6,36214.4,37945.6,35547,25.7389,25.7389,25.7389,25.7389,6.12,4.39,4.415,3.575,0.0006496,12.1576,0,1,0.9,1,0.9,12.288,19.1352,22.362,18.8236,60,85,100,120,2,1.5,1,1.2
140,1,32.1545,154373,1.57658,36116.5,39073.5,40915,38267.5,36082.4,39041.1,40882.4,38236.1,27.7341,27.7341,27.7341,27.7341,6.415,4.715,4.835,3.75,0.0007776,11.7964,0,1,0.9,1,0.9,12.288,19.1352,22.362,18.8236,60,85,95,120,2,1.5,1,1.2
150,1,30.8021,165726,1.96442,38747,42002.8,43891,41084.8,38710.5,41967.7,43856,41051,29.7294,29.7294,29.7294,29.7294,6.735,5.325,5.265,4.02,0.0010432,12.0076,0,1,0.9,1,0.9,12.288,19.1352,22.362,17.8236,60,85,95,120,2,1.5,1,1.2
160,1,30.6528,176972,1.96926,41360.8,44817.1,46867.9,43926.6,41322,44779.4,46830.5,43890.6,31.7247,31.7247,31.7247,31.7247,7.025,5.98,5.69,4.26,0.0010304,11.5267,0,1,0.8,1,0.9,12.288,19.1352,22.362,17.8236,60,85,95,120,2,1.5,1,1.2
170,1,29.4429,187974,1.9505,44004.7,47665,49764.1,46540.6,43963.7,47624.8,49724.2,46502.5,33.7199,33.7199,33.7199,33.7199,7.315,6.57,6.18,4.405,0.0009696,10.8208,0,1,0.8,1,0.9,12.288,19.1352,21.362,17.8236,60,85,95,120,2,1.5,1,1.2
180,1,32.4945,198757,1.44872,46510.8,50175.3,52735.5,49335.2,46467.5,50132.7,52693.3,49294.9,35.7152,35.7152,35.7152,35.7152,7.565,6.885,6.45,4.58,0.0006464,10.4176,0,1,0.8,1,0.9,12.288,19.1352,21.362,17.8236,60,85,95,120,2,1.5,1,1.2
190,1,35.511,209861,1.55321,49053.9,52932.8,55677,52197,49008.4,52887.7,55632.6,52154.5,37.7105,37.7105,37.7105,37.7105,7.795,7.325,6.685,4.795,0.0007168,10.4398,0,1,0.8,1,0.9,12.288,19.1352,21.362,17.8236,60,85,95,125,2,1.5,1,1.2
200,1,39.1109,221208,1.47895,51684.5,55835.9,58593.4,55094.6,51636.8,55788.5,58546.7,55049.9,39.7057,39.7057,39.7057,39.7057,8.065,7.69,6.92,5.01,0.0006944,11.253,0,1,0.8,1,0.8,12.288,19.1352,21.362,17.8236,60,85,95,125,2,1.5,1,1.2
210,1,42.6126,232451,1.67537,54312.4,58663.6,61513.2,57962.2,54262.3,58613.8,61464.2,57915.3,41.701,41.701,41.701,41.701,8.455,8.045,7.305,5.205,0.000848,11.9326,0,1,0.8,1,0.8,12.288,19.1352,21.362,17.8236,60,85,95,125,2,1.5,1,1.2
220,1,42.4454,243743,2.18346,56923.6,61507.3,64494.6,60817.5,56870.8,61455.2,64443.1,60768.2,43.6962,43.6962,43.6962,43.6962,9.08,8.44,7.775,5.56,0.0011808,11.7547,0,1,0.8,1,0.8,12.288,19.1352,22.362,17.8236,60,85,95,125,2,1.5,1,1.2
230,1,41.5551,255034,2.13461,59567,64325.1,67491.2,63650.8,59511.6,64270.7,67437.3,63599.1,45.6915,45.6915,45.6915,45.6915,9.74,8.69,8.22,6.005,0.001152,11.8679,0,1,0.8,1,0.8,12.288,19.1352,23.362,17.8236,60,85,95,125,2,1.5,1,1.2
240,1,42.1911,266267,2.00121,62263.5,67109.8,70427.3,66466.9,62205.4,67053,70371.1,66412.9,47.6868,47.6868,47.6868,47.6868,10.41,9.04,8.505,6.36,0.0010624,11.8478,0,1,0.8,1,0.8,12.288,18.1352,23.362,17.8236,60,85,95,125,2,1.5,1,1.2
250,1,43.5764,277598,1.97717,64901.2,69809.9,73501.8,69385.4,64840.6,69750.7,73443.2,69329.1,49.682,49.682,49.682,49.682,10.945,9.49,8.855,6.665,0.0010496,11.9446,0,1,0.8,1,0.8,12.288,18.1352,23.362,17.8236,60,80,95,125,2,1.5,1,1.2
260,1,45.0283,288783,2.01137,67519.6,72560.7,76543.1,72159.4,67456.6,72499.1,76481.9,72100.7,51.6773,51.6773,51.6773,51.6773,11.335,9.895,9.43,6.97,0.001072,11.9326,0,1,0.8,1,0.8,12.288,18.1352,23.362,17.8236,60,80,100,125,2,1.5,1,1.2
270,1,43.8094,300108,1.63697,70125.6,75407.6,79689.7,74885.4,70060.2,75343.7,79626.4,74824.5,53.6726,53.6726,53.6726,53.6726,11.745,10.265,9.685,7.22,0.0008224,11.9326,0,1,0.8,1,0.8,12.288,18.1352,24.362,17.8236,60,80,100,125,2,1.5,1,1.2
280,1,45.7637,311192,1.52829,72728.7,78202.9,82677.6,77583.1,72661,78136.5,82612.1,77520.1,55.6678,55.6678,55.6678,55.6678,12.075,10.675,9.915,7.41,0.0007424,11.7062,0,1,0.8,1,0.8,12.288,18.1352,24.362,17.8236,60,80,100,125,2,1.5,1,1.2
290,1,49.0456,322251,1.63554,75324.2,80920.8,85686.3,80319.6,75254.3,80852,85618.5,80254.2,57.6631,57.6631,57.6631,57.6631,12.29,11.15,10.175,7.735,0.000816,11.7693,0,1,0.8,1,0.8,12.288,18.1352,24.362,17.8236,60,80,100,125,2,1.5,1,1.2
300,1,51.0307,333351,1.55125,77809.5,83710.1,88710.1,83121.3,77737.4,83638.9,88639.8,83053.7,59.6583,59.6583,59.6583,59.6583,12.475,11.475,10.66,7.955,0.0007776,12.3029,0,1,0.9,1,0.8,12.288,18.1352,24.362,17.8236,60,80,100,125,2,1.5,1,1.2
