sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
10,0.233036,6.46641,10316.7,0.347567,2361.68,2601.31,2761.79,2591.87,2359.69,2599.41,2759.81,2589.87,1.79574,1.79574,1.79574,1.79574,0.195,0.105,0.19,0.21,0.000448,11.8489,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
20,0.320536,7.66031,21398.1,0.619416,4924.93,5391.46,5966.41,5115.27,4920.72,5387.41,5962.16,5111.13,3.791,3.791,3.791,3.791,0.415,0.26,0.465,0.35,0.0005056,11.7981,0,0.9,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
30,0.476786,9.10276,32930.8,1.49253,7415.11,8410.58,9338.47,7766.66,7408.71,8404.17,9331.69,7760.31,5.78626,5.78626,5.78626,5.78626,0.61,0.62,0.995,0.565,0.000832,11.5795,0,0.9,0.9,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
40,0.633239,11.058,44763.8,2.05197,10021.3,11385.7,12700.5,10656.3,10012.7,11376.7,12691.2,10647.8,7.78152,7.78152,7.78152,7.78152,0.835,1.24,1.49,0.745,0.0009728,11.3948,0,0.9,0.9,0.9,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
50,0.841761,11.8806,56712.5,2.74358,12647.1,14361.7,16068.3,13635.4,12636.2,14350.1,16056.6,13624.5,9.77679,9.77679,9.77679,9.77679,1.135,1.89,1.865,1.06,0.0010496,11.2813,0,0.9,0.9,0.9,0.9,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
60,0.9,13.3027,68084.5,2.77442,15227.9,17131.3,19200.8,16524.5,15214.5,17117.2,19186.9,16511.2,11.772,11.772,11.772,11.772,1.585,2.26,2.13,1.59,0.0010336,11.7827,0,0.8,0.9,0.9,0.9,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
70,0.92367,15.7404,79648.8,2.84513,17821.8,19943.2,22506.9,19376.9,17805.8,19926.8,22490.5,19361.2,13.7673,13.7673,13.7673,13.7673,2.24,2.615,2.6,1.92,0.0011584,12.2824,0,0.8,0.8,0.9,0.9,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
80,0.973724,16.9012,91436.5,2.95824,20473.8,22902,25813,22247.7,20455,22883.2,25794.2,22229.7,15.7626,15.7626,15.7626,15.7626,2.945,3,3.025,2.255,0.001184,12.2439,0,0.8,0.8,0.8,0.9,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
90,0.9875,18.4782,103073,3.1373,23129.3,25859.3,29097.4,24986.5,23107.7,25838.1,29076.1,24966.3,17.7578,17.7578,17.7578,17.7578,3.845,3.435,3.61,2.44,0.0013472,12.2824,0,0.8,0.8,0.8,0.9,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
100,0.9875,20.4462,114325,2.62978,25792.8,28796,32040,27696,25768.7,28772.1,32016.4,27673.6,19.7531,19.7531,19.7531,19.7531,4.37,4.12,3.895,2.66,0.0010976,12.3208,0,0.8,0.8,0.8,0.9,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
110,0.9875,22.9356,126111,2.33806,28440.3,31822.2,35368.9,30479.5,28413.8,31795.6,35342.9,30454.9,21.7484,21.7484,21.7484,21.7484,4.7,4.84,4.255,2.83,0.0010112,12.2439,0,0.8,0.8,0.8,0.9,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
120,0.9875,23.7848,137975,2.01553,31085.7,34735.2,38765,33389.6,31056.9,34706.3,38736.6,33362.7,23.7436,23.7436,23.7436,23.7436,5.015,5.16,4.64,3.115,0.0008352,12.2823,0,0.8,0.8,0.8,0.9,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
130,0.9875,26.3944,150109,2.03643,33707.2,37749.9,42183.5,36468.6,33676.2,37718.7,42152.6,36439.3,25.7389,25.7389,25.7389,25.7389,5.32,5.465,5.125,3.53,0.0009664,12.3208,0,0.8,0.8,0.8,0.9,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
140,0.9875,28.5398,162015,1.71486,36288.5,40694.4,45506.5,39525.2,36255.2,40660.9,45473.2,39493.6,27.7341,27.7341,27.7341,27.7341,5.62,5.765,5.54,3.835,0.0008448,12.2438,0,0.8,0.8,0.8,0.9,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
150,0.990561,32.1418,173597,1.90317,38933,43678.1,48808.1,42177.4,38897.2,43642.2,48772.3,42143.7,29.7294,29.7294,29.7294,29.7294,6.09,6.19,6.07,4.02,0.0010304,12.2823,0,0.8,0.8,0.8,0.9,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
160,1,31.5265,185160,2.18876,41682.7,46713.4,51928.9,44835.1,41644.2,46674.7,51891,44799.1,31.7247,31.7247,31.7247,31.7247,6.8,7.015,6.245,4.19,0.0012032,12.3208,0,0.8,0.8,0.8,0.9,12.3484,22.5726,29.6636,21.5717,60,80,95,120,2,1.5,1,1.2
170,1,31.4115,197078,2.51421,44333,49698.9,55294.1,47752.1,44291.5,49657.5,55253.7,47714,33.7199,33.7199,33.7199,33.7199,7.735,7.71,6.635,4.385,0.0014176,12.2439,0,0.8,0.8,0.8,0.9,12.3484,22.5726,29.6636,21.5717,60,80,95,120,2,1.5,1,1.2
180,1,32.1632,209058,2.41148,46952.3,52706.3,58682.5,50716.8,46908,52662.4,58639.7,50676.4,35.7152,35.7152,35.7152,35.7152,8.505,8.21,7.13,4.73,0.0013504,12.2824,0,0.8,0.8,0.8,0.9,12.3484,22.5726,29.6636,21.5717,60,80,95,120,2,1.5,1,1.2
