Time,DeploymentMode,UavIndex,UavCellId,XhaulRsrpDbm,RawXhaulState,RawXhaulStateAgeSec,XhaulState,DonorUnavailableActive,SatBackhaulDlSnrDb,SatBackhaulUlSnrDb,SatBackhaulHealthy,BackhaulMode,AiBackhaulMode,AiMatchesRule,NormalUeHandoverAllowed
4.5,tn-uav,0,5,-92.6322,HEALTHY,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
4.5,tn-uav,1,6,-95.4065,HEALTHY,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
4.5,tn-uav,2,7,-98.939,HEALTHY,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
6.5,tn-uav,0,5,-96.3209,HEALTHY,2,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
6.5,tn-uav,1,6,-100.158,UNREACHABLE,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
6.5,tn-uav,2,7,-101.39,UNREACHABLE,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
8.5,tn-uav,0,5,-91.0601,HEALTHY,4,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
8.5,tn-uav,1,6,-97.332,HEALTHY,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
8.5,tn-uav,2,7,-95.5561,HEALTHY,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
10.5,tn-uav,2,7,-95.232,HEALTHY,2,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
10.5,tn-uav,1,6,-94.6054,HEALTHY,2,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
10.5,tn-uav,0,5,-87.0647,HEALTHY,6,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
12.5,tn-uav,0,5,-87.7562,HEALTHY,8,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
12.5,tn-uav,1,6,-97.1082,HEALTHY,4,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
12.5,tn-uav,2,7,-100.86,UNREACHABLE,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
14.5,tn-uav,0,5,-87.3549,HEALTHY,10,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
14.5,tn-uav,1,6,-98.3625,HEALTHY,6,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
14.5,tn-uav,2,7,-99.8534,HEALTHY,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
16.5,tn-uav,0,5,-84.1037,HEALTHY,12,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
