Time,DeploymentMode,UavIndex,UavCellId,XhaulRsrpDbm,RawXhaulState,RawXhaulStateAgeSec,XhaulState,DonorUnavailableActive,SatBackhaulDlSnrDb,SatBackhaulUlSnrDb,SatBackhaulHealthy,BackhaulMode,AiBackhaulMode,AiMatchesRule,NormalUeHandoverAllowed
4.5,tn-uav,0,5,-87.2866,HEALTHY,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
4.5,tn-uav,1,6,-114.344,UNREACHABLE,0,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
4.5,tn-uav,2,7,-99.9319,HEALTHY,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
6.5,tn-uav,0,5,-92.4462,HEALTHY,2,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
6.5,tn-uav,1,6,-113.684,UNREACHABLE,2,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
6.5,tn-uav,2,7,-103.446,UNREACHABLE,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
8.5,tn-uav,0,5,-90.2303,HEALTHY,4,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
8.5,tn-uav,1,6,-108.406,UNREACHABLE,4,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
8.5,tn-uav,2,7,-102.787,UNREACHABLE,2,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
10.5,tn-uav,2,7,-99.8637,HEALTHY,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
10.5,tn-uav,1,6,-108.649,UNREACHABLE,6,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
10.5,tn-uav,0,5,-98.8751,HEALTHY,6,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
12.5,tn-uav,0,5,-91.4831,HEALTHY,8,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
12.5,tn-uav,1,6,-108.975,UNREACHABLE,8,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
12.5,tn-uav,2,7,-102.651,UNREACHABLE,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
14.5,tn-uav,0,5,-91.3197,HEALTHY,10,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
14.5,tn-uav,1,6,-105.437,UNREACHABLE,10,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
14.5,tn-uav,2,7,-100.287,UNREACHABLE,2,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
16.5,tn-uav,0,5,-91.9179,HEALTHY,12,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
16.5,tn-uav,1,6,-107.507,UNREACHABLE,12,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
16.5,tn-uav,2,7,-102.544,UNREACHABLE,4,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
18.5,tn-uav,2,7,-104.268,UNREACHABLE,6,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
18.5,tn-uav,0,5,-89.3307,HEALTHY,14,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
18.5,tn-uav,1,6,-113.683,UNREACHABLE,14,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
20.5,tn-uav,0,5,-97.4034,HEALTHY,16,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
20.5,tn-uav,1,6,-108.707,UNREACHABLE,16,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
20.5,tn-uav,2,7,-101.913,UNREACHABLE,8,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
22.5,tn-uav,0,5,-87.2441,HEALTHY,18,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
22.5,tn-uav,1,6,-110.777,UNREACHABLE,18,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
22.5,tn-uav,2,7,-103.27,UNREACHABLE,10,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
24.5,tn-uav,2,7,-105.327,UNREACHABLE,12,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
24.5,tn-uav,1,6,-112.467,UNREACHABLE,20,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
24.5,tn-uav,0,5,-92.3747,HEALTHY,20,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
26.5,tn-uav,0,5,-82.8117,HEALTHY,22,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
26.5,tn-uav,1,6,-117.389,UNREACHABLE,22,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
26.5,tn-uav,2,7,-108.632,UNREACHABLE,14,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
28.5,tn-uav,0,5,-80.5419,HEALTHY,24,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
28.5,tn-uav,1,6,-117.153,UNREACHABLE,24,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
28.5,tn-uav,2,7,-111.601,UNREACHABLE,16,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
30.5,tn-uav,1,6,-106.746,UNREACHABLE,26,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
30.5,tn-uav,2,7,-108.49,UNREACHABLE,18,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
30.5,tn-uav,0,5,-77.956,HEALTHY,26,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
32.5,tn-uav,2,7,-109.381,UNREACHABLE,20,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
32.5,tn-uav,0,5,-80.6687,HEALTHY,28,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
32.5,tn-uav,1,6,-113.587,UNREACHABLE,28,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
34.5,tn-uav,0,5,-83.3061,HEALTHY,30,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
34.5,tn-uav,1,6,-112.266,UNREACHABLE,30,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
34.5,tn-uav,2,7,-110.849,UNREACHABLE,22,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
36.5,tn-uav,0,5,-80.283,HEALTHY,32,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
36.5,tn-uav,1,6,-114.62,UNREACHABLE,32,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
36.5,tn-uav,2,7,-108.124,UNREACHABLE,24,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
38.5,tn-uav,1,6,-110.827,UNREACHABLE,34,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
38.5,tn-uav,2,7,-112.629,UNREACHABLE,26,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
38.5,tn-uav,0,5,-72.4787,HEALTHY,34,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
40.5,tn-uav,0,5,-75.4937,HEALTHY,36,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
40.5,tn-uav,1,6,-109.485,UNREACHABLE,36,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
40.5,tn-uav,2,7,-108.818,UNREACHABLE,28,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
42.5,tn-uav,0,5,-73.3696,HEALTHY,38,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
42.5,tn-uav,1,6,-111.703,UNREACHABLE,38,UNREACHABLE,0,-999,-999,0,NO_BACKHAUL_AVAILABLE,NO_BACKHAUL_AVAILABLE,True,0
