sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
10,0.439732,7.27026,9862.4,1.46784,2318.19,2410.44,2607.79,2525.98,2316.18,2408.16,2605.58,2524,1.79574,1.79574,1.79574,1.79574,0.215,0.48,0.415,0.18,0.0008256,12.1014,0,1,1,1,1,10.6355,16.5643,21.8196,18.7197,60,80,100,120,2,1.5,1,1.2
20,0.603205,7.98733,20700.7,1.98048,4881.95,5122.75,5524.17,5171.8,4877.71,5117.99,5519.54,5167.61,3.791,3.791,3.791,3.791,0.44,0.97,0.84,0.4,0.0008704,12.0448,0,1,1,1.1,1,10.6355,16.5643,21.8196,18.7197,60,80,100,120,2,1.5,1,1.2
30,0.71625,9.69677,31892.7,2.11622,7410.63,7892.25,8500.04,8089.73,7404.26,7884.89,8493.14,8083.31,5.78626,5.78626,5.78626,5.78626,0.585,1.575,1.11,0.63,0.0008,11.7216,0,1,1,1.1,0.9,10.6355,16.5643,21.8196,18.7197,60,80,100,120,2,1.5,1,1.2
40,0.763953,11.1029,42801,2.54616,9898.21,10626.3,11389,10887.5,9889.7,10616.2,11379.9,10878.5,7.78152,7.78152,7.78152,7.78152,0.73,2.295,1.285,1.22,0.0010432,11.4062,0,1,1,1.1,0.8,10.6355,16.5643,21.8196,18.7197,60,80,100,120,2,1.5,1,1.2
50,0.848476,13.7433,53909.9,2.23251,12486,13393.9,14334.8,13695.2,12475.3,13381.4,14323.4,13683.8,9.77679,9.77679,9.77679,9.77679,0.885,2.735,1.6,1.55,0.0007936,11.742,0,1,1,1.1,0.8,10.6355,16.5643,21.8196,18.7197,60,80,100,120,2,1.5,1,1.2
60,0.918023,17.026,64790.2,2.09333,15103.7,16049.4,17236.6,16400.6,15090.9,16034.7,17222.7,16386.9,11.772,11.772,11.772,11.772,1.005,2.95,2.07,1.865,0.0007168,12.0175,0,1,1,1.1,0.7,10.6355,16.5643,21.8196,18.7197,60,80,100,120,2,1.5,1,1.2
70,0.967222,19.6046,75959.7,2.10618,17717,18771.9,20226.4,19244.3,17702,18755,20210.2,19228.4,13.7673,13.7673,13.7673,13.7673,1.225,3.12,2.49,2.22,0.0007456,12.1382,0,1,0.9,1.1,0.7,10.6355,16.5643,21.8196,18.7197,60,80,100,120,2,1.5,1,1.2
80,0.9875,21.3123,86917,2.32678,20315.5,21482.1,23086.5,22032.9,20298.2,21463,23067.8,22014.5,15.7626,15.7626,15.7626,15.7626,1.61,3.345,2.88,2.67,0.000928,12.138,0,1,0.9,1.1,0.6,10.6355,16.5643,21.8196,18.7197,60,80,100,120,2,1.5,1,1.2
90,0.9875,24.3395,97881.8,2.13557,22883.6,24223.4,25886.7,24888.1,22863.7,24202,25865.9,24867.3,17.7578,17.7578,17.7578,17.7578,2.155,3.71,3.02,3.07,0.000928,11.9258,0,1,1,1.1,0.6,10.6355,16.5643,21.8196,18.7197,60,80,100,120,2,1.5,1,1.2
100,0.988043,25.32,109072,2.69778,25489.6,26992.6,28888.7,27701.6,25466.8,26968.6,28865.6,27678.3,19.7531,19.7531,19.7531,19.7531,2.955,4.235,3.295,3.565,0.0013408,11.7909,0,1.1,1,1.1,0.6,10.6355,16.5643,21.8196,18.7197,60,80,100,120,2,1.5,1,1.2
110,1,27.8866,120218,2.19056,28082.4,29760.4,31895.8,30479.6,28057.1,29734,31870.3,30454,21.7484,21.7484,21.7484,21.7484,3.49,4.625,3.775,3.87,0.0010944,11.8387,0,1.1,1.1,1.1,0.6,10.6355,16.5643,21.8196,18.7197,60,80,100,120,2,1.5,1,1.2
