sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
10,0.284375,6.78458,10204.3,0.769082,2328.78,2621.09,2667.5,2586.91,2326.45,2619.19,2665.55,2584.94,1.79574,1.79574,1.79574,1.79574,0.53,0.105,0.155,0.175,0.0006176,11.1628,0,1,1,1,1,12.9099,22.7441,23.0068,21.4759,60,80,100,120,2,1.5,1,1.2
20,0.37875,7.06985,21321.4,1.1851,4930.15,5357.69,5496.51,5537.09,4925.39,5353.58,5492.42,5532.79,3.791,3.791,3.791,3.791,0.975,0.32,0.305,0.505,0.0007296,11.4845,0,1,1,1,1,12.9099,22.7441,23.0068,21.4759,60,80,100,120,2,1.5,1,1.2
30,0.506707,8.06079,32703.8,1.5588,7416.32,8363.18,8443.75,8480.59,7409.23,8356.74,8437.41,8473.98,5.78626,5.78626,5.78626,5.78626,1.305,0.65,0.55,0.815,0.0007776,11.8068,0,1,1,1,0.9,12.9099,22.7441,23.0068,21.4759,60,80,100,120,2,1.5,1,1.2
40,0.613953,9.64247,44034.1,2.06761,9951.91,11464.9,11406.5,11210.7,9942.45,11456.1,11397.6,11201.9,7.78152,7.78152,7.78152,7.78152,1.68,1.05,1.07,1.05,0.0009792,12.0043,0,1,1,1,0.8,12.9099,22.7441,23.0068,21.4759,60,80,100,120,2,1.5,1,1.2
50,0.638095,11.8524,55181.1,1.6577,12563.6,14476.5,14366.5,13774.5,12551.8,14465.2,14355.4,13763.6,9.77679,9.77679,9.77679,9.77679,2.025,1.475,1.355,1.175,0.0007552,11.9844,0,1,1,1,0.8,12.9099,22.7441,23.0068,21.4759,60,80,100,120,2,1.5,1,1.2
60,0.711337,12.3576,66618.3,2.01685,15221.4,17463.3,17339.3,16594.3,15207.4,17449.6,17325.7,16581.2,11.772,11.772,11.772,11.772,2.27,1.93,1.84,1.35,0.0008704,11.9785,0,1,1,1,0.8,12.9099,22.7441,22.0068,21.4759,60,80,100,120,2,1.5,1,1.2
70,0.843023,14.4173,78091.4,2.36182,17862.6,20376.6,20352.9,19499.2,17846.3,20360.7,20336.7,19483.8,13.7673,13.7673,13.7673,13.7673,2.54,2.14,2.47,1.68,0.0009216,11.77,0,1,1,0.9,0.8,12.9099,22.7441,22.0068,21.4759,60,80,100,120,2,1.5,1,1.2
80,0.917898,16.3483,89485.8,2.49286,20491.7,23288.3,23259.7,22446.2,20472.9,23270.2,23241.1,22428.3,15.7626,15.7626,15.7626,15.7626,3.04,2.295,2.79,2.185,0.0009472,11.835,0,1,1,0.9,0.8,13.9099,22.7441,22.0068,21.4759,60,80,100,120,2,1.5,1,1.2
90,0.950568,17.278,101235,2.82714,23171.2,26341.8,26211.1,25511.2,23149.7,26321.3,26190.1,25491,17.7578,17.7578,17.7578,17.7578,3.69,2.705,3.26,2.445,0.0011456,11.822,0,1,1,0.9,0.8,13.9099,22.7441,22.0068,22.4759,60,80,100,120,2,1.5,1,1.2
100,0.9625,17.9402,112794,2.68815,25853.8,29389.6,29090.9,28459.8,25829.6,29366.7,29067.5,28437.4,19.7531,19.7531,19.7531,19.7531,4.385,3.14,3.565,2.67,0.0010624,11.9387,0,1,1,0.9,0.8,14.9099,22.7441,22.0068,22.4759,60,80,100,120,2,1.5,1,1.2
