sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
10,0.405357,7.45705,10208.5,1.2195,2278.76,2651.73,2731.6,2546.37,2276.77,2649.57,2729.49,2544.33,1.79574,1.79574,1.79574,1.79574,0.19,0.36,0.31,0.25,0.0007104,11.3007,0,1,1,1,1,9.44264,21.4556,24.9318,20.6192,60,80,100,120,2,1.5,1,1.2
20,0.57561,7.88972,21557.4,1.82456,4807.78,5639.97,5737.1,5372.52,4803.54,5635.47,5732.59,5368.26,3.791,3.791,3.791,3.791,0.455,0.715,0.72,0.47,0.0008,11.5258,0,1,1,1,0.9,9.44264,21.4556,24.9318,20.6192,60,80,100,120,2,1.5,1,1.2
30,0.638663,9.29927,33014.7,1.67645,7333.49,8614.78,8723.2,8343.25,7327.03,8608,8716.37,8336.79,5.78626,5.78626,5.78626,5.78626,0.675,0.985,1.04,0.675,0.0006496,11.8796,0,0.9,1,1,0.9,9.44264,21.4556,24.9318,20.6192,60,80,100,120,2,1.5,1,1.2
40,0.663352,11.3237,44339.9,1.66784,9811.92,11513.4,11832.4,11182.2,9803.3,11504.3,11823.3,11173.5,7.78152,7.78152,7.78152,7.78152,0.84,1.33,1.295,0.94,0.0006592,11.1221,0,0.9,1,1,0.8,9.44264,21.4556,24.9318,20.6192,60,80,100,120,2,1.5,1,1.2
50,0.721221,12.4075,55701.2,2.23532,12341.4,14334,14942.6,14083.2,12330.6,14322.2,14931.1,14072.3,9.77679,9.77679,9.77679,9.77679,1.02,2,1.755,1.125,0.0009568,10.7274,0,0.9,1,1,0.8,9.44264,21.4556,24.9318,20.6192,60,80,105,120,2,1.5,1,1.2
60,0.782102,15.206,67000.1,1.93269,14874.4,17224.6,17899,17002.1,14861.5,17210.3,17885.2,16989,11.772,11.772,11.772,11.772,1.225,2.495,2.05,1.34,0.0007744,11.2297,0,0.9,1,1,0.8,9.44264,21.4556,24.9318,20.6192,60,80,105,120,2,1.5,1,1.2
70,0.807955,18.7186,78227.2,1.6456,17420.9,20127.9,20897.5,19780.9,17405.5,20111.3,20881.4,19765.6,13.7673,13.7673,13.7673,13.7673,1.56,2.785,2.33,1.525,0.0006976,11.5351,0,0.9,1,0.9,0.8,9.44264,21.4556,24.9318,20.6192,60,80,105,120,2,1.5,1,1.2
80,0.850833,20.9629,89624.1,1.77139,19993.5,23052.8,23929.8,22648,19975.8,23034,23911.5,22630.4,15.7626,15.7626,15.7626,15.7626,1.96,3.015,2.6,1.87,0.0007968,11.5757,0,0.9,1,0.9,0.8,9.44264,21.4556,23.9318,20.6192,60,80,105,120,2,1.5,1,1.2
90,0.92936,21.06,101054,2.2239,22570.8,25933.1,26950.6,25599.9,22550.7,25911.9,26930,25579.8,17.7578,17.7578,17.7578,17.7578,2.345,3.37,2.865,2.35,0.0009504,11.7156,0,0.9,1,1,0.8,9.44264,21.4556,23.9318,20.6192,60,80,105,120,2,1.5,1,1.2
100,0.996875,22.4484,112412,2.35616,25132,28806.8,29972.4,28501.2,25109.6,28783.3,29949.4,28478.8,19.7531,19.7531,19.7531,19.7531,2.68,3.76,3.275,2.7,0.0009504,11.2701,0,0.9,1,1,0.8,9.44264,21.4556,23.9318,20.6192,60,80,110,120,2,1.5,1,1.2
