sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
110,1,24.3839,123793,2.21897,27695.2,31675.9,32944.6,31477.8,27670.2,31649.9,32919.3,31453.1,21.7484,21.7484,21.7484,21.7484,3.27,4.235,3.48,2.925,0.0009568,11.8128,0,0.9,1,1,0.7,9.44264,21.4556,23.9318,20.6192,60,80,110,120,2,1.5,1,1.2
120,1,25.7729,135306,2.39276,30253.2,34606.8,35992.3,34454,30225.5,34578.5,35964.7,34427.1,23.7436,23.7436,23.7436,23.7436,3.99,4.595,3.875,3.215,0.0011296,11.669,0,0.9,1,1,0.7,9.44264,22.4556,23.9318,20.6192,60,80,110,120,2,1.5,1,1.2
130,1,28.6963,146706,2.01105,32797.7,37578.5,38975.4,37353.9,32767.2,37547.9,38945.6,37324.7,25.7389,25.7389,25.7389,25.7389,4.73,4.845,4.13,3.52,0.000992,11.2774,0,0.9,1,1,0.7,9.44264,22.4556,22.9318,20.6192,60,80,110,120,2,1.5,1,1.2
140,1,30.6491,158177,2.13045,35378.9,40451.8,41980.4,40365.8,35345.9,40419,41948.1,40334.1,27.7341,27.7341,27.7341,27.7341,5.31,5.105,4.585,3.995,0.0011328,11.375,0,0.9,1,1,0.7,9.44264,22.4556,23.9318,20.6192,60,80,110,120,2,1.5,1,1.2
150,1,29.4933,169667,2.06134,37954.7,43354.9,44959.7,43398.1,37919.3,43319.9,44924.9,43363.7,29.7294,29.7294,29.7294,29.7294,5.675,5.31,5.065,4.625,0.0010752,11.7049,0,0.9,0.9,1,0.7,9.44264,22.4556,23.9318,20.6192,60,80,110,120,2,1.5,1,1.2
160,1,32.2341,180875,1.84027,40496.4,46345.8,47845.5,46187.2,40458.6,46308.2,47808.5,46150.5,31.7247,31.7247,31.7247,31.7247,6.005,5.885,5.3,4.97,0.0009504,11.7066,0,0.9,0.9,1,0.7,9.44264,22.4556,23.9318,20.6192,60,85,110,120,2,1.5,1,1.2
170,1,32.7764,192202,1.99357,43034.8,49331.7,50838.1,48997.3,42994.8,49291.3,50798.9,48958.3,33.7199,33.7199,33.7199,33.7199,6.315,6.695,5.5,5.29,0.0010496,11.6165,0,0.9,0.9,1,0.7,9.44264,22.4556,23.9318,20.6192,60,85,110,120,2,1.5,1,1.2
180,1,34.2725,203619,1.66881,45554.3,52308,53933.3,51823.1,45511.9,52265.2,53891.8,51781.8,35.7152,35.7152,35.7152,35.7152,6.675,7.08,5.715,5.64,0.0008384,11.7759,0,0.9,0.9,1,0.7,9.44264,22.4556,23.9318,20.6192,60,85,105,120,2,1.5,1,1.2
190,1,37.356,214973,1.76652,48098.3,55255.6,56956.4,54663,48053.4,55210.6,56912.5,54619.4,37.7105,37.7105,37.7105,37.7105,7.135,7.355,6.095,5.92,0.0008928,11.4535,0,0.9,0.9,1.1,0.7,9.44264,22.4556,23.9318,20.6192,60,85,105,120,2,1.5,1,1.2
200,1,40.2468,226148,1.53517,50631.8,58190.3,60003.1,57323,50584.6,58143,59957,57277.2,39.7057,39.7057,39.7057,39.7057,7.51,7.62,6.4,6.16,0.0007584,12.0487,0,0.9,0.9,1.1,0.6,9.44264,22.4556,23.9318,20.6192,60,85,105,120,2,1.5,1,1.2
210,1,41.6672,237268,1.65001,53170.2,61208.1,63053.7,59836.2,53120.6,61158.4,63005.2,59788.1,41.701,41.701,41.701,41.701,7.89,7.99,6.765,6.375,0.0008512,12.5357,0,0.9,0.9,1.1,0.6,9.44264,21.4556,23.9318,20.6192,60,85,105,120,2,1.5,1,1.2
220,1,42.2426,248616,1.96407,55735.7,64153.4,66100.8,62626.4,55683.6,64101.3,66050,62576,43.6962,43.6962,43.6962,43.6962,8.405,8.39,7.16,6.705,0.0010496,12.2067,0,0.9,1,1.1,0.6,9.44264,21.4556,23.9318,20.6192,60,85,105,120,2,1.5,1,1.2
230,1,42.2011,260082,2.29753,58321.5,67062.9,69182.4,65515,58266.8,67008.5,69129.2,65461.9,45.6915,45.6915,45.6915,45.6915,9,8.715,7.53,7.39,0.001264,11.9694,0,0.9,1,1.1,0.6,9.44264,21.4556,23.9318,19.6192,60,85,105,120,2,1.5,1,1.2
240,1,41.2738,271173,1.9217,60884.4,69865.4,72151.5,68271.4,60827.2,69808.8,72096,68215.8,47.6868,47.6868,47.6868,47.6868,9.575,8.92,7.795,7.94,0.0010208,12.19,0,0.9,1,1.1,0.6,9.44264,21.4556,23.9318,19.6192,60,90,105,120,2,1.5,1,1.2
250,1,43.5494,282459,1.70238,63421.4,72826.9,75165.4,71045.4,63361.5,72768.1,75107.8,70987.5,49.682,49.682,49.682,49.682,10.205,9.215,7.95,8.23,0.0008768,12.2563,0,0.9,1,1.1,0.6,9.44264,21.4556,23.9318,19.6192,60,90,105,120,2,1.5,1,1.2
260,1,46.7607,293896,1.87325,65990.3,75822.2,78263.8,73819.4,65927.8,75761.1,78204,73759,51.6773,51.6773,51.6773,51.6773,10.81,9.485,8.12,8.7,0.0009696,11.6229,0,0.9,1,1.1,0.5,9.44264,21.4556,23.9318,19.6192,60,90,105,120,2,1.5,1,1.2
270,1,48.0607,305422,2.01588,68566.6,78846.1,81360,76649.3,68501.6,78782.6,81298,76586.4,53.6726,53.6726,53.6726,53.6726,11.3,9.83,8.36,9.275,0.001056,11.3625,0,0.9,0.9,1.1,0.5,9.44264,21.4556,23.9318,19.6192,60,90,105,120,2,1.5,1,1.2
280,1,46.1477,316759,2.23442,71102.5,81763.5,84347.8,79545.6,71035.2,81697.2,84283.4,79480.1,55.6678,55.6678,55.6678,55.6678,11.54,10.63,8.71,9.78,0.0012128,11.6957,0,0.9,0.9,1.1,0.5,9.44264,21.4556,22.9318,19.6192,60,90,105,120,2,1.5,1,1.2
290,1,46.9088,328038,1.6094,73662.3,84679.8,87280.9,82414.6,73592.9,84611.1,87214.3,82346.8,57.6631,57.6631,57.6631,57.6631,11.755,11.085,8.945,10.13,0.0008032,11.908,0,0.9,0.9,1.1,0.5,9.44264,21.4556,22.9318,18.6192,60,90,105,120,2,1.5,1,1.2
300,1,47.9554,339353,1.68579,76242.3,87623,90219.8,85268.2,76170.6,87552,90150.8,85198.1,59.6583,59.6583,59.6583,59.6583,12.045,11.385,9.305,10.48,0.000832,11.2441,0,0.9,0.9,1.1,0.6,9.44264,21.4556,22.9318,18.6192,60,90,105,120,2,1.5,1,1.2
