Time,UeGroup,UeIndex,UeNodeId,Imsi,ServingCell,ServingRsrpDbm,BestFeasibleTnRsrpDbm,BestFeasibleUavRsrpDbm,ServiceState,StateAgeSec,SensedOrOraclePositionAvailable,ControllerEastM,ControllerNorthM,IncludedInMovementTarget
12,UES1,0,7,7,4,-86.7802,-65.8887,-87.847,SERVED,0,1,-60.055548,-82.275334,0
12,UES1,1,8,8,1,-53.6633,-89.6103,-89.7529,SERVED,0,1,68.552866,-28.405646,0
12,UES1,2,9,9,3,-80.0643,-70.2269,-80.3322,SERVED,0,1,-112.228478,95.826889,0
12,UES1,3,10,10,4,-74.8188,-85.7802,-89.9851,SERVED,0,1,30.880268,-76.918032,0
12,UES1,4,11,11,1,-83.7033,-95.0926,-98.9182,SERVED,0,1,-6.358009,88.151369,0
12,UES1,5,12,12,4,-70.4645,-74.6686,-102.757,SERVED,0,1,-70.490473,-12.298211,0
12,UES1,6,13,13,1,-63.6103,-62.3581,-88.4719,SERVED,0,1,89.163519,-18.749458,0
12,UES1,7,14,14,2,-82.3165,-71.5578,-87.5882,SERVED,0,1,39.773630,8.389844,0
12,UES1,8,15,15,1,-85.7778,-66.1977,-90.2177,SERVED,0,1,3.849189,-79.996391,0
12,UES1,9,16,16,3,-67.8043,-76.3076,-100.532,SERVED,0,1,-37.789555,58.762157,0
12,UES1,10,17,17,4,-88.0165,-74.3353,-89.8234,SERVED,0,1,-41.541305,-33.849984,0
12,UES1,11,18,18,1,-73.9972,-77.4994,-71.5024,SERVED,0,1,24.704200,32.708058,0
12,UES1,12,19,19,7,-92.1555,-87.3062,-95.0778,SERVED,0,1,120.343658,-78.067190,0
12,UES1,13,20,20,5,-88.7515,-80.8054,-66.4722,SERVED,0,1,19.423844,20.160802,0
12,UES1,14,21,21,1,-79.5768,-88.4893,-96.3644,SERVED,0,1,13.632371,-21.853392,0
12,UES1,15,22,22,1,-58.526,-67.1361,-97.1813,SERVED,0,1,95.123703,36.252821,0
12,UES1,16,23,23,6,-96.9208,-89.1733,-87.6433,SERVED,0,1,-110.093406,-49.661790,0
12,UES1,17,24,24,1,-65.0899,-88.6774,-85.5241,SERVED,0,1,7.558850,-6.897914,0
12,UES1,18,25,25,1,-81.5098,-74.9218,-76.9629,SERVED,0,1,18.831429,42.163317,0
12,UES1,19,26,26,6,-66.6487,-81.0688,-85.1564,SERVED,0,1,-32.523896,-12.832037,0
12,UES1,20,27,27,6,-92.3906,-71.5779,-98.2819,SERVED,0,1,-58.418335,72.432651,0
12,UES1,21,28,28,3,-68.9458,-90.0954,-101.626,SERVED,0,1,-93.707835,111.896125,0
12,UES1,22,29,29,2,-58.2864,-76.4108,-80.0808,SERVED,0,1,120.120836,14.624713,0
12,UES1,23,30,30,6,-74.327,-81.0549,-81.5174,SERVED,0,1,23.000715,-34.345328,0
12,UES1,24,31,31,2,-61.9404,-87.3499,-100.907,SERVED,0,1,39.094523,102.982874,0
12,UES1,25,32,32,1,-63.1597,-80.0496,-91.8232,SERVED,0,1,-27.191070,89.804359,0
12,UES1,26,33,33,5,-101.554,-83.8354,-90.533,ALTERNATIVE_AVAILABLE,0,1,139.599229,-31.056446,0
12,UES1,27,34,34,5,-91.6959,-61.5713,-71.3144,SERVED,0,1,52.143722,0.532183,0
12,UES1,28,35,35,4,-48.6787,-67.2158,-91.815,SERVED,0,1,-105.523141,33.669842,0
12,UES1,29,36,36,6,-66.8933,-84.9944,-78.9052,SERVED,0,1,25.360789,32.757636,0
12,UES1,30,37,37,7,-87.7311,-85.6256,-65.6777,SERVED,0,1,27.739444,-111.970058,0
12,UES1,31,38,38,4,-78.4191,-77.3256,-76.6179,SERVED,0,1,77.299896,3.029645,0
12,UES1,32,39,39,6,-64.8218,-51.354,-80.0292,SERVED,0,1,41.977993,2.332252,0
12,UES1,33,40,40,7,-81.3867,-82.8209,-86.5688,SERVED,0,1,-54.330709,-16.734166,0
12,UES1,34,41,41,4,-88.7685,-85.2477,-88.5492,SERVED,0,1,-48.853835,-86.833432,0
12,UES1,35,42,42,6,-66.5282,-72.7173,-82.6574,SERVED,0,1,30.634648,-14.145109,0
12,UES1,36,43,43,1,-83.6424,-62.1867,-78.5706,SERVED,0,1,108.429243,76.872470,0
12,UES1,37,44,44,6,-74.1589,-76.8397,-80.7859,SERVED,0,1,6.238958,-37.030699,0
12,UES1,38,45,45,1,-73.8811,-74.6862,-93.3524,SERVED,0,1,19.942523,-16.701056,0
12,UES1,39,46,46,1,-83.6746,-98.4592,-71.582,SERVED,0,1,23.559135,-23.306420,0
12,UES1,40,47,47,4,-70.4958,-65.2536,-88.9356,SERVED,0,1,-125.895038,37.369749,0
12,UES1,41,48,48,6,-82.0492,-101.39,-99.2501,SERVED,0,1,-147.263874,-131.430360,0
12,UES1,42,49,49,3,-81.1977,-86.7508,-98.0245,SERVED,0,1,-17.160988,-1.236535,0
12,UES1,43,50,50,4,-81.3793,-90.3531,-98.7368,SERVED,0,1,-39.619482,-24.372264,0
12,UES1,44,51,51,7,-89.5667,-75.5798,-88.6602,SERVED,0,1,16.225205,-4.494420,0
12,UES1,45,52,52,2,-93.2568,-60.5891,-92.4279,SERVED,0,1,5.161824,-57.336152,0
12,UES1,46,53,53,7,-67.908,-96.5244,-87.2955,SERVED,0,1,-44.445614,-71.950765,0
12,UES1,47,54,54,3,-47.2301,-64.672,-86.7899,SERVED,0,1,-98.267039,29.858393,0
12,UES1,48,55,55,3,-50.4682,-73.2511,-79.5288,SERVED,0,1,-99.298920,43.189764,0
12,UES1,49,56,56,6,-71.1191,-77.1576,-98.7647,SERVED,0,1,-14.282910,51.262609,0
12,UES1,50,57,57,3,-58.6933,-60.6199,-83.831,SERVED,0,1,-72.450997,-6.338224,0
12,UES1,51,58,58,1,-91.7695,-68.8972,-86.9059,SERVED,0,1,122.452094,25.435985,0
12,UES1,52,59,59,6,-94.8424,-86.7965,-79.9747,SERVED,0,1,-55.520473,119.948894,0
12,UES1,53,60,60,4,-60.0126,-78.3329,-90.0226,SERVED,0,1,-144.913522,-25.423180,0
12,UES1,54,61,61,2,-58.0684,-76.0481,-90.0792,SERVED,0,1,63.016542,-3.862594,0
12,UES1,55,62,62,2,-65.6615,-68.0573,-83.5345,SERVED,0,1,38.544069,56.911389,0
12,UES1,56,63,63,3,-62.8888,-90.2709,-89.5663,SERVED,0,1,-36.762465,25.532389,0
12,UES1,57,64,64,4,-78.952,-72.7745,-99.1188,SERVED,0,1,-98.894724,64.559958,0
12,UES1,58,65,65,4,-90.0266,-92.6531,-97.1157,SERVED,0,1,-89.051767,-78.506312,0
12,UES1,59,66,66,1,-68.8325,-70.5258,-106.213,SERVED,0,1,117.186086,-98.482245,0
12,UES2,0,67,67,0,NA,-121.218,-121.865,UNKNOWN,0,1,-362.092032,318.570851,0
12,UES2,1,68,68,3,-119.47,-117.107,-120.646,PERSISTING,0,1,316.537028,383.773944,0
12,UES2,2,69,69,0,NA,-102.297,-125.568,UNKNOWN,0,1,394.792102,-320.792905,0
12,UES2,3,70,70,0,NA,-118.251,-125.269,UNKNOWN,0,1,-309.620658,340.750293,0
12,UES2,4,71,71,7,-126.513,-93.4199,-117.7,ALTERNATIVE_AVAILABLE,0,1,362.271030,380.716610,0
12,UES2,5,72,72,0,NA,-118.651,-120.839,UNKNOWN,0,1,342.615275,-326.256372,0
12,UES2,6,73,73,3,-115.852,-117.704,-118.77,PERSISTING,0,1,-391.327627,344.095310,0
12,UES2,7,74,74,0,NA,-123.706,-124.189,UNKNOWN,0,1,445.316277,324.893221,0
12,UES2,8,75,75,2,-119.645,-116.707,-114.952,PERSISTING,0,1,320.025075,-354.768647,0
12,UES2,9,76,76,0,NA,-98.5378,-104.653,UNKNOWN,0,1,-365.540681,290.382662,0
12,UES2,10,77,77,0,NA,-114.914,-124.285,UNKNOWN,0,1,379.718221,363.276391,0
12,UES2,11,78,78,3,-115.476,-79.2185,-118.872,ALTERNATIVE_AVAILABLE,0,1,337.554524,-310.231975,0
12,UES2,12,79,79,0,NA,-121.177,-125.138,UNKNOWN,0,1,-350.798284,289.203513,0
12,UES2,13,80,80,0,NA,-124.844,-123.137,UNKNOWN,0,1,410.306203,358.935798,0
12,UES2,14,81,81,6,-112.501,-112.063,-113.743,PERSISTING,0,1,334.977933,-327.614008,0
12,UES2,15,82,82,1,-119.39,-112.631,-112.128,PERSISTING,0,1,-319.655000,312.193107,0
12,UES2,16,83,83,1,-117.153,-111.475,-115.559,PERSISTING,0,1,303.269442,304.713305,0
12,UES2,17,84,84,0,NA,-119.406,-97.0247,UNKNOWN,0,1,325.011359,-317.563956,0
12,UES2,18,85,85,4,-107.828,-99.3177,-117.869,ALTERNATIVE_AVAILABLE,0,1,-302.776026,335.961089,0
12,UES2,19,86,86,2,-110.717,-118.479,-119.298,PERSISTING,0,1,349.271602,323.760807,0
12,UES2,20,87,87,2,-116.409,-117.542,-115.804,PERSISTING,0,1,327.850197,-374.697416,0
12,UES2,21,88,88,0,NA,-119.82,-124.088,UNKNOWN,0,1,-350.417667,307.089475,0
12,UES2,22,89,89,0,NA,-99.9569,-107.973,UNKNOWN,0,1,323.397581,344.238980,0
12,UES2,23,90,90,5,-117.688,-92.1658,-91.1401,ALTERNATIVE_AVAILABLE,0,1,338.531924,-351.927083,0
12,UES2,24,91,91,4,-117.574,-117.838,-118.587,PERSISTING,0,1,-332.462462,396.826471,0
12,UES2,25,92,92,0,NA,-93.1669,-121.395,UNKNOWN,0,1,340.673635,303.895712,0
12,UES2,26,93,93,0,NA,-93.9201,-121.924,UNKNOWN,0,1,346.455676,-421.677696,0
12,UES2,27,94,94,0,NA,-119.311,-121.826,UNKNOWN,0,1,-374.599441,336.110686,0
12,UES2,28,95,95,6,-117.717,-114.324,-86.0818,ALTERNATIVE_AVAILABLE,0,1,328.346728,259.010435,0
12,UES2,29,96,96,2,-116.925,-113.663,-117.233,PERSISTING,0,1,382.843535,-321.484789,0
13,UES1,0,7,7,3,-65.5015,-69.5363,-96.5094,SERVED,0,1,-63.346322,-85.906523,0
13,UES1,1,8,8,1,-76.9099,-79.824,-89.0821,SERVED,0,1,71.215168,-32.810626,0
13,UES1,2,9,9,3,-61.5653,-69.9411,-96.2371,SERVED,0,1,-115.629921,99.818264,0
13,UES1,3,10,10,4,-72.1639,-75.3941,-91.0643,SERVED,0,1,34.045833,-80.108575,0
13,UES1,4,11,11,1,-84.3585,-89.6347,-104.368,SERVED,0,1,-1.300930,91.414248,0
13,UES1,5,12,12,4,-59.6949,-57.5726,-97.9962,SERVED,0,1,-72.729455,-7.384904,0
13,UES1,6,13,13,1,-81.0461,-66.2494,-104.359,SERVED,0,1,89.595240,-14.526730,0
13,UES1,7,14,14,2,-67.6461,-76.2839,-93.4221,SERVED,0,1,38.492773,4.186760,0
13,UES1,8,15,15,1,-91.1452,-64.8721,-90.1414,SERVED,0,1,7.716169,-83.133055,0
13,UES1,9,16,16,3,-87.7134,-78.2716,-88.1787,SERVED,0,1,-32.268000,57.721461,0
13,UES1,10,17,17,4,-84.7255,-63.2604,-87.6901,SERVED,0,1,-42.975997,-39.463613,0
13,UES1,11,18,18,1,-65.3453,-83.6069,-75.1239,SERVED,0,1,21.345910,33.181228,0
13,UES1,12,19,19,7,-100.096,-91.4795,-96.4411,ALTERNATIVE_AVAILABLE,0,1,124.735190,-78.037007,0
13,UES1,13,20,20,7,-65.9062,-84.9565,-70.648,SERVED,0,1,21.930426,25.327953,0
13,UES1,14,21,21,1,-60.0696,-62.9544,-78.4195,SERVED,0,1,17.573847,-26.673952,0
13,UES1,15,22,22,1,-77.3267,-67.3434,-84.2552,SERVED,0,1,94.966666,31.694832,0
13,UES1,16,23,23,4,-84.4849,-89.3739,-96.0425,SERVED,0,1,-114.331370,-50.130472,0
13,UES1,17,24,24,1,-79.8737,-68.5796,-98.9167,SERVED,0,1,3.845941,-11.268985,0
13,UES1,18,25,25,1,-75.6257,-76.8049,-90.2421,SERVED,0,1,20.761703,38.618070,0
13,UES1,19,26,26,6,-94.92,-80.0748,-80.6343,SERVED,0,1,-35.536679,-17.418923,0
13,UES1,20,27,27,6,-80.3485,-68.4359,-78.9931,SERVED,0,1,-60.661265,74.629398,0
13,UES1,21,28,28,3,-85.2943,-85.2473,-99.2829,SERVED,0,1,-96.715387,116.497185,0
13,UES1,22,29,29,2,-56.556,-76.76,-99.6321,SERVED,0,1,124.383404,17.144820,0
13,UES1,23,30,30,6,-84.7247,-85.9282,-84.3133,SERVED,0,1,24.934313,-39.621092,0
13,UES1,24,31,31,2,-85.9846,-75.8839,-83.9744,SERVED,0,1,33.898456,105.452259,0
13,UES1,25,32,32,1,-90.7299,-63.8977,-84.9815,SERVED,0,1,-28.230364,94.242476,0
13,UES1,26,33,33,5,-99.5204,-91.7006,-97.1687,SERVED,0,1,143.361293,-27.371433,0
13,UES1,27,34,34,1,-65.4225,-88.4664,-70.8305,SERVED,0,1,52.344589,3.111383,0
13,UES1,28,35,35,4,-50.1665,-80.5903,-100.64,SERVED,0,1,-111.392928,34.487852,0
13,UES1,29,36,36,6,-65.5012,-72.8464,-78.5384,SERVED,0,1,29.377928,29.457409,0
13,UES1,30,37,37,7,-69.6257,-89.9213,-67.4766,SERVED,0,1,24.673026,-116.559338,0
13,UES1,31,38,38,1,-68.679,-82.6603,-81.5265,SERVED,0,1,82.425308,4.940370,0
13,UES1,32,39,39,1,-57.1692,-97.4848,-65.3819,SERVED,0,1,42.052596,-2.215940,0
13,UES1,33,40,40,5,-97.4198,-74.5789,-90.6841,SERVED,0,1,-54.392844,-12.127822,0
13,UES1,34,41,41,4,-88.0949,-65.8759,-95.8844,SERVED,0,1,-47.188433,-91.164672,0
13,UES1,35,42,42,6,-66.0875,-71.3279,-77.667,SERVED,0,1,36.864522,-17.696145,0
13,UES1,36,43,43,1,-67.8893,-66.6525,-78.9345,SERVED,0,1,111.534458,79.339510,0
13,UES1,37,44,44,6,-71.4067,-85.0404,-80.8848,SERVED,0,1,7.045122,-42.160135,0
13,UES1,38,45,45,1,-57.5641,-67.6775,-97.6524,SERVED,0,1,14.995437,-19.512176,0
13,UES1,39,46,46,5,-82.4731,-83.2043,-79.7446,SERVED,0,1,18.146768,-22.056941,0
13,UES1,40,47,47,4,-53.957,-65.2662,-70.2719,SERVED,0,1,-127.147051,42.546101,0
13,UES1,41,48,48,6,-105.395,-102.228,-82.499,ALTERNATIVE_AVAILABLE,0,1,-151.261844,-134.249355,0
13,UES1,42,49,49,3,-86.8296,-72.9125,-83.0633,SERVED,0,1,-15.484293,-5.156661,0
13,UES1,43,50,50,4,-61.0584,-88.2393,-89.4255,SERVED,0,1,-36.047803,-29.291117,0
13,UES1,44,51,51,7,-96.9844,-80.4571,-65.0351,SERVED,0,1,16.323036,0.199677,0
13,UES1,45,52,52,2,-99.9517,-65.5828,-90.5764,SERVED,0,1,1.195755,-61.142399,0
13,UES1,46,53,53,7,-92.6577,-88.824,-73.3142,SERVED,0,1,-48.585808,-76.232090,0
13,UES1,47,54,54,3,-47.7414,-76.2784,-84.2026,SERVED,0,1,-100.582623,25.921232,0
13,UES1,48,55,55,3,-50.2184,-64.5023,-88.0584,SERVED,0,1,-102.053875,40.308829,0
13,UES1,49,56,56,6,-90.567,-74.9287,-82.5735,SERVED,0,1,-10.340883,46.612652,0
13,UES1,50,57,57,3,-59.3383,-75.863,-94.052,SERVED,0,1,-74.212949,-12.364456,0
13,UES1,51,58,58,1,-88.4822,-83.9236,-87.8554,SERVED,0,1,126.729861,26.178905,0
13,UES1,52,59,59,6,-65.4437,-97.4606,-105.694,SERVED,0,1,-58.337776,122.199849,0
13,UES1,53,60,60,4,-60.1498,-62.846,-100.133,SERVED,0,1,-149.979040,-27.176267,0
13,UES1,54,61,61,2,-81.767,-63.3997,-91.6695,SERVED,0,1,61.922204,-8.441525,0
13,UES1,55,62,62,2,-66.2751,-81.6195,-81.4594,SERVED,0,1,41.574343,53.251618,0
13,UES1,56,63,63,3,-84.8974,-84.6438,-85.8565,SERVED,0,1,-37.258407,21.026821,0
13,UES1,57,64,64,4,-78.1998,-61.2972,-78.3292,SERVED,0,1,-100.741998,69.741579,0
13,UES1,58,65,65,4,-67.6366,-64.9259,-100.14,SERVED,0,1,-88.923918,-84.210310,0
13,UES1,59,66,66,1,-92.6853,-93.017,-93.2624,SERVED,0,1,120.674708,-101.382747,0
13,UES2,0,67,67,0,NA,-121.748,-105.201,UNKNOWN,1,1,-366.360711,318.963777,0
13,UES2,1,68,68,3,-119.244,-117.134,-118.588,PERSISTING,1,1,315.162021,388.443281,0
13,UES2,2,69,69,0,NA,-122.773,-122.328,UNKNOWN,1,1,393.109156,-322.792588,0
13,UES2,3,70,70,0,NA,-118.825,-120.634,UNKNOWN,1,1,-307.176592,344.900042,0
13,UES2,4,71,71,7,-124.018,-107.617,-117.299,PERSISTING,0,1,362.858506,376.612575,0
13,UES2,5,72,72,0,NA,-121.412,-100.903,UNKNOWN,1,1,340.992291,-330.097884,0
13,UES2,6,73,73,3,-117.24,-116.783,-87.976,ALTERNATIVE_AVAILABLE,0,1,-387.882640,344.602969,0
13,UES2,7,74,74,0,NA,-118.876,-123.482,UNKNOWN,1,1,440.610960,327.688896,0
13,UES2,8,75,75,2,-117.27,-80.7068,-90.8461,ALTERNATIVE_AVAILABLE,0,1,321.414702,-359.046728,0
13,UES2,9,76,76,0,NA,-120.412,-120.061,UNKNOWN,1,1,-369.336345,289.470392,0
13,UES2,10,77,77,0,NA,-122.726,-126.613,UNKNOWN,1,1,381.781472,359.569035,0
13,UES2,11,78,78,2,-114.386,-76.9947,-114.348,ALTERNATIVE_AVAILABLE,0,1,335.326549,-310.374618,0
13,UES2,12,79,79,0,NA,-118.203,-125.859,UNKNOWN,1,1,-354.111859,288.657491,0
13,UES2,13,80,80,0,NA,-122.447,-126.067,UNKNOWN,1,1,408.183657,354.985522,0
13,UES2,14,81,81,6,-115.01,-106.784,-111.821,PERSISTING,1,1,339.395458,-329.552456,0
13,UES2,15,82,82,1,-120.749,-75.9809,-87.2526,ALTERNATIVE_AVAILABLE,0,1,-317.543233,315.519461,0
13,UES2,16,83,83,1,-115.478,-82.2149,-84.938,ALTERNATIVE_AVAILABLE,0,1,298.347331,307.786025,0
13,UES2,17,84,84,0,NA,-94.1272,-118.516,UNKNOWN,1,1,326.519620,-313.018437,0
13,UES2,18,85,85,4,-113.935,-112.713,-119.582,PERSISTING,0,1,-303.860144,338.266101,0
13,UES2,19,86,86,2,-115.9,-119.591,-119.071,PERSISTING,1,1,351.385742,325.662583,0
13,UES2,20,87,87,2,-114.616,-114.672,-112.51,PERSISTING,1,1,329.038903,-369.970961,0
13,UES2,21,88,88,0,NA,-117.38,-125.486,UNKNOWN,1,1,-349.911153,310.209017,0
13,UES2,22,89,89,0,NA,-116.327,-123.148,UNKNOWN,1,1,326.020434,343.103883,0
13,UES2,23,90,90,5,-113.753,-112.825,-110.54,PERSISTING,0,1,336.218480,-348.659695,0
13,UES2,24,91,91,4,-113.668,-115.486,-117.801,PERSISTING,1,1,-335.869614,395.771363,0
13,UES2,25,92,92,0,NA,-117.873,-123.256,UNKNOWN,1,1,336.185489,306.114833,0
13,UES2,26,93,93,0,NA,-120.176,-118.185,UNKNOWN,1,1,348.653519,-419.325943,0
13,UES2,27,94,94,0,NA,-120.524,-103.23,UNKNOWN,1,1,-371.474899,335.477606,0
13,UES2,28,95,95,6,-113.712,-106.283,-118.694,PERSISTING,0,1,327.515006,261.848956,0
13,UES2,29,96,96,2,-119.084,-113.141,-119.702,PERSISTING,1,1,381.642970,-325.547175,0
14,UES1,0,7,7,3,-95.6764,-92.7429,-90.7867,SERVED,0,1,-66.350474,-91.565773,0
14,UES1,1,8,8,1,-79.9677,-75.3786,-84.3358,SERVED,0,1,74.010758,-36.543174,0
14,UES1,2,9,9,3,-75.8933,-63.9723,-78.2342,SERVED,0,1,-118.443459,102.417386,0
14,UES1,3,10,10,4,-96.3316,-85.7572,-89.0462,SERVED,0,1,37.748388,-82.095594,0
14,UES1,4,11,11,1,-87.8334,-93.6027,-105.314,SERVED,0,1,2.479160,94.202955,0
14,UES1,5,12,12,4,-63.6601,-58.7771,-88.655,SERVED,0,1,-75.915401,-3.448318,0
14,UES1,6,13,13,1,-73.6958,-59.5209,-87.7585,SERVED,0,1,90.114374,-9.542374,0
14,UES1,7,14,14,2,-85.6982,-81.6194,-91.2005,SERVED,0,1,37.744003,-0.971356,0
14,UES1,8,15,15,1,-99.0095,-84.9626,-89.3633,SERVED,0,1,8.562343,-87.165767,0
14,UES1,9,16,16,3,-79.109,-75.5552,-90.0802,SERVED,0,1,-27.873025,56.306330,0
14,UES1,10,17,17,4,-84.7563,-71.3259,-90.4903,SERVED,0,1,-44.397293,-45.513492,0
14,UES1,11,18,18,1,-59.8711,-85.1621,-74.5534,SERVED,0,1,16.430271,35.138100,0
14,UES1,12,19,19,7,-80.5934,-106.567,-81.0445,SERVED,0,1,128.946346,-76.901815,0
