sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
10,0.233036,6.46641,10316.7,0.347567,2361.68,2601.31,2761.79,2591.87,2359.69,2599.41,2759.81,2589.87,1.79574,1.79574,1.79574,1.79574,0.195,0.105,0.19,0.21,0.000448,11.8489,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
20,0.325,7.57828,21398,0.603312,4924.89,5391.46,5966.4,5115.27,4920.72,5387.41,5962.16,5111.13,3.791,3.791,3.791,3.791,0.38,0.26,0.455,0.355,0.00048,11.7294,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
30,0.472813,9.29537,32930.8,1.44617,7415.06,8410.55,9338.47,7766.67,7408.71,8404.17,9331.69,7760.31,5.78626,5.78626,5.78626,5.78626,0.565,0.595,0.99,0.58,0.0008192,11.6275,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
40,0.623125,11.2326,44798.5,1.83697,10021.2,11420.5,12700.4,10656.3,10012.7,11411.6,12691.2,10647.8,7.78152,7.78152,7.78152,7.78152,0.755,1.135,1.435,0.77,0.0008736,11.8792,0,1,1,1,1,12.3484,23.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
50,0.837187,11.8086,56793.3,2.56584,12647,14441.9,16069.1,13635.4,12636.2,14430.4,16057.5,13624.5,9.77679,9.77679,9.77679,9.77679,1.01,1.725,1.765,1.085,0.0009536,11.7776,0,1,1,1,1,12.3484,23.5726,29.6636,21.5717,60,80,95,120,2,1.5,1,1.2
60,0.9,12.6532,68169.7,2.59221,15227.7,17216,19201.5,16524.5,15214.5,17202.2,19187.8,16511.2,11.772,11.772,11.772,11.772,1.395,2.07,1.97,1.53,0.0008832,11.7809,0,1.1,1,1,1,12.3484,23.5726,29.6636,21.5717,60,80,95,120,2,1.5,1,1.2
70,0.925962,14.8997,79766,2.5855,17822.3,20059.4,22507.6,19376.8,17806.7,20043.3,22491.4,19361.2,13.7673,13.7673,13.7673,13.7673,1.84,2.355,2.41,1.815,0.0009312,11.9175,0,1.1,1,1,1,12.3484,23.5726,29.6636,21.5717,65,80,95,120,2,1.5,1,1.2
80,0.967308,16.264,91586,2.7186,20461.8,23063,25813.7,22247.6,20443.6,23044.5,25795.1,22229.7,15.7626,15.7626,15.7626,15.7626,2.38,2.665,2.825,2.12,0.0010048,12.1252,0,1.1,1,1,1,11.3484,23.5726,29.6636,21.5717,65,80,95,120,2,1.5,1,1.2
90,0.9875,18.2137,103245,2.69561,23095.5,26065,29098,24986.3,23074.8,26044.2,29077,24966.3,17.7578,17.7578,17.7578,17.7578,2.965,3.06,3.275,2.28,0.0010176,11.5808,0,1.1,0.9,1,1,11.3484,23.5726,29.6636,21.5717,65,80,95,120,2,1.5,1,1.2
100,0.9875,20.1401,114517,2.40243,25733.9,29046.6,32040.6,27695.8,25710.7,29023.2,32017.3,27673.6,19.7531,19.7531,19.7531,19.7531,3.36,3.65,3.525,2.455,0.0009024,11.4199,0,1.1,0.9,1,1,11.3484,23.5726,29.6636,21.5717,65,85,95,120,2,1.5,1,1.2
110,0.9875,22.8514,126318,2.08641,28359.6,32120.6,35369.4,30468.4,28334.3,32094.6,35343.8,30444.1,21.7484,21.7484,21.7484,21.7484,3.61,4.24,3.805,2.62,0.0008224,11.7253,0,1.1,0.9,1,1,11.3484,23.5726,29.6636,20.5717,65,85,95,120,2,1.5,1,1.2
120,0.9875,23.7444,138016,1.80101,30982,34969.1,38715.6,33349.3,30954.4,34940.9,38687.7,33322.6,23.7436,23.7436,23.7436,23.7436,3.86,4.45,4.125,2.89,0.000672,11.7307,0,1.1,0.9,1,1,11.3484,23.5726,28.6636,20.5717,65,85,95,120,2,1.5,1,1.2
130,0.9875,25.9213,150096,1.92996,33610.7,38026.2,42073.6,36385.8,33580.9,37995.7,42043.3,36356.8,25.7389,25.7389,25.7389,25.7389,4.13,4.715,4.525,3.28,0.000848,11.5292,0,1,0.9,1,1,11.3484,23.5726,28.6636,20.5717,65,85,95,120,2,1.5,1,1.2
140,0.9875,28.3866,161916,1.66219,36183.1,40996.5,45339.4,39397.4,36151,40963.8,45306.8,39366.1,27.7341,27.7341,27.7341,27.7341,4.395,4.965,4.94,3.575,0.000784,11.6775,0,1,0.9,1,1,11.3484,23.5726,28.6636,20.5717,65,85,95,120,2,1.5,1,1.2
150,0.993598,31.9071,173550,1.72242,38802.5,44026.3,48584.4,42136.8,38767.9,43991.2,48549.4,42103.3,29.7294,29.7294,29.7294,29.7294,4.795,5.365,5.29,3.785,0.0008704,11.2794,0,1,0.9,1,1,11.3484,23.5726,28.6636,20.5717,65,85,95,125,2,1.5,1,1.2
160,1,31.6346,185122,1.95676,41519.8,47109.9,51846.4,44645.9,41482.8,47072.1,51809.2,44610.2,31.7247,31.7247,31.7247,31.7247,5.34,6.04,5.475,3.985,0.0010272,11.6808,0,1.1,0.9,1,1,11.3484,23.5726,28.6636,20.5717,65,85,95,125,2,1.5,1,1.2
170,1,31.6516,196860,2.05121,44144.4,50141.5,55191.9,47382.7,44104.7,50101.1,55152.4,47344.8,33.7199,33.7199,33.7199,33.7199,5.955,6.665,5.76,4.155,0.0010848,11.5198,0,1.1,0.9,1,1,11.3484,23.5726,28.6636,20.5717,65,85,95,125,2,1.5,1,1.2
180,1,33.3523,208761,1.96045,46740.4,53195.6,58521,50303.7,46698.1,53152.9,58479.1,50263.6,35.7152,35.7152,35.7152,35.7152,6.54,7.035,6.21,4.355,0.0010272,11.607,0,1.1,0.9,0.9,1,11.3484,23.5726,28.6636,20.5717,65,85,95,125,2,1.5,1,1.2
190,1,35.2241,220311,1.73437,49321.1,55911.6,61735.2,53343.5,49276.4,55866.6,61691,53301.1,37.7105,37.7105,37.7105,37.7105,6.965,7.33,6.53,4.69,0.00088,11.7126,0,1.1,0.8,0.9,1,11.3484,23.5726,28.6636,20.5717,65,85,95,125,2,1.5,1,1.2
200,1,37.5557,232101,1.57024,51866.8,58919.8,65053.8,56261,51819.8,58872.5,65007.2,56216.3,39.7057,39.7057,39.7057,39.7057,7.26,7.615,6.86,4.985,0.0007712,11.7311,0,1.1,0.8,1,1,11.3484,23.5726,28.6636,20.5717,65,85,95,125,2,1.5,1,1.2
