sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
210,1,40.4772,243865,1.47454,54381.4,61983.7,68394.4,59105.4,54332.2,61934.1,68345.4,59058.5,41.701,41.701,41.701,41.701,7.5,7.9,7.205,5.215,0.000704,11.6292,0,1.1,0.8,1,1,11.3484,23.5726,28.6636,19.5717,65,85,95,125,2,1.5,1,1.2
220,1,38.8605,255567,1.55555,56963.3,65028.4,71686.7,61888.7,56911.9,64976.5,71635.2,61839.6,43.6962,43.6962,43.6962,43.6962,7.69,8.2,7.785,5.35,0.0007712,12.025,0,1.1,0.9,1,1,11.3484,23.5726,28.6636,19.5717,65,85,95,125,2,1.5,1,1.2
230,1,38.307,267307,1.67047,59567,68171,74915,64654.3,59513.4,68116.7,74861.2,64603.1,45.6915,45.6915,45.6915,45.6915,7.945,8.675,8.2,5.53,0.000848,12.0307,0,1.1,0.9,1,0.9,11.3484,23.5726,28.6636,19.5717,65,85,95,125,2,1.5,1,1.2
240,1,41.0168,279015,1.87782,62174.4,71206.1,78055.1,67579.9,62118.3,71149.1,77999,67526.4,47.6868,47.6868,47.6868,47.6868,8.355,9.285,8.41,5.83,0.0009792,11.8196,0,1.1,0.9,1,0.9,11.3484,23.5726,28.6636,19.5717,65,85,95,120,2,1.5,1,1.2
250,1,42.8605,290538,1.87734,64755.3,74200.4,81016.5,70565.5,64696.8,74141.1,80958.2,70509.6,49.682,49.682,49.682,49.682,8.81,9.695,8.63,6.28,0.0009824,11.9252,0,1.1,0.9,1,0.8,11.3484,23.5726,28.6636,19.5717,65,85,95,120,2,1.5,1,1.2
260,1,43.3086,302354,1.65606,67354.8,77055,84374.7,73569.9,67293.9,76993.3,84314,73511.7,51.6773,51.6773,51.6773,51.6773,9.205,9.99,8.965,6.565,0.0008384,12.0308,0,1.1,0.9,1,0.8,11.3484,23.5726,28.6636,19.5717,65,85,95,120,2,1.5,1,1.2
270,1,43.6177,313890,1.75014,69928.7,79933,87665.9,76362.4,69865.5,79869.1,87602.7,76301.9,53.6726,53.6726,53.6726,53.6726,9.55,10.285,9.49,6.795,0.0008928,11.7812,0,1.1,0.9,1,0.8,11.3484,23.5726,28.6636,19.5717,70,85,95,120,2,1.5,1,1.2
280,1,46.422,325624,1.73648,72498.4,82915.7,90981.3,79228.7,72432.8,82849.5,90915.7,79165.9,55.6678,55.6678,55.6678,55.6678,9.875,10.5,9.98,7.17,0.0008992,12.2465,0,1.1,0.9,1,0.7,11.3484,23.5726,28.6636,19.5717,70,85,95,120,2,1.5,1,1.2
290,1,49.7464,337415,1.66362,75076.8,86041,94248.8,82047.9,75009,85972.4,94180.8,81982.9,57.6631,57.6631,57.6631,57.6631,10.165,10.955,10.315,7.415,0.000848,12.1675,0,1.1,0.9,1,0.7,11.3484,23.5726,29.6636,19.5717,70,85,95,120,2,1.5,1,1.2
300,1,52.2934,349176,1.78662,77652.6,89136.1,97521.9,84865.7,77582.5,89065.1,97451.6,84798.2,59.6583,59.6583,59.6583,59.6583,10.47,11.34,10.645,7.85,0.0009312,12.2036,0,1.1,0.9,1,0.7,11.3484,23.5726,29.6636,19.5717,70,85,95,120,2,1.5,1,1.2
