t_dec,ueId,cell,HO_next,ueSinrDb,eveSinrDb,secrecy,outage,ueSinrDb_prev,secrecy_prev,outage_prev,d_ueSinrDb,d_secrecy
26.0,14,3,0,36.1959,23.5317,4.2009,0,31.8606,5.1451,0.0,4.3353,-0.9442000000000004
28.0,14,3,0,31.0699,12.8537,5.97952,0,36.1959,4.2009,0.0,-5.126000000000001,1.77862
30.0,14,3,0,36.9327,18.2506,6.18493,0,31.0699,5.97952,0.0,5.8627999999999965,0.20540999999999965
32.0,14,3,0,42.0198,13.0128,9.56567,0,36.9327,6.18493,0.0,5.0870999999999995,3.380740000000001
34.0,14,3,0,43.599,14.4039,9.64706,0,42.0198,9.56567,0.0,1.5792000000000002,0.08138999999999896
36.0,14,3,0,43.5879,6.48396,12.0333,0,43.599,9.64706,0.0,-0.011099999999999,2.386240000000001
4.0,15,3,0,43.6341,2.57695,13.0044,0,36.4259,4.57276,0.0,7.208199999999998,8.431640000000002
6.0,15,3,0,42.029,16.7524,8.36663,0,43.6341,13.0044,0.0,-1.605099999999993,-4.63777
8.0,15,3,0,48.2507,26.8141,7.11812,0,42.029,8.36663,0.0,6.2216999999999985,-1.2485100000000005
10.0,15,3,0,39.1568,11.3857,9.12431,0,48.2507,7.11812,0.0,-9.093900000000005,2.0061899999999993
12.0,15,3,0,36.9375,18.7126,6.03521,0,39.1568,9.12431,0.0,-2.219299999999997,-3.0890999999999993
14.0,15,3,0,34.9169,10.6983,7.92781,0,36.9375,6.03521,0.0,-2.0206000000000017,1.8925999999999998
16.0,15,3,0,18.8272,18.3486,0.156808,0,34.9169,7.92781,0.0,-16.089699999999997,-7.771002
18.0,15,3,0,31.9918,15.4906,5.4423,0,18.8272,0.156808,0.0,13.1646,5.2854920000000005
20.0,15,3,0,39.7263,14.0326,8.47952,0,31.9918,5.4423,0.0,7.734500000000001,3.0372200000000005
22.0,15,3,0,37.65,-4.54146,12.0728,0,39.7263,8.47952,0.0,-2.0763000000000034,3.59328
24.0,15,3,0,38.7766,16.2739,7.44181,0,37.65,12.0728,0.0,1.1266000000000034,-4.630990000000001
26.0,15,3,0,43.2695,23.5317,6.55043,0,38.7766,7.44181,0.0,4.492899999999999,-0.8913799999999998
28.0,15,3,0,40.1872,12.8537,9.00723,0,43.2695,6.55043,0.0,-3.0823000000000036,2.4567999999999994
30.0,15,3,0,33.57,18.2506,5.06821,0,40.1872,9.00723,0.0,-6.617199999999997,-3.93902
32.0,15,3,0,33.6665,13.0128,6.7913,0,33.57,5.06821,0.0,0.09649999999999892,1.72309
34.0,15,3,0,36.5941,14.4039,7.32035,0,33.6665,6.7913,0.0,2.927599999999998,0.5290500000000007
36.0,15,3,0,30.6808,6.48396,7.7468,0,36.5941,7.32035,0.0,-5.913299999999996,0.42645
4.0,16,7,0,37.611,-100.0,12.4944,0,29.7342,9.87901,0.0,7.876799999999996,2.6153900000000014
6.0,16,7,0,38.3214,-100.0,12.7303,0,37.611,12.4944,0.0,0.7103999999999999,0.2358999999999991
8.0,16,7,0,38.9926,-100.0,12.9532,0,38.3214,12.7303,0.0,0.671200000000006,0.222900000000001
10.0,16,7,0,36.787,-100.0,12.2207,0,38.9926,12.9532,0.0,-2.205600000000004,-0.7324999999999999
12.0,16,7,0,22.6873,-100.0,7.54431,0,36.787,12.2207,0.0,-14.099699999999999,-4.6763900000000005
14.0,16,7,0,23.858,-100.0,7.93137,0,22.6873,7.54431,0.0,1.1707,0.38705999999999996
16.0,16,7,0,30.478,-100.0,10.1259,0,23.858,7.93137,0.0,6.620000000000001,2.1945299999999994
18.0,16,7,0,30.4493,-100.0,10.1164,0,30.478,10.1259,0.0,-0.028700000000000614,-0.009499999999999176
20.0,16,7,0,29.3315,-100.0,9.7454,0,30.4493,10.1164,0.0,-1.1178000000000026,-0.37100000000000044
22.0,16,7,0,17.4441,-100.0,5.82056,0,29.3315,9.7454,0.0,-11.8874,-3.9248399999999997
24.0,16,7,0,29.9725,-100.0,9.9581,0,17.4441,5.82056,0.0,12.528400000000001,4.1375399999999996
26.0,16,7,0,16.3772,-100.0,5.47324,0,29.9725,9.9581,0.0,-13.595300000000002,-4.48486
28.0,16,7,0,26.8143,-100.0,8.91053,0,16.3772,5.47324,0.0,10.437100000000001,3.43729
30.0,16,7,0,22.156,-100.0,7.36881,0,26.8143,8.91053,0.0,-4.6583000000000006,-1.5417199999999998
32.0,16,7,0,15.0127,-100.0,5.03189,0,22.156,7.36881,0.0,-7.143299999999998,-2.33692
34.0,16,7,0,22.2877,-100.0,7.4123,0,15.0127,5.03189,0.0,7.275,2.3804100000000004
36.0,16,7,0,-1.31028,-100.0,0.798721,0,22.2877,7.4123,0.0,-23.59798,-6.613579
4.0,17,4,0,-2.81836,-100.0,0.606531,0,8.01973,2.87545,0.0,-10.83809,-2.268919
6.0,17,4,0,-9.88998,-100.0,0.140865,0,-2.81836,0.606531,0.0,-7.071619999999999,-0.465666
8.0,17,4,0,-13.1995,-100.0,0.0674584,1,-9.88998,0.140865,0.0,-3.309520000000001,-0.07340659999999999
10.0,17,4,0,-12.1585,-100.0,0.0851989,1,-13.1995,0.0674584,1.0,1.0410000000000004,0.017740499999999992
12.0,17,4,0,-7.83068,-100.0,0.220071,0,-12.1585,0.0851989,1.0,4.32782,0.1348721
14.0,17,4,0,-10.915,-100.0,0.112369,0,-7.83068,0.220071,0.0,-3.084319999999999,-0.10770199999999999
16.0,17,4,0,-7.48054,-100.0,0.237107,0,-10.915,0.112369,0.0,3.4344599999999987,0.12473800000000002
18.0,17,4,0,8.79579,-100.0,3.10071,0,-7.48054,0.237107,0.0,16.27633,2.863603
20.0,17,4,0,8.64572,-100.0,3.05676,0,8.79579,3.10071,0.0,-0.15006999999999948,-0.04394999999999971
22.0,17,4,0,-11.8694,-100.0,0.090883,1,8.64572,3.05676,0.0,-20.515120000000003,-2.9658770000000003
24.0,17,4,0,-6.39615,-100.0,0.297825,0,-11.8694,0.090883,1.0,5.473250000000001,0.20694200000000001
26.0,17,4,0,-4.07247,-100.0,0.476661,0,-6.39615,0.297825,0.0,2.3236799999999995,0.178836
28.0,17,4,0,1.85571,-100.0,1.34091,0,-4.07247,0.476661,0.0,5.92818,0.864249
30.0,17,4,0,-9.56567,-100.0,0.151233,0,1.85571,1.34091,0.0,-11.421380000000001,-1.189677
32.0,17,4,0,1.1818,-100.0,1.20961,0,-9.56567,0.151233,0.0,10.74747,1.0583770000000001
34.0,17,4,0,1.20548,-100.0,1.21408,0,1.1818,1.20961,0.0,0.023680000000000145,0.004469999999999974
36.0,17,4,0,2.37888,-100.0,1.44857,0,1.20548,1.21408,0.0,1.1734,0.23448999999999987
4.0,18,10,0,19.8907,3.00387,5.03873,0,27.0514,1.02252,0.0,-7.160700000000002,4.01621
6.0,18,10,0,28.0965,17.3763,3.53728,0,19.8907,5.03873,0.0,8.2058,-1.5014500000000002
8.0,18,10,0,36.5188,22.725,4.57483,0,28.0965,3.53728,0.0,8.4223,1.0375500000000004
10.0,18,10,0,33.4575,24.7825,2.87763,0,36.5188,4.57483,0.0,-3.0612999999999957,-1.6972000000000005
12.0,18,10,0,37.767,20.0386,5.87526,0,33.4575,2.87763,0.0,4.3095,2.99763
14.0,18,10,0,31.8571,12.5387,6.34014,0,37.767,5.87526,0.0,-5.909900000000004,0.46487999999999996
16.0,18,10,0,33.7668,26.6175,2.37239,0,31.8571,6.34014,0.0,1.9097000000000044,-3.9677499999999997
18.0,18,10,0,20.3583,24.5072,0.0,1,33.7668,2.37239,0.0,-13.408500000000004,-2.37239
20.0,18,10,0,30.9691,7.32446,7.61063,0,20.3583,0.0,1.0,10.610800000000001,7.61063
22.0,18,10,0,38.1707,17.0213,6.99751,0,30.9691,7.61063,0.0,7.201599999999996,-0.6131199999999994
24.0,18,10,0,36.8413,15.7767,6.96017,0,38.1707,6.99751,0.0,-1.3293999999999997,-0.03734000000000037
26.0,18,10,0,38.6569,9.73908,9.46087,0,36.8413,6.96017,0.0,1.8156000000000034,2.5007
28.0,18,10,0,21.8409,6.48738,4.81751,0,38.6569,9.46087,0.0,-16.816,-4.6433599999999995
30.0,18,10,0,23.5281,24.9857,0.0,1,21.8409,4.81751,0.0,1.6871999999999971,-4.81751
32.0,18,10,0,34.1748,9.60752,8.01176,0,23.5281,0.0,1.0,10.6467,8.01176
34.0,18,10,0,35.3415,13.8491,7.08177,0,34.1748,8.01176,0.0,1.1667000000000058,-0.929990000000001
36.0,18,10,0,18.0338,18.6311,0.0,1,35.3415,7.08177,0.0,-17.307700000000004,-7.08177
4.0,19,4,0,11.6883,-100.0,3.97738,0,-24.2297,0.00543729,1.0,35.918,3.97194271
6.0,19,4,0,-22.075,-100.0,0.00891941,1,11.6883,3.97738,0.0,-33.7633,-3.9684605900000003
8.0,19,4,0,-22.4073,-100.0,0.00826426,1,-22.075,0.00891941,1.0,-0.33230000000000004,-0.0006551499999999984
10.0,19,4,0,-20.7357,-100.0,0.0121277,1,-22.4073,0.00826426,1.0,1.671599999999998,0.0038634399999999992
12.0,19,4,0,-12.6913,-100.0,0.0756152,1,-20.7357,0.0121277,1.0,8.044400000000001,0.06348749999999999
14.0,19,4,0,-4.50374,-100.0,0.437769,0,-12.6913,0.0756152,1.0,8.187560000000001,0.3621538
16.0,19,4,1,2.9936,-100.0,1.58127,0,-4.50374,0.437769,0.0,7.4973399999999994,1.1435009999999999
18.0,19,1,0,-4.60639,-100.0,0.428922,0,2.9936,1.58127,0.0,-7.59999,-1.152348
20.0,19,1,0,9.50211,-100.0,3.30988,0,-4.60639,0.428922,0.0,14.1085,2.880958
22.0,19,1,0,21.6787,-100.0,7.21128,0,9.50211,3.30988,0.0,12.17659,3.9014
24.0,19,1,0,20.0271,-100.0,6.66713,0,21.6787,7.21128,0.0,-1.6515999999999984,-0.5441500000000001
26.0,19,1,0,-3.78187,-100.0,0.504482,0,20.0271,6.66713,0.0,-23.808970000000002,-6.162648
28.0,19,1,0,25.7324,-100.0,8.55197,0,-3.78187,0.504482,0.0,29.51427,8.047488000000001
30.0,19,1,0,5.22157,-100.0,2.11363,0,25.7324,8.55197,0.0,-20.51083,-6.43834
32.0,19,1,0,15.0171,-100.0,5.03331,0,5.22157,2.11363,0.0,9.79553,2.91968
34.0,19,1,0,13.6864,-100.0,4.60699,0,15.0171,5.03331,0.0,-1.3306999999999984,-0.4263200000000005
36.0,19,1,0,17.7173,-100.0,5.90977,0,13.6864,4.60699,0.0,4.030900000000001,1.3027800000000003
4.0,20,9,0,38.0403,-100.0,12.6369,0,26.203,8.7079,0.0,11.837300000000003,3.9290000000000003
6.0,20,9,0,39.0471,-100.0,12.9714,0,38.0403,12.6369,0.0,1.0067999999999984,0.33449999999999847
8.0,20,9,0,36.0759,-100.0,11.9845,0,39.0471,12.9714,0.0,-2.971200000000003,-0.9868999999999986
10.0,20,9,0,30.4936,-100.0,10.131,0,36.0759,11.9845,0.0,-5.5822999999999965,-1.8535000000000004
12.0,20,9,0,25.7749,-100.0,8.56604,0,30.4936,10.131,0.0,-4.718700000000002,-1.564960000000001
14.0,20,9,0,26.8191,-100.0,8.91211,0,25.7749,8.56604,0.0,1.0442,0.346070000000001
16.0,20,9,0,30.1723,-100.0,10.0244,0,26.8191,8.91211,0.0,3.353200000000001,1.1122899999999998
18.0,20,9,0,18.8145,-100.0,6.26889,0,30.1723,10.0244,0.0,-11.357800000000001,-3.75551
20.0,20,9,0,23.5118,-100.0,7.81688,0,18.8145,6.26889,0.0,4.697300000000002,1.5479900000000004
22.0,20,9,0,24.914,-100.0,8.2809,0,23.5118,7.81688,0.0,1.4022000000000006,0.46402000000000054
24.0,20,9,0,15.9133,-100.0,5.32277,0,24.914,8.2809,0.0,-9.000700000000002,-2.9581300000000006
26.0,20,9,0,-0.34033,-100.0,0.94458,0,15.9133,5.32277,0.0,-16.25363,-4.37819
28.0,20,9,0,8.04001,-100.0,2.88127,0,-0.34033,0.94458,0.0,8.38034,1.9366900000000002
30.0,20,9,0,18.8793,-100.0,6.29013,0,8.04001,2.88127,0.0,10.83929,3.4088600000000002
32.0,20,9,0,-1.22295,-100.0,0.811125,0,18.8793,6.29013,0.0,-20.10225,-5.479005000000001
34.0,20,9,0,18.4443,-100.0,6.14757,0,-1.22295,0.811125,0.0,19.66725,5.336445
36.0,20,9,0,8.37629,-100.0,2.97831,0,18.4443,6.14757,0.0,-10.06801,-3.16926
4.0,21,3,0,32.8398,2.57695,9.41929,0,22.0008,0.0,1.0,10.838999999999995,9.41929
6.0,21,3,0,27.9009,16.7524,3.67563,0,32.8398,9.41929,0.0,-4.938899999999997,-5.74366
8.0,21,3,0,30.022,26.8141,1.06411,0,27.9009,3.67563,0.0,2.1210999999999984,-2.61152
10.0,21,3,0,32.0173,11.3857,6.75336,0,30.022,1.06411,0.0,1.9953000000000003,5.6892499999999995
12.0,21,3,0,15.7498,18.7126,0.0,1,32.0173,6.75336,0.0,-16.2675,-6.75336
14.0,21,3,0,26.4985,10.6983,5.13406,0,15.7498,0.0,1.0,10.7487,5.13406
16.0,21,3,0,31.6128,18.3486,4.38631,0,26.4985,5.13406,0.0,5.1143,-0.7477499999999999
18.0,21,3,0,24.3899,15.4906,2.92134,0,31.6128,4.38631,0.0,-7.222899999999999,-1.46497
20.0,21,3,0,23.9261,14.0326,3.23647,0,24.3899,2.92134,0.0,-0.4637999999999991,0.31513000000000035
22.0,21,3,0,27.5052,-4.54146,8.7051,0,23.9261,3.23647,0.0,3.579099999999997,5.468629999999999
24.0,21,3,0,19.1159,16.2739,0.92804,0,27.5052,8.7051,0.0,-8.389299999999999,-7.77706
26.0,21,3,0,17.8905,23.5317,0.0,1,19.1159,0.92804,0.0,-1.2254000000000005,-0.92804
28.0,21,3,0,16.6457,12.8537,1.21767,0,17.8905,0.0,1.0,-1.244799999999998,1.21767
30.0,21,3,0,27.9201,18.2506,3.19303,0,16.6457,1.21767,0.0,11.2744,1.9753599999999998
32.0,21,3,0,20.908,13.0128,2.56405,0,27.9201,3.19303,0.0,-7.0121,-0.6289799999999999
34.0,21,3,0,10.0105,14.4039,0.0,1,20.908,2.56405,0.0,-10.8975,-2.56405
36.0,21,3,0,-1.72288,6.48396,0.0,1,10.0105,0.0,1.0,-11.73338,0.0
4.0,22,10,0,-5.95988,3.00387,0.0,1,33.5655,3.18424,0.0,-39.52538,-3.18424
6.0,22,10,0,17.8272,17.3763,0.147233,0,-5.95988,0.0,1.0,23.787080000000003,0.147233
8.0,22,10,0,22.9863,22.725,0.0863594,1,17.8272,0.147233,0.0,5.159099999999999,-0.0608736
10.0,22,10,0,28.3519,24.7825,1.18304,0,22.9863,0.0863594,1.0,5.365600000000001,1.0966806
12.0,22,10,0,33.6809,20.0386,4.51825,0,28.3519,1.18304,0.0,5.329000000000001,3.33521
14.0,22,10,0,30.394,12.5387,5.85447,0,33.6809,4.51825,0.0,-3.286900000000003,1.33622
16.0,22,10,0,23.9935,26.6175,0.0,1,30.394,5.85447,0.0,-6.400499999999997,-5.85447
18.0,22,10,0,3.29842,24.5072,0.0,1,23.9935,0.0,1.0,-20.69508,0.0
20.0,22,10,0,21.9217,7.32446,4.61325,0,3.29842,0.0,1.0,18.62328,4.61325
22.0,22,10,0,23.8373,17.0213,2.24179,0,21.9217,4.61325,0.0,1.9155999999999977,-2.37146
24.0,22,10,0,19.2581,15.7767,1.13585,0,23.8373,2.24179,0.0,-4.5792,-1.10594
26.0,22,10,0,16.6931,9.73908,2.19503,0,19.2581,1.13585,0.0,-2.5649999999999977,1.05918
28.0,22,10,0,9.44383,6.48738,0.845202,0,16.6931,2.19503,0.0,-7.249270000000001,-1.349828
30.0,22,10,0,9.05577,24.9857,0.0,1,9.44383,0.845202,0.0,-0.3880599999999994,-0.845202
32.0,22,10,0,15.3356,9.60752,1.7946,0,9.05577,0.0,1.0,6.279829999999999,1.7946
34.0,22,10,0,26.335,13.8491,4.09282,0,15.3356,1.7946,0.0,10.999400000000001,2.2982199999999997
36.0,22,10,0,28.1093,18.6311,3.13118,0,26.335,4.09282,0.0,1.7743000000000002,-0.9616399999999996
4.0,23,7,0,22.2174,-100.0,7.3891,0,-2.6555,0.625329,0.0,24.8729,6.763771
6.0,23,7,0,18.1778,-100.0,6.06032,0,22.2174,7.3891,0.0,-4.0396,-1.32878
8.0,23,7,0,11.229,-100.0,3.83502,0,18.1778,6.06032,0.0,-6.948800000000002,-2.2253
10.0,23,7,0,16.1264,-100.0,5.39185,0,11.229,3.83502,0.0,4.897400000000001,1.5568299999999997
12.0,23,7,0,24.8603,-100.0,8.26313,0,16.1264,5.39185,0.0,8.733899999999998,2.8712800000000005
14.0,23,7,0,8.03994,-100.0,2.88125,0,24.8603,8.26313,0.0,-16.82036,-5.381880000000001
16.0,23,7,0,15.2588,-100.0,5.11122,0,8.03994,2.88125,0.0,7.218860000000001,2.2299700000000002
18.0,23,7,0,2.33294,-100.0,1.43892,0,15.2588,5.11122,0.0,-12.92586,-3.6723000000000003
20.0,23,7,0,17.3613,-100.0,5.79356,0,2.33294,1.43892,0.0,15.02836,4.35464
22.0,23,7,0,17.2116,-100.0,5.74473,0,17.3613,5.79356,0.0,-0.14969999999999928,-0.048830000000000595
24.0,23,7,0,19.2907,-100.0,6.42513,0,17.2116,5.74473,0.0,2.0791000000000004,0.6804000000000006
26.0,23,7,0,11.5209,-100.0,3.92538,0,19.2907,6.42513,0.0,-7.769800000000002,-2.49975
28.0,23,7,0,5.75436,-100.0,2.25161,0,11.5209,3.92538,0.0,-5.766539999999999,-1.6737700000000002
30.0,23,7,0,19.1648,-100.0,6.38378,0,5.75436,2.25161,0.0,13.41044,4.13217
32.0,23,7,0,2.42746,-100.0,1.45881,0,19.1648,6.38378,0.0,-16.73734,-4.92497
34.0,23,7,0,13.7203,-100.0,4.61777,0,2.42746,1.45881,0.0,11.29284,3.1589600000000004
36.0,23,7,0,5.04492,-100.0,2.06872,0,13.7203,4.61777,0.0,-8.67538,-2.5490500000000003
4.0,24,10,0,-12.8915,3.00387,0.0,1,3.35265,0.0,1.0,-16.24415,0.0
6.0,24,10,0,-6.51585,17.3763,0.0,1,-12.8915,0.0,1.0,6.37565,0.0
8.0,24,10,0,-4.55324,22.725,0.0,1,-6.51585,0.0,1.0,1.9626100000000006,0.0
10.0,24,10,0,-11.7475,24.7825,0.0,1,-4.55324,0.0,1.0,-7.194260000000001,0.0
12.0,24,10,0,-5.06421,20.0386,0.0,1,-11.7475,0.0,1.0,6.68329,0.0
14.0,24,10,0,-13.6889,12.5387,0.0,1,-5.06421,0.0,1.0,-8.624690000000001,0.0
16.0,24,10,0,0.326543,26.6175,0.0,1,-13.6889,0.0,1.0,14.015443000000001,0.0
18.0,24,10,0,3.62798,24.5072,0.0,1,0.326543,0.0,1.0,3.301437,0.0
20.0,24,10,0,-13.5902,7.32446,0.0,1,3.62798,0.0,1.0,-17.21818,0.0
22.0,24,10,0,0.4387,17.0213,0.0,1,-13.5902,0.0,1.0,14.0289,0.0
24.0,24,10,0,-6.10738,15.7767,0.0,1,0.4387,0.0,1.0,-6.54608,0.0
26.0,24,10,0,-5.9307,9.73908,0.0,1,-6.10738,0.0,1.0,0.17668000000000017,0.0
28.0,24,10,0,-8.79818,6.48738,0.0,1,-5.9307,0.0,1.0,-2.8674800000000005,0.0
30.0,24,10,0,-2.4291,24.9857,0.0,1,-8.79818,0.0,1.0,6.36908,0.0
32.0,24,10,0,-11.5118,9.60752,0.0,1,-2.4291,0.0,1.0,-9.082699999999999,0.0
34.0,24,10,0,17.3847,13.8491,1.14233,0,-11.5118,0.0,1.0,28.896499999999996,1.14233
36.0,24,10,0,-5.23972,18.6311,0.0,1,17.3847,1.14233,0.0,-22.62442,-1.14233
4.0,25,10,0,22.5978,3.00387,5.93121,0,33.6924,3.22637,0.0,-11.0946,2.70484
6.0,25,10,0,21.4131,17.3763,1.32523,0,22.5978,5.93121,0.0,-1.1846999999999994,-4.605980000000001
8.0,25,10,0,33.6944,22.725,3.6369,0,21.4131,1.32523,0.0,12.281300000000002,2.31167
10.0,25,10,0,5.59182,24.7825,0.0,1,33.6944,3.6369,0.0,-28.102580000000003,-3.6369
12.0,25,10,0,22.2187,20.0386,0.718617,0,5.59182,0.0,1.0,16.62688,0.718617
14.0,25,10,0,29.9844,12.5387,5.71856,0,22.2187,0.718617,0.0,7.7657000000000025,4.999943
16.0,25,10,0,35.2796,26.6175,2.87475,0,29.9844,5.71856,0.0,5.295200000000001,-2.84381
18.0,25,10,0,24.4684,24.5072,0.0,1,35.2796,2.87475,0.0,-10.811200000000003,-2.87475
20.0,25,10,0,28.0349,7.32446,6.63703,0,24.4684,0.0,1.0,3.5665000000000013,6.63703
22.0,25,10,0,36.8867,17.0213,6.57106,0,28.0349,6.63703,0.0,8.851799999999997,-0.06597000000000008
24.0,25,10,0,34.1751,15.7767,6.07471,0,36.8867,6.57106,0.0,-2.711599999999997,-0.4963500000000005
26.0,25,10,0,35.6841,9.73908,8.47354,0,34.1751,6.07471,0.0,1.5090000000000003,2.3988300000000002
28.0,25,10,0,29.8397,6.48738,7.46676,0,35.6841,8.47354,0.0,-5.8444,-1.00678
30.0,25,10,0,26.6099,24.9857,0.538123,0,29.8397,7.46676,0.0,-3.229800000000001,-6.928637
32.0,25,10,0,31.0929,9.60752,6.98855,0,26.6099,0.538123,0.0,4.4830000000000005,6.450427
34.0,25,10,0,31.8444,13.8491,5.92058,0,31.0929,6.98855,0.0,0.7515000000000001,-1.0679699999999999
36.0,25,10,0,12.2447,18.6311,0.0,1,31.8444,5.92058,0.0,-19.5997,-5.92058
4.0,26,6,0,-3.82431,-100.0,0.500335,0,-11.2992,0.103188,0.0,7.47489,0.397147
6.0,26,6,1,-3.78243,-100.0,0.504427,0,-3.82431,0.500335,0.0,0.04187999999999992,0.0040919999999999845
8.0,26,3,0,6.70766,26.8141,0.0,1,-3.78243,0.504427,0.0,10.49009,-0.504427
10.0,26,3,0,12.8895,11.3857,0.470645,0,6.70766,0.0,1.0,6.18184,0.470645
12.0,26,3,0,15.9116,18.7126,0.0,1,12.8895,0.470645,0.0,3.0221,-0.470645
14.0,26,3,0,26.6241,10.6983,5.17567,0,15.9116,0.0,1.0,10.712499999999999,5.17567
16.0,26,3,0,21.2672,18.3486,0.95933,0,26.6241,5.17567,0.0,-5.3568999999999996,-4.216340000000001
18.0,26,3,0,3.52468,15.4906,0.0,1,21.2672,0.95933,0.0,-17.74252,-0.95933
20.0,26,3,0,6.50654,14.0326,0.0,1,3.52468,0.0,1.0,2.98186,0.0
22.0,26,3,0,16.1369,-4.54146,4.96074,0,6.50654,0.0,1.0,9.63036,4.96074
24.0,26,3,0,22.9198,16.2739,2.18145,0,16.1369,4.96074,0.0,6.782899999999998,-2.7792900000000005
26.0,26,3,0,1.92254,23.5317,0.0,1,22.9198,2.18145,0.0,-20.997259999999997,-2.18145
28.0,26,3,0,17.6687,12.8537,1.55106,0,1.92254,0.0,1.0,15.746160000000001,1.55106
30.0,26,3,0,21.7945,18.2506,1.16534,0,17.6687,1.55106,0.0,4.125799999999998,-0.38572000000000006
32.0,26,3,0,23.8414,13.0128,3.53278,0,21.7945,1.16534,0.0,2.046900000000001,2.3674399999999998
34.0,26,3,0,19.5203,14.4039,1.66424,0,23.8414,3.53278,0.0,-4.321100000000001,-1.8685399999999999
36.0,26,3,0,6.79243,6.48396,0.0842077,1,19.5203,1.66424,0.0,-12.72787,-1.5800323
4.0,27,7,0,36.2956,-100.0,12.0575,0,22.0907,7.34725,0.0,14.204900000000002,4.710249999999999
6.0,27,7,0,38.8515,-100.0,12.9064,0,36.2956,12.0575,0.0,2.555900000000001,0.8489000000000004
8.0,27,7,0,39.4042,-100.0,13.09,0,38.8515,12.9064,0.0,0.5527000000000015,0.1836000000000002
10.0,27,7,0,41.9354,-100.0,13.9307,0,39.4042,13.09,0.0,2.5311999999999983,0.8407
12.0,27,7,0,20.1719,-100.0,6.71476,0,41.9354,13.9307,0.0,-21.7635,-7.21594
14.0,27,7,0,17.5066,-100.0,5.84095,0,20.1719,6.71476,0.0,-2.665300000000002,-0.8738099999999998
16.0,27,7,0,14.7455,-100.0,4.94592,0,17.5066,5.84095,0.0,-2.761099999999999,-0.8950300000000002
18.0,27,7,0,5.79744,-100.0,2.26293,0,14.7455,4.94592,0.0,-8.94806,-2.68299
20.0,27,7,0,23.6132,-100.0,7.8504,0,5.79744,2.26293,0.0,17.815759999999997,5.58747
22.0,27,7,0,18.9365,-100.0,6.30889,0,23.6132,7.8504,0.0,-4.6767,-1.5415099999999997
24.0,27,7,0,21.7742,-100.0,7.24279,0,18.9365,6.30889,0.0,2.8377000000000017,0.9339000000000004
26.0,27,7,0,10.0677,-100.0,3.47988,0,21.7742,7.24279,0.0,-11.7065,-3.76291
28.0,27,7,0,21.7639,-100.0,7.23939,0,10.0677,3.47988,0.0,11.6962,3.75951
30.0,27,7,0,20.073,-100.0,6.68223,0,21.7639,7.23939,0.0,-1.6908999999999992,-0.5571600000000005
32.0,27,7,0,17.5083,-100.0,5.8415,0,20.073,6.68223,0.0,-2.564700000000002,-0.8407299999999998
34.0,27,7,0,29.0443,-100.0,9.65012,0,17.5083,5.8415,0.0,11.536000000000001,3.8086199999999995
36.0,27,7,0,10.6942,-100.0,3.67052,0,29.0443,9.65012,0.0,-18.350099999999998,-5.9796
4.0,28,7,0,30.2681,-100.0,10.0562,0,1.6483,1.2996,0.0,28.6198,8.7566
6.0,28,7,0,24.4905,-100.0,8.14068,0,30.2681,10.0562,0.0,-5.7776,-1.9155200000000008
8.0,28,7,0,33.5531,-100.0,11.1467,0,24.4905,8.14068,0.0,9.0626,3.0060199999999995
10.0,28,7,0,27.8753,-100.0,9.26233,0,33.5531,11.1467,0.0,-5.677800000000001,-1.8843699999999988
12.0,28,7,0,21.8861,-100.0,7.27972,0,27.8753,9.26233,0.0,-5.9892,-1.9826100000000002
14.0,28,7,0,16.4302,-100.0,5.49045,0,21.8861,7.27972,0.0,-5.4559,-1.7892700000000001
16.0,28,7,0,8.91934,-100.0,3.13703,0,16.4302,5.49045,0.0,-7.510859999999999,-2.35342
18.0,28,7,0,25.1483,-100.0,8.35848,0,8.91934,3.13703,0.0,16.22896,5.22145
20.0,28,7,0,23.9692,-100.0,7.96817,0,25.1483,8.35848,0.0,-1.1790999999999983,-0.3903100000000004
22.0,28,7,0,20.9581,-100.0,6.97365,0,23.9692,7.96817,0.0,-3.011099999999999,-0.9945199999999996
24.0,28,7,0,19.4966,-100.0,6.49274,0,20.9581,6.97365,0.0,-1.461500000000001,-0.4809099999999997
26.0,28,7,0,15.4246,-100.0,5.16474,0,19.4966,6.49274,0.0,-4.072000000000001,-1.3280000000000003
28.0,28,7,0,25.1216,-100.0,8.34966,0,15.4246,5.16474,0.0,9.697000000000001,3.18492
30.0,28,7,0,19.1123,-100.0,6.36655,0,25.1216,8.34966,0.0,-6.0093,-1.98311
32.0,28,7,0,23.3072,-100.0,7.74921,0,19.1123,6.36655,0.0,4.1949000000000005,1.3826599999999996
34.0,28,7,0,25.0125,-100.0,8.31351,0,23.3072,7.74921,0.0,1.7052999999999976,0.5643000000000011
36.0,28,7,0,4.98292,-100.0,2.05306,0,25.0125,8.31351,0.0,-20.02958,-6.2604500000000005
4.0,29,10,0,5.66019,3.00387,0.643416,0,3.52998,0.0,1.0,2.13021,0.643416
6.0,29,10,0,-2.95517,17.3763,0.0,1,5.66019,0.643416,0.0,-8.615359999999999,-0.643416
8.0,29,10,0,14.477,22.725,0.0,1,-2.95517,0.0,1.0,17.43217,0.0
10.0,29,10,0,15.9374,24.7825,0.0,1,14.477,0.0,1.0,1.4604,0.0
12.0,29,10,0,30.4872,20.0386,3.45802,0,15.9374,0.0,1.0,14.549800000000001,3.45802
