sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
10,0.397768,7.10484,9848.91,1.27649,2345.74,2521.22,2624.06,2357.89,2343.43,2519.17,2622.03,2355.91,1.79574,1.79574,1.79574,1.79574,0.51,0.255,0.24,0.185,0.0007616,11.7112,0,1,1,1,1,11.8548,18.9717,22.408,12.4626,60,80,100,120,2,1.5,1,1.2
20,0.494063,7.38471,20562.4,1.67583,4956.33,5068.72,5559.79,4977.55,4951.57,5064.38,5555.47,4973.31,3.791,3.791,3.791,3.791,0.97,0.55,0.53,0.45,0.0008384,11.4329,0,1,1,1,1,11.8548,18.9717,22.408,12.4626,60,80,105,120,2,1.5,1,1.2
30,0.581845,9.23815,31773.2,1.6007,7604.55,7915.77,8593.63,7659.24,7597.53,7909.3,8586.94,7652.67,5.78626,5.78626,5.78626,5.78626,1.235,0.685,0.9,0.785,0.0007072,11.7952,0,0.9,1,1,1,11.8548,18.9717,22.408,12.4626,60,80,105,120,2,1.5,1,1.2
40,0.683036,11.1349,42672.5,1.91567,10206.9,10681.5,11501,10283.2,10197.7,10672.7,11492,10274.2,7.78152,7.78152,7.78152,7.78152,1.425,0.99,1.22,1.175,0.0007712,10.9581,0,0.8,1,1,1,11.8548,18.9717,22.408,12.4626,60,80,105,120,2,1.5,1,1.2
50,0.787195,11.7527,53710.7,2.14018,12828.2,13502.8,14452.1,12927.6,12816.8,13491.6,14440.9,12916.4,9.77679,9.77679,9.77679,9.77679,1.68,1.425,1.41,1.465,0.0007488,11.2218,0,0.8,1.1,1,1,11.8548,18.9717,22.408,12.4626,60,80,105,120,2,1.5,1,1.2
60,0.843452,14.1665,64670.1,2.47612,15450.5,16353,17354.6,15512,15436.5,16339.2,17341.2,15498.5,11.772,11.772,11.772,11.772,2.2,1.975,1.635,1.69,0.0009728,11.3801,0,0.8,1.2,1,1,11.8548,18.9717,22.408,12.4626,60,80,105,120,2,1.5,1,1.2
70,0.866875,14.2123,75841.9,2.64482,18050.6,19169,20373.4,18249,18034.2,19152.8,20357.5,18233.3,13.7673,13.7673,13.7673,13.7673,2.62,2.415,2.205,1.88,0.0010368,11.2704,0,0.8,1.3,1,1,11.8548,18.9717,22.408,12.4626,60,80,105,120,2,1.5,1,1.2
80,0.909146,16.9819,86840.5,2.33532,20613,22002.7,23361.9,20862.9,20594.2,21984.3,23343.4,20845,15.7626,15.7626,15.7626,15.7626,3.01,2.67,2.665,2.14,0.0008736,11.4079,0,0.8,1.2,1,1,11.8548,18.9717,22.408,12.4626,60,80,105,120,2,1.5,1,1.2
90,0.952134,18.8816,97848.8,2.32969,23221.1,24804.6,26367.5,23455.6,23199.9,24784,26346.7,23435.4,17.7578,17.7578,17.7578,17.7578,3.435,2.92,3.04,2.435,0.0008608,11.1829,0,0.8,1.1,1,1,11.8548,18.9717,22.408,12.4626,60,80,105,120,2,1.5,1,1.2
100,0.9625,21.7169,108856,2.40896,25846.9,27573.9,29324.7,26110.1,25823.1,27550.9,29301.6,26087.7,19.7531,19.7531,19.7531,19.7531,4.09,3.265,3.355,2.705,0.0010144,11.0469,0,0.8,1.1,1,1,11.8548,18.9717,22.408,12.4626,60,80,105,120,2,1.5,1,1.2
