Time,UE,Delay,Jitter,Throughput,PDR,PLR
8,28,0.154412,0.0368224,0.1528,26.3158,73.6842
8,29,0.154518,0.0290647,0.226144,34.9057,65.0943
8,30,0.130252,0.0345205,0.299488,59.0361,40.9639
8,31,0.0115119,0.00445814,0.476736,96.2963,3.7037
8,32,0.141539,0.0316346,0.330048,65.8537,34.1463
8,33,0.136439,0.0339931,0.268928,64.7059,35.2941
8,34,0.0990629,0.0251247,0.342272,70.8861,29.1139
8,35,0.133678,0.0321536,0.342272,62.9213,37.0787
8,36,0.149052,0.0375481,0.250592,44.086,55.914
8,37,0.0527737,0.0143136,0.598976,100,0
8,38,0.138794,0.0345721,0.201696,38.3721,61.6279
8,39,0.137661,0.0319803,0.12224,31.25,68.75
8,40,0.146085,0.0338884,0.323936,55.2083,44.7917
8,41,0.140909,0.0338556,0.24448,49.3827,50.6173
8,42,0.0165934,0.00329619,0.348384,100,0
8,43,0.0503048,0.0171669,0.372832,85.9155,14.0845
8,44,0.120887,0.0348558,0.342272,65.1163,34.8837
8,45,0.0773755,0.0199075,0.36672,67.4157,32.5843
8,46,0.15764,0.0291623,0.24448,41.2371,58.7629
8,47,0.139889,0.033442,0.250592,42.7083,57.2917
8,48,0.0934585,0.0228321,0.391168,81.0127,18.9873
8,49,0.129123,0.0273391,0.42784,67.3077,32.6923
8,50,0.126482,0.0327369,0.085568,22.9508,77.0492
8,51,0.130067,0.0307111,0.36672,70.5882,29.4118
8,52,0.138112,0.030822,0.177248,31.5217,68.4783
8,53,0.144454,0.0397571,0.177248,33.7209,66.2791
8,54,0.138975,0.0314318,0.299488,49,51
8,55,0.13482,0.028105,0.348384,64.0449,35.9551
8,56,0.0118004,0.00414085,0.574528,96.9072,3.09278
8,57,0.00576257,0.00111424,0.4584,100,0
8,58,0.133631,0.0349162,0.21392,28.9256,71.0744
8,59,0.131096,0.0408419,0.140576,27.0588,72.9412
8,60,0.139603,0.0322068,0.299488,55.6818,44.3182
8,61,0.136232,0.034707,0.226144,44.0476,55.9524
8,62,0.0106516,0.00192446,0.360608,100,0
8,63,0.0183086,0.00562099,0.470624,98.7179,1.28205
8,64,0.150589,0.0352366,0.18336,31.25,68.75
8,65,0.119867,0.031317,0.24448,56.338,43.662
8,66,0.0449065,0.0154912,0.299488,69.0141,30.9859
8,67,0.0860375,0.0236403,0.421728,86.25,13.75
8,68,0.104574,0.0286467,0.342272,74.6667,25.3333
8,69,0.00366674,0.000333848,0.354496,100,0
8,70,0.128811,0.029638,0.293376,61.5385,38.4615
8,71,0.1397,0.0320613,0.287264,59.4937,40.5063
8,72,0.141079,0.0343994,0.232256,46.9136,53.0864
8,73,0.119217,0.0295391,0.385056,67.0213,32.9787
8,74,0.106102,0.0275755,0.232256,58.4615,41.5385
10,0,0.133335,0.0292855,0.250592,46.5909,53.4091
10,1,0.122381,0.0309509,0.36672,75,25
10,2,0.137414,0.0317788,0.287264,59.4937,40.5063
10,3,0.150936,0.0405722,0.055008,9.47368,90.5263
10,4,0.12874,0.0336966,0.299488,56.9767,43.0233
10,5,0.151008,0.031375,0.220032,40.9091,59.0909
10,6,0.108308,0.0271982,0.311712,60,40
10,7,0.0968211,0.0239294,0.33616,72.3684,27.6316
10,8,0.125972,0.0294966,0.342272,71.7949,28.2051
10,9,0.0153388,0.00379764,0.440064,100,0
10,10,0.11915,0.0298094,0.3056,70.4225,29.5775
10,11,0.108231,0.0317195,0.3056,83.3333,16.6667
10,12,0.00402944,0.000362999,0.409504,100,0
10,13,0.163634,0.0450562,0.21392,51.4706,48.5294
10,14,0.134251,0.0324796,0.378944,60.7843,39.2157
10,15,0.102465,0.025222,0.4584,84.2697,15.7303
10,16,0.119786,0.0335618,0.281152,71.875,28.125
10,17,0.0508934,0.0148591,0.513408,96.5517,3.44828
10,18,0.164016,0.0283157,0.256704,40,60
10,19,0.134264,0.0304471,0.299488,70,30
10,20,0.136022,0.0353386,0.177248,39.726,60.274
10,21,0.151592,0.0339904,0.158912,27.957,72.043
10,22,0.139129,0.030906,0.146688,44.4444,55.5556
10,23,0.135503,0.0333715,0.165024,29.3478,70.6522
10,24,0.149663,0.0317352,0.134464,25.2874,74.7126
10,25,0.0191881,0.00789398,0.537856,95.6522,4.34783
10,26,0.139321,0.0354698,0.195584,38.0952,61.9048
10,27,0.161244,0.0261801,0.097792,22.2222,77.7778
10,28,0.153597,0.035773,0.256704,42,58
10,29,0.151501,0.0290723,0.140576,24.4681,75.5319
10,30,0.131434,0.0334064,0.226144,48.6842,51.3158
10,31,0.0200316,0.00795235,0.464512,85.3933,14.6067
10,32,0.138806,0.0314543,0.3056,70.4225,29.5775
10,33,0.137589,0.0331644,0.27504,53.5714,46.4286
10,34,0.0986372,0.0245244,0.433952,73.9583,26.0417
10,35,0.136563,0.030505,0.256704,56.7568,43.2432
10,36,0.147798,0.0355161,0.201696,43.4211,56.5789
10,37,0.0376881,0.0111378,0.592864,100,0
10,38,0.139988,0.0345302,0.165024,34.1772,65.8228
10,39,0.143064,0.0310625,0.12224,27.3973,72.6027
10,40,0.146061,0.0325139,0.268928,57.1429,42.8571
10,41,0.141379,0.0329513,0.238368,50.6494,49.3506
10,42,0.0153941,0.00334093,0.354496,98.3051,1.69492
10,43,0.0500257,0.0160207,0.55008,89.1089,10.8911
10,44,0.125212,0.0332478,0.409504,67,33
10,45,0.0910331,0.0218187,0.464512,86.3636,13.6364
10,46,0.158224,0.0298461,0.110016,19.5652,80.4348
10,47,0.140037,0.0330367,0.207808,50.7463,49.2537
10,48,0.0828202,0.0205583,0.391168,100,0
10,49,0.129036,0.0272514,0.27504,55.5556,44.4444
10,50,0.134045,0.0322951,0.1528,29.7619,70.2381
10,51,0.13148,0.0305498,0.323936,59.5506,40.4494
10,52,0.148156,0.0323792,0.3056,45.8716,54.1284
10,53,0.142116,0.042577,0.048896,9.7561,90.2439
10,54,0.144093,0.0337514,0.201696,55,45
10,55,0.133168,0.0284214,0.299488,66.2162,33.7838
10,56,0.0140704,0.00504728,0.470624,96.25,3.75
10,57,0.00666424,0.00150715,0.513408,98.8235,1.17647
10,58,0.134749,0.0365011,0.140576,25.5556,74.4444
10,59,0.132326,0.0399222,0.238368,34.2105,65.7895
10,60,0.139454,0.0317561,0.311712,50.495,49.505
10,61,0.137843,0.0367018,0.158912,32.9114,67.0886
10,62,0.0150547,0.00315873,0.42784,89.7436,10.2564
10,63,0.0195153,0.00547882,0.6112,97.0874,2.91262
10,64,0.151039,0.0315311,0.21392,44.8718,55.1282
10,65,0.114322,0.0312288,0.348384,63.3333,36.6667
10,66,0.0626402,0.019627,0.446176,83.908,16.092
10,67,0.0832146,0.0227025,0.415616,73.1183,26.8817
10,68,0.0979615,0.0266581,0.354496,82.8571,17.1429
10,69,0.00511105,0.00098113,0.568416,98.9362,1.06383
10,70,0.124116,0.0310322,0.317824,66.6667,33.3333
10,71,0.137326,0.0317865,0.207808,45.9459,54.0541
10,72,0.1412,0.0324795,0.403392,59.4595,40.5405
10,73,0.12455,0.0296206,0.293376,75,25
10,74,0.111232,0.0285425,0.311712,62.963,37.037
12,0,0.134401,0.0305789,0.24448,45.4545,54.5455
12,1,0.116303,0.0295587,0.39728,69.1489,30.8511
12,2,0.13668,0.0318433,0.195584,45.7143,54.2857
12,3,0.149242,0.0405893,0.085568,15.2174,84.7826
12,4,0.130075,0.034321,0.323936,53,47
12,5,0.150141,0.0323151,0.140576,30.2632,69.7368
12,6,0.113785,0.0277027,0.299488,74.2424,25.7576
12,7,0.0998501,0.0247415,0.330048,73.9726,26.0274
12,8,0.126855,0.0287946,0.268928,50.5747,49.4253
12,9,0.0164267,0.00389231,0.507296,97.6471,2.35294
12,10,0.121319,0.0304195,0.3056,53.7634,46.2366
12,11,0.107086,0.0309951,0.317824,77.6119,22.3881
12,12,0.00398636,0.000348239,0.690656,100,0
12,13,0.149341,0.0414856,0.238368,46.988,53.012
12,14,0.130697,0.0340879,0.323936,63.0952,36.9048
12,15,0.102913,0.0252636,0.372832,67.033,32.967
12,16,0.114643,0.0318986,0.281152,66.6667,33.3333
12,17,0.0427152,0.0122828,0.391168,100,0
12,18,0.159029,0.0281459,0.232256,38.7755,61.2245
12,19,0.134631,0.0300545,0.36672,63.8298,36.1702
12,20,0.135265,0.0352747,0.1528,34.2466,65.7534
12,21,0.151448,0.0326464,0.146688,33.8028,66.1972
