sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survVmax,patVmax,rapidVmax,stratVmax,survZmin,survZmax,patZmin,patZmax,rapidZmin,rapidZmax,stratZmin,stratZmax,survDt,patDt,rapidDt,stratDt
10,0.53125,7.03793,9966.22,2.01862,2323.92,2677.42,2613.75,2351.13,2321.87,2675.06,2611.75,2348.82,1.79574,1.79574,1.79574,1.79574,0.255,0.565,0.205,0.52,0.0009888,11.7828,0,1,1,1,1,15,25,35,22,60,80,80,95,95,110,120,130,2,1.5,1,1.2
20,0.681875,7.2088,21253.5,2.85019,4877.9,5801.05,5628.63,4945.88,4873.68,5795.91,5624.39,4940.81,3.791,3.791,3.791,3.791,0.43,1.35,0.445,1.275,0.0012512,11.8329,0,1,1,1,1,15,25,35,22,60,80,80,95,95,110,120,130,2,1.5,1,1.2
30,0.709615,9.18897,32355.3,2.89568,7365.72,8795.57,8619.33,7574.65,7359.36,8787.82,8612.42,7566.98,5.78626,5.78626,5.78626,5.78626,0.58,1.96,1.125,1.88,0.0013088,11.6753,0,1.1,1,1,1,15,25,35,22,60,80,80,95,95,110,120,130,2,1.5,1,1.2
