sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
10,0.431696,7.2189,10246.2,1.40156,2334.09,2479.66,2960.25,2472.17,2332.04,2477.57,2958.15,2470.03,1.79574,1.79574,1.79574,1.79574,0.26,0.29,0.3,0.35,0.000768,11.2854,0,1,1,1,1,11.7894,16.2942,30.6606,16.1371,60,80,100,120,2,1.5,1,1.2
20,0.543155,7.37159,21553.9,1.7969,4908.75,5017.76,6398.94,5228.41,4904.36,5013.41,6394.51,5223.93,3.791,3.791,3.791,3.791,0.605,0.565,0.64,0.685,0.0008288,11.6865,0,0.9,1,1,1,11.7894,16.2942,30.6606,16.1371,60,80,100,120,2,1.5,1,1.2
30,0.592683,9.99341,32496.5,1.60322,7399.55,7740.27,9414.82,7941.88,7392.89,7733.54,9408.16,7935.18,5.78626,5.78626,5.78626,5.78626,0.875,0.945,0.865,0.92,0.0007104,11.4841,0,0.9,1,1,1,11.7894,16.2942,30.6606,16.1371,65,80,100,120,2,1.5,1,1.2
40,0.653049,13.0963,44040.3,1.92007,9961.19,10575.1,12856.8,10647.2,9952.26,10566,12847.8,10638.2,7.78152,7.78152,7.78152,7.78152,1.15,1.4,1.265,1.25,0.0009344,11.3518,0,0.9,1,1,1,12.7894,16.2942,30.6606,16.1371,65,80,100,120,2,1.5,1,1.2
50,0.715476,15.8373,55484.3,1.89533,12578.4,13321,16331,13253.9,12567.1,13309.3,16319.6,13242.6,9.77679,9.77679,9.77679,9.77679,1.495,1.88,1.635,1.505,0.000928,11.7456,0,0.9,1,0.9,1,12.7894,16.2942,30.6606,16.1371,65,80,100,120,2,1.5,1,1.2
60,0.756707,17.8716,66688.2,1.85267,15190.3,16096.3,19462.6,15938.9,15176.7,16082.2,19448.9,15925.4,11.772,11.772,11.772,11.772,1.855,2.385,1.935,1.76,0.0009088,11.7841,0,1,1,0.9,1,12.7894,16.2942,30.6606,16.1371,65,80,100,120,2,1.5,1,1.2
70,0.834226,16.9106,78285.8,2.38927,17854,18844.9,22888.9,18698,17837.8,18828.3,22872.8,18682.2,13.7673,13.7673,13.7673,13.7673,2.385,2.785,2.4,2.035,0.0010688,11.7847,0,1,1,0.9,1,13.7894,16.2942,30.6606,16.1371,65,80,100,120,2,1.5,1,1.2
80,0.935366,17.8774,90024.3,2.50519,20574.4,21623.4,26298.8,21527.7,20555.8,21604.4,26280.3,21509.6,15.7626,15.7626,15.7626,15.7626,2.83,3.23,2.74,2.35,0.0009888,11.8456,0,1,1,0.9,1,14.7894,16.2942,30.6606,16.1371,65,80,100,120,2,1.5,1,1.2
90,0.975,20.6077,101734,2.55978,23326,24418.6,29628.3,24360.7,23304.8,24397.2,29607.4,24340.3,17.7578,17.7578,17.7578,17.7578,3.455,3.63,3.1,2.63,0.0010656,11.7956,0,1,1,0.9,1.1,14.7894,16.2942,30.6606,16.1371,65,80,100,120,2,1.5,1,1.2
100,0.975,24.2877,113377,1.9912,26022.3,27061.1,33056.1,27237.5,25998.6,27037.5,33032.8,27214.9,19.7531,19.7531,19.7531,19.7531,3.885,3.87,3.535,2.855,0.0008512,11.8284,0,1,1,0.9,1.1,15.7894,16.2942,30.6606,16.1371,65,80,100,120,2,1.5,1,1.2
