sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
10,0.518304,6.92166,10430.1,1.88863,2272.45,2665.02,3006.49,2486.17,2269.98,2662.98,3004.44,2484.08,1.79574,1.79574,1.79574,1.79574,0.67,0.245,0.25,0.29,0.0009312,12.0327,0,1,1,1,1,9.13232,22.3729,31.6103,19.1123,60,80,100,120,2,1.5,1,1.2
20,0.818125,7.91074,22202.9,3.40297,4828.89,5544.9,6471.33,5357.74,4823.36,5540.49,6466.78,5353.45,3.791,3.791,3.791,3.791,1.735,0.625,0.765,0.49,0.0013824,11.9524,0,1,1,1,1,9.13232,22.3729,31.6103,19.1123,60,80,105,120,2,1.5,1,1.2
30,0.960625,8.60576,34240.9,3.62879,7405.79,8575.72,10038,8221.37,7397.27,8568.67,10031.3,8214.93,5.78626,5.78626,5.78626,5.78626,2.735,1.26,0.95,0.66,0.0012736,11.7953,0,1,1,1,1,9.13232,22.3729,31.6103,19.1123,60,80,105,120,2,1.5,1,1.2
40,0.984688,10.8685,46041.6,3.08687,9988.02,11546.3,13473.8,11033.6,9976.85,11536.9,13464.7,11024.9,7.78152,7.78152,7.78152,7.78152,3.385,1.59,1.285,0.845,0.00096,11.6525,0,1,1,1,1,9.13232,22.3729,31.6103,19.1123,60,80,105,120,2,1.5,1,1.2
50,0.9875,13.8619,57583.3,2.8977,12547.3,14484.6,16949.5,13601.9,12533.6,14472.9,16937.8,13591.1,9.77679,9.77679,9.77679,9.77679,3.9,1.845,1.93,0.955,0.000976,12.0934,0,1,1,1,1,9.13232,22.3729,31.6103,19.1123,60,80,105,120,2,1.5,1,1.2
60,0.9875,17.2485,69307.2,2.65861,15095.8,17484.9,20419.2,16307.3,15079.5,17470.8,20405.3,16294.4,11.772,11.772,11.772,11.772,4.53,2.305,2.175,1.12,0.00096,11.8798,0,1,1,1,0.9,9.13232,22.3729,31.6103,19.1123,60,80,105,120,2,1.5,1,1.2
70,0.9875,19.7416,81022.8,3.05147,17643.6,20462,23838.9,19078.3,17624.7,20445.1,23822.6,19063.2,13.7673,13.7673,13.7673,13.7673,5.185,3.14,2.48,1.415,0.0013376,12.0265,0,1,1,1,0.9,9.13232,22.3729,32.6103,19.1123,60,80,105,120,2,1.5,1,1.2
80,0.9875,22.1774,92705.6,2.65432,20209.2,23402.2,27225.4,21868.7,20187.6,23382.9,27206.8,21851.2,15.7626,15.7626,15.7626,15.7626,5.84,3.59,2.865,1.765,0.0011776,11.9218,0,1,1,1,0.9,8.13232,22.3729,32.6103,19.1123,60,80,105,120,2,1.5,1,1.2
90,0.991071,27.2012,104268,1.60654,22754.9,26362,30626.2,24524.5,22730.7,26340.5,30605.4,24504.7,17.7578,17.7578,17.7578,17.7578,6.36,3.73,3.06,1.99,0.0006912,11.8012,0,1,1,1,0.9,8.13232,21.3729,32.6103,19.1123,60,80,105,120,2,1.5,1,1.2
100,1,28.7991,116074,1.48053,25272.2,29339.5,34224.3,27238.1,25245.8,29315.8,34201.2,27216.2,19.7531,19.7531,19.7531,19.7531,6.705,3.92,3.425,2.125,0.0006624,11.8626,0,1,1,1,0.9,8.13232,21.3729,32.6103,19.1123,60,80,105,120,2,1.5,1,1.2
