sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
10,0.233036,6.46641,10316.7,0.347567,2361.68,2601.31,2761.79,2591.87,2359.69,2599.41,2759.81,2589.87,1.79574,1.79574,1.79574,1.79574,0.195,0.105,0.19,0.21,0.000448,11.8489,0,1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
20,0.319063,7.37876,21398,0.591413,4924.91,5391.46,5966.4,5115.26,4920.72,5387.41,5962.16,5111.13,3.791,3.791,3.791,3.791,0.395,0.255,0.45,0.345,0.0004768,11.7811,0,1.1,1,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
30,0.47375,9.10626,32930.7,1.45998,7415.04,8410.58,9338.46,7766.65,7408.71,8404.17,9331.69,7760.31,5.78626,5.78626,5.78626,5.78626,0.545,0.625,0.985,0.56,0.0008128,11.4678,0,1.1,0.9,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
40,0.633333,11.013,44763.7,2.01493,10021.2,11385.8,12700.4,10656.3,10012.7,11376.7,12691.2,10647.8,7.78152,7.78152,7.78152,7.78152,0.73,1.28,1.425,0.77,0.0009536,11.6253,0,1.1,0.8,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
50,0.839826,11.6786,56712.4,2.75843,12646.9,14361.9,16068.2,13635.4,12636.2,14350.1,16056.6,13624.5,9.77679,9.77679,9.77679,9.77679,0.96,2.09,1.765,1.065,0.001072,11.8095,0,1.1,0.7,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
60,0.9,12.9789,68084.4,2.74558,15227.6,17131.7,19200.6,16524.4,15214.5,17117.2,19186.9,16511.2,11.772,11.772,11.772,11.772,1.315,2.665,1.98,1.5,0.0010112,12.1193,0,1.1,0.6,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
70,0.927041,15.355,79648.6,2.87999,17821.4,19943.8,22506.7,19376.8,17805.8,19926.8,22490.5,19361.2,13.7673,13.7673,13.7673,13.7673,1.775,3.23,2.415,1.82,0.0011392,11.7253,0,1.1,0.5,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
80,0.970519,16.4015,91436.4,3.04078,20473.1,22902.9,25812.7,22247.6,20455,22883.2,25794.2,22229.7,15.7626,15.7626,15.7626,15.7626,2.32,3.94,2.8,2.075,0.0012128,11.9308,0,1.1,0.4,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
90,0.9875,18.4216,103073,3.5463,23128.4,25861,29097,24986.3,23107.7,25838.1,29076.1,24966.3,17.7578,17.7578,17.7578,17.7578,2.96,5.19,3.215,2.26,0.0015936,11.5698,0,1.1,0.3,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
100,0.9875,20.6735,114326,3.39896,25791.8,28798.8,32039.6,27695.8,25768.7,28772.1,32016.4,27673.6,19.7531,19.7531,19.7531,19.7531,3.34,6.88,3.445,2.47,0.0016064,11.898,0,1.1,0.3,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
110,0.9875,22.9675,126113,3.37789,28439.1,31826.2,35368.4,30479.3,28413.8,31795.6,35342.9,30454.9,21.7484,21.7484,21.7484,21.7484,3.56,8.86,3.73,2.64,0.0016992,12.0448,0,1.1,0.3,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
120,0.9875,23.2588,137978,2.44075,31084.5,34739.7,38764.4,33389.4,31056.9,34706.3,38736.6,33362.7,23.7436,23.7436,23.7436,23.7436,3.805,9.7,4.055,2.915,0.0010784,11.7752,0,1.1,0.3,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
130,0.9875,25.7537,150112,2.4387,33706,37755,42182.8,36468.4,33676.2,37718.7,42152.6,36439.3,25.7389,25.7389,25.7389,25.7389,4.05,10.53,4.46,3.29,0.0011872,11.7538,0,1.1,0.3,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
140,0.9875,28.3343,162018,1.94683,36287.2,40699.9,45505.7,39524.9,36255.2,40660.9,45473.2,39493.6,27.7341,27.7341,27.7341,27.7341,4.265,11.285,4.785,3.535,0.0009856,12.1022,0,1.1,0.3,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
150,0.99246,31.2839,173600,2.51915,38931.5,43684.5,48807.3,42177.2,38897.2,43642.2,48772.3,42143.7,29.7294,29.7294,29.7294,29.7294,4.59,12.54,5.24,3.73,0.0014272,11.9806,0,1.1,0.3,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
160,1,30.9736,185164,3.23281,41681,46721.1,51927.2,44834.8,41644.2,46674.7,51890.1,44799.1,31.7247,31.7247,31.7247,31.7247,5.11,14.66,5.385,3.89,0.0018848,11.8879,0,1.1,0.3,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
170,1,31.0617,197083,3.21754,44331,49707.8,55292.2,47751.7,44291.5,49657.5,55252.8,47714,33.7199,33.7199,33.7199,33.7199,5.755,16.545,5.635,4.055,0.0018848,12.1933,0,1.1,0.3,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
180,1,31.8977,209063,2.95542,46950.1,52716,58680.6,50716.5,46908,52662.4,58638.8,50676.4,35.7152,35.7152,35.7152,35.7152,6.315,17.9,6.04,4.39,0.0016992,11.8676,0,1.1,0.3,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
190,1,34.2383,220692,1.9075,49552.4,55384.9,61949.8,53804.8,49508,55328.7,61905.7,53762.4,37.7105,37.7105,37.7105,37.7105,6.705,18.45,6.335,4.72,0.0010016,11.898,0,1.1,0.3,1,1,12.3484,22.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
200,1,37.5352,232376,2.0172,52096.2,58240.4,65274.4,56765.4,52049.6,58181.3,65228.1,56720.7,39.7057,39.7057,39.7057,39.7057,6.945,19.39,6.575,4.985,0.0010784,12.008,0,1.1,0.3,1,1,12.3484,21.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
210,1,41.2635,244138,1.95825,54654.3,61211.5,68668.3,59604.1,54605.5,61149.5,68619.6,59557.3,41.701,41.701,41.701,41.701,7.175,20.29,6.915,5.115,0.001024,11.5551,0,1.2,0.3,1,1,12.3484,21.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
220,1,41.7948,255565,2.46702,57265.1,64132.6,72018.5,62148.4,57214,64067.3,71967.4,62099.5,43.6962,43.6962,43.6962,43.6962,7.38,21.605,7.425,5.215,0.0013632,11.5556,0,1.2,0.3,1,1,12.3484,20.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
230,1,44.2432,267131,2.17839,59892.7,67130.1,75302.6,64805.7,59839.3,67061.8,75249.1,64754.7,45.6915,45.6915,45.6915,45.6915,7.68,22.585,7.865,5.335,0.0011776,11.7601,0,1.2,0.3,1,1,12.3484,20.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
240,1,46.5873,278627,2.58367,62524.2,70033.2,78278.5,67791.1,62468.4,69961.4,78222.8,67737.9,47.6868,47.6868,47.6868,47.6868,8.125,24.115,8.035,5.46,0.0014528,11.9105,0,1.2,0.3,1,0.9,12.3484,20.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
250,1,49.671,290282,2.06092,65126.7,72855.8,81429.2,70869.9,65068.6,72781.1,81371.3,70814.5,49.682,49.682,49.682,49.682,8.465,25.07,8.215,5.705,0.0011008,11.8055,0,1.2,0.3,1,0.9,12.3484,20.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
260,1,53.1786,302232,2.3145,67721.7,75691.3,84849.3,73970,67661.3,75613.6,84789,73912.3,51.6773,51.6773,51.6773,51.6773,8.755,26.025,8.58,6.095,0.00128,12.1099,0,1.2,0.3,1,0.9,12.3484,20.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
270,1,54.0702,313963,2.63435,70299.3,78605.5,88062.3,76995.7,70236.5,78524.5,87999.7,76935.5,53.6726,53.6726,53.6726,53.6726,9.075,27.305,8.915,6.49,0.0014912,12.049,0,1.2,0.3,1,0.9,12.3484,20.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
280,1,56.3377,325763,2.24043,72907.7,81473,91436.5,79946.1,72842.8,81388.9,91371.6,79883.7,55.6678,55.6678,55.6678,55.6678,9.26,28.44,9.25,6.755,0.0012288,12.0555,0,1.3,0.3,1,0.9,12.3484,20.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
290,1,57.0369,337236,1.73885,75508,84439.4,94772.8,82515.4,75440.8,84352.6,94705.5,82450.8,57.6631,57.6631,57.6631,57.6631,9.52,29.065,9.61,6.92,0.0009024,12.295,0,1.3,0.3,1,0.9,12.3484,20.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
300,1,56.7155,348592,2.29517,78104.7,87394.7,98047.6,85045.4,78035.3,87304.8,97977.8,84978.7,59.6583,59.6583,59.6583,59.6583,9.745,30.225,10.045,7.085,0.0012704,12.2085,0,1.3,0.3,1,0.9,12.3484,20.5726,29.6636,21.5717,60,80,100,120,2,1.5,1,1.2
