sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
10,0.386607,7.06439,10084.6,1.08108,2312.43,2608.04,2587.08,2577.01,2310.29,2605.93,2585.14,2575,1.79574,1.79574,1.79574,1.79574,0.345,0.32,0.15,0.22,0.0006624,12.0276,0,1,1,1,1,10.278,21.7112,21.4434,20.5624,60,80,100,120,2,1.5,1,1.2
20,0.532813,8.08019,21183.4,1.76458,4895.5,5490.72,5507.08,5290.05,4890.93,5486.23,5502.83,5285.82,3.791,3.791,3.791,3.791,0.78,0.705,0.46,0.435,0.0008608,11.7275,0,1,1,1,1,10.278,20.7112,21.4434,20.5624,60,80,100,120,2,1.5,1,1.2
30,0.699375,9.20733,32269.7,2.37335,7452.37,8346.57,8351.32,8119.45,7445.17,8339.75,8344.64,8113.08,5.78626,5.78626,5.78626,5.78626,1.41,1.04,0.895,0.585,0.000992,11.9791,0,1,1,1,1,10.278,19.7112,21.4434,20.5624,60,80,100,120,2,1.5,1,1.2
40,0.79875,10.4097,43493.9,2.66149,10084.1,11215.5,11316.8,10877.5,10074.3,11206.2,11307.8,10868.9,7.78152,7.78152,7.78152,7.78152,1.98,1.515,1.235,0.81,0.0010304,11.7275,0,1,1,1,1,10.278,19.7112,21.4434,20.5624,60,80,100,120,2,1.5,1,1.2
50,0.848437,12.7866,54826.7,2.70941,12709.3,14170.4,14309.5,13637.4,12697.2,14158.7,14298,13626.5,9.77679,9.77679,9.77679,9.77679,2.38,1.995,1.71,1.13,0.001072,11.8293,0,1,1,1,1,10.278,19.7112,21.4434,20.5624,60,80,100,120,2,1.5,1,1.2
60,0.874687,16.2809,66065.3,2.092,15297.7,17045,17246.2,16476.4,15283.4,17030.7,17232.6,16463.2,11.772,11.772,11.772,11.772,2.545,2.525,1.88,1.46,0.0007648,11.8774,0,1,1,1,1,10.278,19.7112,21.4434,20.5624,60,80,100,120,2,1.5,1,1.2
70,0.875,19.8656,77412.2,1.75767,17873,19908.3,20204.4,19426.6,17856.5,19891.5,20188.5,19411.1,13.7673,13.7673,13.7673,13.7673,2.68,2.965,2.17,1.695,0.000704,11.9791,0,1,1,1,1,10.278,19.7112,21.4434,20.5624,60,80,100,120,2,1.5,1,1.2
80,0.897813,22.0391,88643.2,1.80629,20360.3,22906.4,23128.4,22248.1,20341.7,22887.4,23109.9,22230.4,15.7626,15.7626,15.7626,15.7626,2.8,3.265,2.7,1.97,0.000784,11.8774,0,1,1,1,1,10.278,19.7112,21.4434,20.5624,60,80,100,120,2,1.5,1,1.2
90,0.9375,20.9029,99857.7,2.21471,22910.4,25798.2,26068.5,25080.6,22889.7,25776.7,26047.6,25060.5,17.7578,17.7578,17.7578,17.7578,2.935,3.715,3.155,2.375,0.0009248,11.8292,0,1,1,1,1,10.278,18.7112,21.4434,20.5624,60,80,100,120,2,1.5,1,1.2
100,0.9375,23.5205,111047,1.83409,25511.7,28625.8,28955.7,27953.7,25488.6,28602,28932.5,27931.4,19.7531,19.7531,19.7531,19.7531,3.295,4.04,3.495,2.575,0.000784,11.7275,0,1,1,1,1,10.278,17.7112,21.4434,20.5624,60,80,100,120,2,1.5,1,1.2
110,0.9375,26.9245,122037,1.65217,28115.6,31315.3,31840.4,30765.5,28090.1,31289.2,31814.7,30741.1,21.7484,21.7484,21.7484,21.7484,3.77,4.36,3.88,2.68,0.0008224,11.9792,0,1,1,1,1,10.278,16.7112,21.4434,20.5624,60,80,100,120,2,1.5,1,1.2
120,0.9375,28.8976,133263,1.67453,30736.1,34049.9,34831.3,33645.5,30708.1,34021.4,34803.3,33618.9,23.7436,23.7436,23.7436,23.7436,4.295,4.75,4.26,2.825,0.0009216,11.8774,0,1,1,1,1,10.278,15.7112,21.4434,20.5624,60,80,100,120,2,1.5,1,1.2
130,0.9375,31.6856,144279,1.72344,33322.8,36769.1,37638.4,36548.4,33292.1,36738.1,37608.2,36519.5,25.7389,25.7389,25.7389,25.7389,4.925,5.225,4.46,3.085,0.0010016,11.8292,0,1,1,1,1,10.278,15.7112,21.4434,19.5624,60,80,100,120,2,1.5,1,1.2
140,0.955,32.6034,155515,1.88873,35959.5,39523.7,40600.3,39431.3,35926.2,39490.4,40567.7,39400.2,27.7341,27.7341,27.7341,27.7341,5.5,5.65,4.865,3.365,0.0010784,11.8774,0,1,1,1,1,10.278,15.7112,21.4434,18.5624,60,80,100,120,2,1.5,1,1.2
