sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
150,0.99375,33.5108,166616,1.82019,38559.6,42225.4,43608.7,42222.1,38524,42189.6,43573.7,42188.8,29.7294,29.7294,29.7294,29.7294,5.955,6.07,5.26,3.585,0.0009536,11.8291,0,1,1,1,1,10.278,15.7112,21.4434,18.5624,60,80,105,120,2,1.5,1,1.2
160,1,35.6944,177356,2.14407,41149.8,44953.7,46532.5,44720.4,41111.4,44915.4,46495.2,44684.9,31.7247,31.7247,31.7247,31.7247,6.7,6.585,5.635,3.765,0.0011616,11.9667,0,1,1,1,0.9,10.278,15.7112,21.4434,18.5624,60,80,105,120,2,1.5,1,1.2
170,1,38.6974,188285,2.03502,43731,47635,49470.1,47448.7,43689.9,47594.3,49430.2,47411,33.7199,33.7199,33.7199,33.7199,7.33,6.97,6.11,3.99,0.0010976,12.2275,0,1,1,1,0.9,10.278,15.7112,21.4434,18.5624,60,80,105,120,2,1.5,1,1.2
180,1,42.9067,199339,2.02599,46298.7,50360.4,52368.8,50311.3,46255.2,50317.2,52326.6,50271.3,35.7152,35.7152,35.7152,35.7152,7.795,7.49,6.515,4.295,0.0010848,12.0241,0,1,1,1,0.9,10.278,15.7112,21.4434,18.5624,60,80,100,120,2,1.5,1,1.2
190,1,46.158,210304,1.74535,48880.6,53060.5,55257.6,53104.9,48834.9,53015,55213,53062.4,37.7105,37.7105,37.7105,37.7105,8.045,7.85,6.865,4.745,0.0009024,12.1651,0,1,1,1,0.9,10.278,15.7112,21.4434,18.5624,60,80,100,120,2,1.5,1,1.2
200,1,46.166,221243,1.93985,51431.7,55781.9,58220.9,55808.3,51383.8,55734,58173.8,55763.3,39.7057,39.7057,39.7057,39.7057,8.215,8.21,7.39,5.3,0.0010304,12.115,0,1,1,1,0.9,10.278,15.7112,21.4434,19.5624,60,80,100,120,2,1.5,1,1.2
210,1,49.1605,232052,1.60138,53908.3,58452.2,61136.7,58555.1,53858.3,58402,61087.1,58507.8,41.701,41.701,41.701,41.701,8.37,8.5,7.885,5.615,0.0008032,12.0684,0,1,1,1,0.9,10.278,15.7112,21.4434,19.5624,60,80,105,120,2,1.5,1,1.2
220,1,49.4207,243071,1.77893,56432.6,61155.8,64064,61418.3,56380.3,61103.2,64011.9,61368.5,43.6962,43.6962,43.6962,43.6962,8.555,8.845,8.34,6.08,0.000928,12.2613,0,1,0.9,1,0.9,10.278,15.7112,21.4434,19.5624,60,80,105,120,2,1.5,1,1.2
230,1,51.4702,253967,1.65022,59011.3,63906.2,66795,64254.6,58956.8,63851.2,66740.8,64202.4,45.6915,45.6915,45.6915,45.6915,8.815,9.315,8.51,6.455,0.000816,11.4755,0,1,0.9,1,0.8,10.278,15.7112,21.4434,19.5624,60,80,105,120,2,1.5,1,1.2
240,1,54.8853,264986,1.43299,61609.3,66665.2,69664.8,67046.6,61552.5,66607.8,69608.3,66992.4,47.6868,47.6868,47.6868,47.6868,9.12,9.68,8.75,6.59,0.0006688,11.4043,0,1.1,0.9,1,0.8,10.278,15.7112,21.4434,19.5624,60,80,105,120,2,1.5,1,1.2
250,1,55.2485,275751,1.54543,64208.7,69427,72588.4,69526.5,64149.5,69367.3,72529.7,69470.2,49.682,49.682,49.682,49.682,9.495,10.05,9.04,6.71,0.0007392,11.2674,0,1.2,0.9,1,0.8,10.278,15.7112,21.4434,19.5624,60,80,105,120,2,1.5,1,1.2
260,1,57.5892,286664,1.54152,66809.8,72144.9,75564.3,72144.7,66748.3,72082.9,75503.1,72086.2,51.6773,51.6773,51.6773,51.6773,9.795,10.29,9.5,6.855,0.0007328,11.1536,0,1.2,0.9,1,0.8,10.278,15.7112,21.4434,19.5624,60,80,105,120,2,1.5,1,1.2
270,1,59.412,297752,1.63968,69368.6,74828.7,78541.3,75013.3,69304.6,74764.6,78477.7,74952.5,53.6726,53.6726,53.6726,53.6726,10.23,10.405,9.915,7.15,0.0008064,11.3984,0,1.2,0.9,1,0.8,10.278,15.7112,21.4434,19.5624,60,80,105,120,2,1.5,1,1.2
280,1,60.6007,308809,2.17966,71913.7,77554.3,81407.1,77934.3,71847.2,77487.9,81341,77871,55.6678,55.6678,55.6678,55.6678,10.775,10.695,10.49,7.56,0.0011648,11.3507,0,1.2,0.9,1,0.8,10.278,15.7112,21.4434,19.5624,60,80,105,120,2,1.5,1,1.2
290,1,61.0436,319873,2.23353,74456.2,80262.7,84306.3,80847.7,74387.2,80193.6,84237.7,80782.3,57.6631,57.6631,57.6631,57.6631,11.3,11.48,10.88,7.76,0.001216,11.8095,0,1.2,0.9,1,0.9,10.278,15.7112,21.4434,19.5624,60,80,105,120,2,1.5,1,1.2
300,1,60.4752,330956,2.0408,76996.2,82934.3,87335.1,83690.1,76924.8,82862.5,87264.3,83622.4,59.6583,59.6583,59.6583,59.6583,11.72,12.19,11.13,8.09,0.0010944,12.016,0,1.2,0.9,1,0.9,10.278,15.7112,21.4434,19.5624,60,80,105,120,2,1.5,1,1.2
