Time,DeploymentMode,UavIndex,UavCellId,XhaulRsrpDbm,RawXhaulState,RawXhaulStateAgeSec,XhaulState,DonorUnavailableActive,SatBackhaulDlSnrDb,SatBackhaulUlSnrDb,SatBackhaulHealthy,BackhaulMode,AiBackhaulMode,AiMatchesRule,NormalUeHandoverAllowed
4.5,tn-uav,0,5,-83.8622,HEALTHY,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
4.5,tn-uav,1,6,-92.3686,HEALTHY,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
4.5,tn-uav,2,7,-97.7479,HEALTHY,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
6.5,tn-uav,0,5,-89.7206,HEALTHY,2,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
6.5,tn-uav,1,6,-95.8468,HEALTHY,2,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
6.5,tn-uav,2,7,-100.384,UNREACHABLE,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
8.5,tn-uav,0,5,-87.2229,HEALTHY,4,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
8.5,tn-uav,1,6,-90.2156,HEALTHY,4,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
8.5,tn-uav,2,7,-98.6284,HEALTHY,0,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
10.5,tn-uav,2,7,-94.6137,HEALTHY,2,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
10.5,tn-uav,1,6,-87.3053,HEALTHY,6,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
10.5,tn-uav,0,5,-86.0309,HEALTHY,6,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
12.5,tn-uav,0,5,-89.6069,HEALTHY,8,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
12.5,tn-uav,1,6,-87.3553,HEALTHY,8,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
12.5,tn-uav,2,7,-96.3211,HEALTHY,4,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
14.5,tn-uav,0,5,-92.1478,HEALTHY,10,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
14.5,tn-uav,1,6,-90.1347,HEALTHY,10,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
14.5,tn-uav,2,7,-92.8979,HEALTHY,6,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
16.5,tn-uav,0,5,-91.8783,HEALTHY,12,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
16.5,tn-uav,1,6,-88.6637,HEALTHY,12,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
16.5,tn-uav,2,7,-94.1232,HEALTHY,8,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
18.5,tn-uav,2,7,-94.8476,HEALTHY,10,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
18.5,tn-uav,0,5,-95.4922,HEALTHY,14,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
18.5,tn-uav,1,6,-86.0345,HEALTHY,14,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
20.5,tn-uav,0,5,-95.6409,HEALTHY,16,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
20.5,tn-uav,1,6,-88.4654,HEALTHY,16,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
20.5,tn-uav,2,7,-91.5393,HEALTHY,12,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
22.5,tn-uav,0,5,-90.7813,HEALTHY,18,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
22.5,tn-uav,1,6,-85.6519,HEALTHY,18,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
22.5,tn-uav,2,7,-91.9803,HEALTHY,14,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
24.5,tn-uav,2,7,-93.1921,HEALTHY,16,HEALTHY,0,-999,-999,0,TN_DIRECT,TN_DIRECT,True,1
