Time,DeploymentMode,UavIndex,UavCellId,XhaulRsrpDbm,RawXhaulState,RawXhaulStateAgeSec,XhaulState,DonorUnavailableActive,SatBackhaulDlSnrDb,SatBackhaulUlSnrDb,SatBackhaulHealthy,BackhaulMode,AiBackhaulMode,AiMatchesRule,NormalUeHandoverAllowed
4.5,tn-uav-satellite,0,5,-89.3716,HEALTHY,0,HEALTHY,0,10.7845,6.26393,1,TN_DIRECT,TN_DIRECT,True,1
4.5,tn-uav-satellite,1,6,-71.5805,HEALTHY,0,HEALTHY,0,11.4948,6.97417,1,TN_DIRECT,TN_DIRECT,True,1
4.5,tn-uav-satellite,2,7,-74.3318,HEALTHY,0,HEALTHY,0,12.4943,7.97373,1,TN_DIRECT,TN_DIRECT,True,1
6.5,tn-uav-satellite,0,5,-94.1671,HEALTHY,2,HEALTHY,0,11.977,7.45637,1,TN_DIRECT,TN_DIRECT,True,1
6.5,tn-uav-satellite,1,6,-72.7505,HEALTHY,2,HEALTHY,0,12.9301,8.40947,1,TN_DIRECT,TN_DIRECT,True,1
6.5,tn-uav-satellite,2,7,-71.4778,HEALTHY,2,HEALTHY,0,13.3694,8.84878,1,TN_DIRECT,TN_DIRECT,True,1
8.5,tn-uav-satellite,0,5,-91.5491,HEALTHY,4,HEALTHY,0,12.3135,7.79288,1,TN_DIRECT,TN_DIRECT,True,1
8.5,tn-uav-satellite,1,6,-66.4927,HEALTHY,4,HEALTHY,0,8.3889,3.8683,1,TN_DIRECT,TN_DIRECT,True,1
8.5,tn-uav-satellite,2,7,-67.5347,HEALTHY,4,HEALTHY,0,13.8176,9.29702,1,TN_DIRECT,TN_DIRECT,True,1
10.5,tn-uav-satellite,2,7,-69.0115,HEALTHY,6,HEALTHY,0,8.75391,4.23331,1,TN_DIRECT,TN_DIRECT,True,1
10.5,tn-uav-satellite,1,6,-76.3359,HEALTHY,6,HEALTHY,0,16.0211,11.5005,1,TN_DIRECT,TN_DIRECT,True,1
10.5,tn-uav-satellite,0,5,-99.8539,HEALTHY,6,HEALTHY,0,12.3134,7.79279,1,TN_DIRECT,TN_DIRECT,True,1
12.5,tn-uav-satellite,0,5,-98.915,HEALTHY,8,HEALTHY,0,8.09567,3.57507,1,TN_DIRECT,TN_DIRECT,True,1
12.5,tn-uav-satellite,1,6,-67.3462,HEALTHY,8,HEALTHY,0,10.3325,5.81194,1,TN_DIRECT,TN_DIRECT,True,1
12.5,tn-uav-satellite,2,7,-60.1028,HEALTHY,8,HEALTHY,0,12.1521,7.63152,1,TN_DIRECT,TN_DIRECT,True,1
14.5,tn-uav-satellite,0,5,-91.7761,HEALTHY,10,HEALTHY,0,12.0673,7.54674,1,TN_DIRECT,TN_DIRECT,True,1
14.5,tn-uav-satellite,1,6,-74.8553,HEALTHY,10,HEALTHY,0,12.2025,7.68188,1,TN_DIRECT,TN_DIRECT,True,1
14.5,tn-uav-satellite,2,7,-59.1949,HEALTHY,10,HEALTHY,0,12.8419,8.32132,1,TN_DIRECT,TN_DIRECT,True,1
16.5,tn-uav-satellite,0,5,-97.1382,HEALTHY,12,HEALTHY,0,10.4382,5.91756,1,TN_DIRECT,TN_DIRECT,True,1
16.5,tn-uav-satellite,1,6,-75.2263,HEALTHY,12,HEALTHY,0,12.0929,7.57227,1,TN_DIRECT,TN_DIRECT,True,1
