Time,DeploymentMode,UavIndex,UavCellId,XhaulRsrpDbm,DonorUnavailableActive,SatBackhaulDlSnrDb,SatBackhaulUlSnrDb,SatBackhaulHealthy,BackhaulMode,AiBackhaulMode,AiMatchesRule,NormalUeHandoverAllowed
20.5,tn-uav-satellite,1,6,-62.1441,0,13.0113,8.49073,1,TN_DIRECT,TN_DIRECT,True,1
20.5,tn-uav-satellite,2,7,-59.0471,0,12.087,7.56639,1,TN_DIRECT,TN_DIRECT,True,1
22.5,tn-uav-satellite,0,5,-61.7334,0,13.3616,8.84105,1,TN_DIRECT,TN_DIRECT,True,1
22.5,tn-uav-satellite,1,6,-60.3863,0,10.9158,6.3952,1,TN_DIRECT,TN_DIRECT,True,1
22.5,tn-uav-satellite,2,7,-58.1032,0,10.9717,6.45111,1,TN_DIRECT,TN_DIRECT,True,1
24.5,tn-uav-satellite,2,7,-58.0613,0,6.8235,2.3029,1,TN_DIRECT,TN_DIRECT,True,1
24.5,tn-uav-satellite,1,6,-56.1116,0,9.18737,4.66677,1,TN_DIRECT,TN_DIRECT,True,1
24.5,tn-uav-satellite,0,5,-69.2019,0,9.63942,5.11882,1,TN_DIRECT,TN_DIRECT,True,1
26.5,tn-uav-satellite,0,5,-64.0422,0,13.8913,9.3707,1,TN_DIRECT,TN_DIRECT,True,1
26.5,tn-uav-satellite,1,6,-60.1152,0,11.5308,7.01022,1,TN_DIRECT,TN_DIRECT,True,1
26.5,tn-uav-satellite,2,7,-63.3324,0,10.2746,5.75396,1,TN_DIRECT,TN_DIRECT,True,1
28.5,tn-uav-satellite,0,5,-63.1425,0,13.5003,8.97974,1,TN_DIRECT,TN_DIRECT,True,1
28.5,tn-uav-satellite,1,6,-59.004,0,13.2697,8.74912,1,TN_DIRECT,TN_DIRECT,True,1
28.5,tn-uav-satellite,2,7,-60.4476,0,12.8093,8.28871,1,TN_DIRECT,TN_DIRECT,True,1
30.5,tn-uav-satellite,1,6,-1000000000.0,1,10.927,6.40645,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
30.5,tn-uav-satellite,2,7,-1000000000.0,1,14.2005,9.67994,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
30.5,tn-uav-satellite,0,5,-1000000000.0,1,10.2251,5.70447,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
32.5,tn-uav-satellite,2,7,-1000000000.0,1,12.283,7.76239,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
32.5,tn-uav-satellite,0,5,-1000000000.0,1,12.2236,7.70296,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
32.5,tn-uav-satellite,1,6,-1000000000.0,1,13.2138,8.69317,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
34.5,tn-uav-satellite,0,5,-1000000000.0,1,10.8691,6.3485,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
34.5,tn-uav-satellite,1,6,-1000000000.0,1,11.7426,7.22198,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
34.5,tn-uav-satellite,2,7,-1000000000.0,1,12.7818,8.26118,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
36.5,tn-uav-satellite,0,5,-1000000000.0,1,15.1852,10.6646,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
36.5,tn-uav-satellite,1,6,-1000000000.0,1,13.9032,9.38259,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
36.5,tn-uav-satellite,2,7,-1000000000.0,1,12.1295,7.60885,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
38.5,tn-uav-satellite,1,6,-1000000000.0,1,16.4163,12.0594,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
38.5,tn-uav-satellite,2,7,-1000000000.0,1,14.0578,9.53717,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
38.5,tn-uav-satellite,0,5,-1000000000.0,1,12.4355,7.91487,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
40.5,tn-uav-satellite,0,5,-1000000000.0,1,14.5549,10.0343,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
40.5,tn-uav-satellite,1,6,-1000000000.0,1,11.369,6.84835,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
40.5,tn-uav-satellite,2,7,-1000000000.0,1,12.8352,8.31463,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
42.5,tn-uav-satellite,0,5,-1000000000.0,1,12.4141,7.89346,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
42.5,tn-uav-satellite,1,6,-1000000000.0,1,11.3665,6.84586,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
42.5,tn-uav-satellite,2,7,-1000000000.0,1,6.43537,1.91477,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
44.5,tn-uav-satellite,0,5,-1000000000.0,1,12.3686,7.84805,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
44.5,tn-uav-satellite,1,6,-1000000000.0,1,13.6365,9.11595,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
44.5,tn-uav-satellite,2,7,-1000000000.0,1,14.5556,10.035,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
46.5,tn-uav-satellite,2,7,-1000000000.0,1,10.7642,6.24363,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
46.5,tn-uav-satellite,1,6,-1000000000.0,1,8.90194,4.38134,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
46.5,tn-uav-satellite,0,5,-1000000000.0,1,13.6615,11.1612,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
48.5,tn-uav-satellite,0,5,-1000000000.0,1,11.3364,6.81577,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
48.5,tn-uav-satellite,1,6,-1000000000.0,1,11.2654,6.74478,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
48.5,tn-uav-satellite,2,7,-1000000000.0,1,8.32616,3.80556,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
50.5,tn-uav-satellite,0,5,-1000000000.0,1,15.6635,11.1429,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
50.5,tn-uav-satellite,1,6,-1000000000.0,1,14.1499,9.62934,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
50.5,tn-uav-satellite,2,7,-1000000000.0,1,12.8531,8.33252,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
52.5,tn-uav-satellite,1,6,-1000000000.0,1,16.4427,11.9221,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
52.5,tn-uav-satellite,0,5,-1000000000.0,1,9.42755,4.90695,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
52.5,tn-uav-satellite,2,7,-1000000000.0,1,10.9575,6.43686,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
54.5,tn-uav-satellite,0,5,-1000000000.0,1,13.2249,8.70432,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
54.5,tn-uav-satellite,1,6,-1000000000.0,1,11.9665,7.44594,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
54.5,tn-uav-satellite,2,7,-1000000000.0,1,9.99818,5.47758,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
56.5,tn-uav-satellite,1,6,-1000000000.0,1,13.2561,8.73546,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
56.5,tn-uav-satellite,2,7,-1000000000.0,1,12.5925,8.0719,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
56.5,tn-uav-satellite,0,5,-1000000000.0,1,11.869,7.34838,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
58.5,tn-uav-satellite,1,6,-1000000000.0,1,10.9956,6.47504,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
58.5,tn-uav-satellite,2,7,-1000000000.0,1,11.8065,7.28595,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
58.5,tn-uav-satellite,0,5,-1000000000.0,1,10.6803,6.15975,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
60.5,tn-uav-satellite,1,6,-1000000000.0,1,10.9002,6.37961,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
60.5,tn-uav-satellite,2,7,-1000000000.0,1,13.2628,8.74222,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
60.5,tn-uav-satellite,0,5,-1000000000.0,1,11.0414,6.52077,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
62.5,tn-uav-satellite,0,5,-1000000000.0,1,12.1063,7.58572,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
62.5,tn-uav-satellite,1,6,-1000000000.0,1,12.6666,8.14604,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
62.5,tn-uav-satellite,2,7,-1000000000.0,1,14.9809,10.4603,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
64.5,tn-uav-satellite,0,5,-1000000000.0,1,13.2515,8.73085,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
64.5,tn-uav-satellite,1,6,-1000000000.0,1,12.9758,8.45515,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
64.5,tn-uav-satellite,2,7,-1000000000.0,1,13.2955,8.77485,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
66.5,tn-uav-satellite,1,6,-1000000000.0,1,12.7437,8.22306,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
66.5,tn-uav-satellite,2,7,-1000000000.0,1,12.0836,7.563,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
66.5,tn-uav-satellite,0,5,-1000000000.0,1,11.8419,7.32129,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
68.5,tn-uav-satellite,0,5,-1000000000.0,1,12.5343,8.01371,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
68.5,tn-uav-satellite,1,6,-1000000000.0,1,15.2986,10.778,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
68.5,tn-uav-satellite,2,7,-1000000000.0,1,14.3269,9.80632,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
70.5,tn-uav-satellite,0,5,-1000000000.0,1,13.4448,8.92418,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
70.5,tn-uav-satellite,1,6,-1000000000.0,1,15.2463,10.7257,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
70.5,tn-uav-satellite,2,7,-1000000000.0,1,14.4205,9.89991,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
72.5,tn-uav-satellite,2,7,-1000000000.0,1,13.7441,9.22347,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
72.5,tn-uav-satellite,0,5,-1000000000.0,1,13.6156,9.09504,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
72.5,tn-uav-satellite,1,6,-1000000000.0,1,10.4147,5.89412,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
74.5,tn-uav-satellite,1,6,-1000000000.0,1,10.8492,6.32863,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
74.5,tn-uav-satellite,2,7,-1000000000.0,1,14.1805,9.6599,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
74.5,tn-uav-satellite,0,5,-1000000000.0,1,12.8627,8.34206,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
76.5,tn-uav-satellite,0,5,-64.6069,0,11.4847,6.9641,1,TN_DIRECT,TN_DIRECT,True,1
76.5,tn-uav-satellite,1,6,-58.9969,0,11.1427,6.62214,1,TN_DIRECT,TN_DIRECT,True,1
76.5,tn-uav-satellite,2,7,-51.5938,0,8.98936,4.46876,1,TN_DIRECT,TN_DIRECT,True,1
78.5,tn-uav-satellite,0,5,-67.4102,0,11.8921,7.37146,1,TN_DIRECT,TN_DIRECT,True,1
78.5,tn-uav-satellite,1,6,-58.0515,0,6.29801,1.77741,1,TN_DIRECT,TN_DIRECT,True,1
78.5,tn-uav-satellite,2,7,-52.0237,0,13.3145,8.7939,1,TN_DIRECT,TN_DIRECT,True,1
80.5,tn-uav-satellite,2,7,-50.8416,0,14.4138,9.89319,1,TN_DIRECT,TN_DIRECT,True,1
80.5,tn-uav-satellite,0,5,-65.2613,0,14.3731,9.85253,1,TN_DIRECT,TN_DIRECT,True,1
80.5,tn-uav-satellite,1,6,-56.4608,0,12.2795,7.7589,1,TN_DIRECT,TN_DIRECT,True,1
82.5,tn-uav-satellite,2,7,-54.1722,0,9.03517,4.51457,1,TN_DIRECT,TN_DIRECT,True,1
82.5,tn-uav-satellite,1,6,-56.7402,0,14.2032,9.6826,1,TN_DIRECT,TN_DIRECT,True,1
82.5,tn-uav-satellite,0,5,-71.0051,0,13.0657,8.54514,1,TN_DIRECT,TN_DIRECT,True,1
84.5,tn-uav-satellite,0,5,-62.6962,0,11.9476,7.42698,1,TN_DIRECT,TN_DIRECT,True,1
84.5,tn-uav-satellite,1,6,-54.4167,0,13.5614,9.04083,1,TN_DIRECT,TN_DIRECT,True,1
84.5,tn-uav-satellite,2,7,-56.398,0,11.9254,7.40477,1,TN_DIRECT,TN_DIRECT,True,1
86.5,tn-uav-satellite,2,7,-50.4216,0,11.8465,7.32585,1,TN_DIRECT,TN_DIRECT,True,1
86.5,tn-uav-satellite,0,5,-69.0421,0,11.8144,7.29379,1,TN_DIRECT,TN_DIRECT,True,1
86.5,tn-uav-satellite,1,6,-58.2212,0,7.48853,2.96793,1,TN_DIRECT,TN_DIRECT,True,1
88.5,tn-uav-satellite,1,6,-56.0422,0,9.47294,4.95234,1,TN_DIRECT,TN_DIRECT,True,1
88.5,tn-uav-satellite,2,7,-51.8448,0,13.0965,8.57593,1,TN_DIRECT,TN_DIRECT,True,1
88.5,tn-uav-satellite,0,5,-69.1923,0,13.0093,8.48869,1,TN_DIRECT,TN_DIRECT,True,1
90.5,tn-uav-satellite,2,7,-53.3548,0,14.5971,10.0765,1,TN_DIRECT,TN_DIRECT,True,1
90.5,tn-uav-satellite,0,5,-65.3518,0,14.6881,10.1675,1,TN_DIRECT,TN_DIRECT,True,1
90.5,tn-uav-satellite,1,6,-59.3007,0,14.0917,9.57113,1,TN_DIRECT,TN_DIRECT,True,1
92.5,tn-uav-satellite,0,5,-69.3577,0,11.9175,7.39689,1,TN_DIRECT,TN_DIRECT,True,1
92.5,tn-uav-satellite,1,6,-56.9624,0,10.1831,5.66246,1,TN_DIRECT,TN_DIRECT,True,1
92.5,tn-uav-satellite,2,7,-49.8676,0,13.3964,8.87582,1,TN_DIRECT,TN_DIRECT,True,1
94.5,tn-uav-satellite,0,5,-67.5842,0,11.1925,6.67192,1,TN_DIRECT,TN_DIRECT,True,1
94.5,tn-uav-satellite,1,6,-59.8927,0,12.8547,8.33414,1,TN_DIRECT,TN_DIRECT,True,1
94.5,tn-uav-satellite,2,7,-46.9815,0,10.1872,5.66663,1,TN_DIRECT,TN_DIRECT,True,1
96.5,tn-uav-satellite,1,6,-58.3578,0,12.4106,7.89,1,TN_DIRECT,TN_DIRECT,True,1
96.5,tn-uav-satellite,2,7,-47.6337,0,13.3367,8.81608,1,TN_DIRECT,TN_DIRECT,True,1
96.5,tn-uav-satellite,0,5,-70.0505,0,5.43638,0.915782,1,TN_DIRECT,TN_DIRECT,True,1
98.5,tn-uav-satellite,0,5,-66.8021,0,11.0008,6.48022,1,TN_DIRECT,TN_DIRECT,True,1
98.5,tn-uav-satellite,1,6,-58.597,0,13.2631,8.7425,1,TN_DIRECT,TN_DIRECT,True,1
98.5,tn-uav-satellite,2,7,-49.8917,0,10.7199,6.1993,1,TN_DIRECT,TN_DIRECT,True,1
100.5,tn-uav-satellite,0,5,-65.8688,0,13.5339,9.01332,1,TN_DIRECT,TN_DIRECT,True,1
100.5,tn-uav-satellite,1,6,-57.5956,0,12.2058,7.68523,1,TN_DIRECT,TN_DIRECT,True,1
100.5,tn-uav-satellite,2,7,-46.8084,0,12.7422,8.22163,1,TN_DIRECT,TN_DIRECT,True,1
102.5,tn-uav-satellite,0,5,-70.3653,0,11.3369,6.81635,1,TN_DIRECT,TN_DIRECT,True,1
102.5,tn-uav-satellite,1,6,-57.078,0,12.6793,8.15868,1,TN_DIRECT,TN_DIRECT,True,1
102.5,tn-uav-satellite,2,7,-47.0436,0,7.10482,2.58422,1,TN_DIRECT,TN_DIRECT,True,1
104.5,tn-uav-satellite,2,7,-50.4436,0,10.5009,5.9803,1,TN_DIRECT,TN_DIRECT,True,1
104.5,tn-uav-satellite,0,5,-69.2942,0,13.7159,9.59921,1,TN_DIRECT,TN_DIRECT,True,1
104.5,tn-uav-satellite,1,6,-57.7686,0,13.2834,8.76277,1,TN_DIRECT,TN_DIRECT,True,1
106.5,tn-uav-satellite,0,5,-69.1464,0,13.083,8.5624,1,TN_DIRECT,TN_DIRECT,True,1
106.5,tn-uav-satellite,1,6,-62.3288,0,12.2111,7.6905,1,TN_DIRECT,TN_DIRECT,True,1
106.5,tn-uav-satellite,2,7,-43.2651,0,12.4703,7.94968,1,TN_DIRECT,TN_DIRECT,True,1
108.5,tn-uav-satellite,0,5,-70.0564,0,10.7621,6.24149,1,TN_DIRECT,TN_DIRECT,True,1
108.5,tn-uav-satellite,1,6,-62.9468,0,6.04589,1.52529,1,TN_DIRECT,TN_DIRECT,True,1
108.5,tn-uav-satellite,2,7,-47.1594,0,13.1002,8.57955,1,TN_DIRECT,TN_DIRECT,True,1
110.5,tn-uav-satellite,0,5,-66.785,0,11.704,7.18338,1,TN_DIRECT,TN_DIRECT,True,1
110.5,tn-uav-satellite,1,6,-58.5359,0,10.4284,5.90779,1,TN_DIRECT,TN_DIRECT,True,1
110.5,tn-uav-satellite,2,7,-50.51,0,15.4469,10.9263,1,TN_DIRECT,TN_DIRECT,True,1
112.5,tn-uav-satellite,0,5,-69.6642,0,12.352,7.83142,1,TN_DIRECT,TN_DIRECT,True,1
112.5,tn-uav-satellite,1,6,-58.8293,0,13.3812,8.86059,1,TN_DIRECT,TN_DIRECT,True,1
112.5,tn-uav-satellite,2,7,-49.5433,0,13.6433,9.12272,1,TN_DIRECT,TN_DIRECT,True,1
114.5,tn-uav-satellite,1,6,-62.0162,0,13.3904,8.86976,1,TN_DIRECT,TN_DIRECT,True,1
114.5,tn-uav-satellite,0,5,-66.7481,0,12.8792,8.35855,1,TN_DIRECT,TN_DIRECT,True,1
114.5,tn-uav-satellite,2,7,-47.7064,0,11.6401,7.11951,1,TN_DIRECT,TN_DIRECT,True,1
116.5,tn-uav-satellite,1,6,-62.4897,0,13.2042,8.68364,1,TN_DIRECT,TN_DIRECT,True,1
116.5,tn-uav-satellite,0,5,-71.3449,0,13.5637,9.04313,1,TN_DIRECT,TN_DIRECT,True,1
116.5,tn-uav-satellite,2,7,-46.7279,0,12.0938,7.57316,1,TN_DIRECT,TN_DIRECT,True,1
118.5,tn-uav-satellite,1,6,-62.0018,0,14.1249,9.60427,1,TN_DIRECT,TN_DIRECT,True,1
118.5,tn-uav-satellite,0,5,-67.2733,0,14.4653,9.94473,1,TN_DIRECT,TN_DIRECT,True,1
118.5,tn-uav-satellite,2,7,-42.4493,0,13.1958,8.67523,1,TN_DIRECT,TN_DIRECT,True,1
