Time,CellId,ServiceDlSnrDb,ServiceUlSnrDb,FeederDlSnrDb,FeederUlSnrDb,BackhaulDlSnrDb,BackhaulUlSnrDb,BackhaulHealthy
55.600000,7,13.424717,8.904117,20.319151,28.798551,13.424717,8.904117,1
56.100000,5,11.336562,6.815962,18.084035,26.563435,11.336562,6.815962,1
56.100000,6,13.208294,8.687694,18.084035,26.563435,13.208294,8.687694,1
56.100000,7,12.564424,8.043824,18.084035,26.563435,12.564424,8.043824,1
56.600000,5,13.441707,8.921107,20.109489,28.588889,13.441707,8.921107,1
56.600000,6,13.224805,8.704205,20.109489,28.588889,13.224805,8.704205,1
56.600000,7,12.161522,7.640922,20.109489,28.588889,12.161522,7.640922,1
57.100000,5,11.986147,7.465547,16.738861,25.218261,11.986147,7.465547,1
57.100000,6,13.620325,9.099725,16.738861,25.218261,13.620325,9.099725,1
57.100000,7,14.952290,10.431690,16.738861,25.218261,14.952290,10.431690,1
57.600000,5,14.343912,9.823312,19.445791,27.925191,14.343912,9.823312,1
57.600000,6,11.992539,7.471939,19.445791,27.925191,11.992539,7.471939,1
57.600000,7,13.583741,9.063141,19.445791,27.925191,13.583741,9.063141,1
58.100000,5,10.767309,6.246709,19.632548,28.111948,10.767309,6.246709,1
58.100000,6,10.343811,5.823211,19.632548,28.111948,10.343811,5.823211,1
58.100000,7,11.742353,7.221754,19.632548,28.111948,11.742353,7.221754,1
58.600000,5,12.330399,7.809799,19.227318,27.706718,12.330399,7.809799,1
58.600000,6,12.745252,8.224653,19.227318,27.706718,12.745252,8.224653,1
58.600000,7,14.273817,9.753217,19.227318,27.706718,14.273817,9.753217,1
59.100000,5,14.055852,9.535252,17.241727,25.721127,14.055852,9.535252,1
59.100000,6,14.112777,9.592177,17.241727,25.721127,14.112777,9.592177,1
59.100000,7,10.538981,6.018381,17.241727,25.721127,10.538981,6.018381,1
59.600000,5,10.029024,5.508425,17.793892,26.273292,10.029024,5.508425,1
59.600000,6,12.417466,7.896866,17.793892,26.273292,12.417466,7.896866,1
59.600000,7,14.907207,10.386607,17.793892,26.273292,14.907207,10.386607,1
60.100000,5,10.678169,6.157570,19.920182,28.399582,10.678169,6.157570,1
60.100000,6,10.244323,5.723723,19.920182,28.399582,10.244323,5.723723,1
60.100000,7,12.625417,8.104817,19.920182,28.399582,12.625417,8.104817,1
60.600000,5,12.652315,8.131715,20.176581,28.655981,12.652315,8.131715,1
60.600000,6,9.191507,4.670908,20.176581,28.655981,9.191507,4.670908,1
60.600000,7,13.274580,8.753980,20.176581,28.655981,13.274580,8.753980,1
61.100000,5,11.954703,7.434103,17.465400,25.944800,11.954703,7.434103,1
61.100000,6,13.330116,8.809516,17.465400,25.944800,13.330116,8.809516,1
61.100000,7,11.976905,7.456305,17.465400,25.944800,11.976905,7.456305,1
61.600000,5,12.384921,7.864321,12.534008,21.013408,12.384921,7.864321,1
61.600000,6,12.727820,8.207221,12.534008,21.013408,12.534008,8.207221,1
61.600000,7,11.987319,7.466719,12.534008,21.013408,11.987319,7.466719,1
62.100000,5,14.179412,9.658812,18.704113,27.183513,14.179412,9.658812,1
62.100000,6,12.468248,7.947648,18.704113,27.183513,12.468248,7.947648,1
