Time,RecordType,UavIndex,UavCellId,CentroidIndex,CurrentEastM,CurrentNorthM,TargetEastM,TargetNorthM,DistanceToTargetM,ReachThresholdM,HasMovementAssignment,Arrived,NumMovementUes,NumCentroids
39,ASSIGN,1,6,0,-98.612,203.436,-418.23,335.62,345.873,1,1,0,7,3
39,ASSIGN,2,7,1,-85.9977,112.32,313.134,343.587,461.292,1,1,0,7,3
40,ASSIGN,0,5,1,212.458,-121.129,329.867,-411.848,313.532,1,1,0,7,3
40,ASSIGN,1,6,0,-112.472,209.169,-416.958,337.372,330.375,1,1,0,7,3
40,ASSIGN,2,7,2,-73.0188,119.84,293.726,329.817,422.601,1,1,0,7,3
41,ASSIGN,0,5,1,218.076,-135.038,331.616,-410.188,297.656,1,1,0,8,3
41,ASSIGN,1,6,0,-126.297,214.99,-59.4897,335.173,137.504,1,1,0,8,3
41,ASSIGN,2,7,2,-60.0004,127.293,382.789,-416.806,701.503,1,1,0,8,3
42,ASSIGN,0,5,1,223.798,-148.904,334.383,-407.298,281.063,1,1,0,6,3
42,ASSIGN,1,6,0,-119.009,228.1,-231.962,340.873,159.613,1,1,0,6,3
42,ASSIGN,2,7,2,-50.5321,115.659,350.217,-414.817,664.834,1,1,0,6,3
43,ASSIGN,0,5,1,229.701,-162.694,317.938,-378.287,232.951,1,1,0,9,3
43,ASSIGN,1,6,0,-129.623,238.698,-354.689,347.614,250.034,1,1,0,9,3
43,ASSIGN,2,7,2,-41.4896,103.69,351.272,357.04,467.384,1,1,0,9,3
44,ASSIGN,0,5,1,235.383,-176.576,319.565,-362.063,203.695,1,1,0,10,3
44,ASSIGN,1,6,0,-143.125,245.233,-385.643,374.348,274.747,1,1,0,10,3
44,ASSIGN,2,7,2,-28.8839,111.821,361.878,357.37,461.507,1,1,0,10,3
45,ASSIGN,0,5,1,241.583,-190.235,339.783,-378.666,212.484,1,1,0,9,3
45,ASSIGN,1,6,0,-156.364,252.282,-399.299,367.262,268.771,1,1,0,9,3
45,ASSIGN,2,7,2,-16.1825,119.802,362.892,357.823,447.606,1,1,0,9,3
46,ASSIGN,0,5,1,248.515,-203.537,340.35,-378.158,197.296,1,1,0,11,3
46,ASSIGN,1,6,0,-169.922,258.699,-399.885,367.166,254.26,1,1,0,11,3
46,ASSIGN,2,7,2,-3.47869,127.779,370.655,362.31,441.567,1,1,0,11,3
47,ASSIGN,0,5,2,255.498,-216.813,381.3,-392.05,215.717,1,1,0,8,3
47,ASSIGN,1,6,0,-183.488,265.098,-400.472,367.07,239.75,1,1,0,8,3
47,ASSIGN,2,7,1,9.23108,135.746,364.743,360.868,420.795,1,1,0,8,3
48,ASSIGN,0,5,2,264.246,-228.998,383.844,-395.137,204.708,1,1,0,9,3
48,ASSIGN,1,6,0,-197.063,271.478,-401.058,366.975,225.241,1,1,0,9,3
48,ASSIGN,2,7,1,21.905,143.77,348.762,356.696,390.093,1,1,0,9,3
49,ASSIGN,0,5,1,273.01,-241.172,391.712,-393.189,192.871,1,1,0,13,3
49,ASSIGN,1,6,0,-210.647,277.837,-392.044,351.896,195.933,1,1,0,13,3
49,ASSIGN,2,7,2,34.4736,151.958,348.028,369.862,381.835,1,1,0,13,3
50,ASSIGN,0,5,2,282.243,-252.995,388.932,-401.311,182.703,1,1,0,10,3
50,ASSIGN,1,6,0,-224.534,283.507,-393.543,351.229,182.072,1,1,0,10,3
50,ASSIGN,2,7,1,46.7922,160.518,351.439,362.778,365.676,1,1,0,10,3
51,ASSIGN,0,5,1,291.003,-265.172,391.476,-404.398,171.694,1,1,0,9,3
51,ASSIGN,1,6,0,-238.456,289.086,-405.789,373.227,187.296,1,1,0,9,3
51,ASSIGN,2,7,2,59.2891,168.815,332.978,346.984,326.573,1,1,0,9,3
52,ASSIGN,0,5,2,299.781,-277.335,394.02,-407.485,160.686,1,1,0,6,3
52,ASSIGN,1,6,0,-251.857,295.825,-444.277,420.161,229.096,1,1,0,6,3
52,ASSIGN,2,7,1,71.8601,176.998,330.943,341.815,307.064,1,1,0,6,3
53,ASSIGN,0,5,1,308.579,-289.485,396.564,-410.572,149.679,1,1,0,4,3
53,ASSIGN,1,6,0,-264.456,303.966,-441.148,417.669,210.116,1,1,0,4,3
53,ASSIGN,2,7,2,84.5172,185.05,330.438,376.642,311.744,1,1,0,4,3
54,ASSIGN,0,5,1,317.396,-301.62,399.108,-413.66,138.672,1,1,0,3,3
54,ASSIGN,1,6,0,-277.069,312.083,313.786,372.754,593.961,1,1,0,3,3
54,ASSIGN,2,7,2,96.3503,194.268,353.726,384.755,320.199,1,1,0,3,3
55,ASSIGN,0,5,2,326.236,-313.739,401.653,-416.747,127.665,1,1,0,4,3
55,ASSIGN,1,6,1,-262.146,313.615,337.074,380.867,602.982,1,1,0,4,3
55,ASSIGN,2,7,0,108.408,203.192,197.619,-211.043,423.732,1,1,0,4,3
56,ASSIGN,0,5,0,335.097,-325.842,328.188,-11.2145,314.703,1,1,0,4,3
56,ASSIGN,1,6,1,-247.239,315.288,-155.576,-262.555,585.068,1,1,0,4,3
56,ASSIGN,2,7,2,111.567,188.528,340.392,382.979,300.287,1,1,0,4,3
57,ASSIGN,0,5,0,334.768,-310.845,-158.069,-266.889,494.794,1,1,0,2,2
57,ASSIGN,1,6,1,-244.889,300.473,362.503,392.939,614.39,1,1,0,2,2
58,ASSIGN,0,5,0,319.828,-309.513,-160.563,-271.223,481.915,1,1,0,3,3
58,ASSIGN,1,6,1,-230.06,302.731,-383.679,424.238,195.865,1,1,0,3,3
58,ASSIGN,2,7,2,122.998,198.241,365.429,395.667,312.649,1,1,0,3,3
59,ASSIGN,0,5,0,304.876,-308.321,-124.367,-270.758,430.883,1,1,0,5,3
59,ASSIGN,1,6,1,-241.823,312.036,-386.871,426.65,184.865,1,1,0,5,3
59,ASSIGN,2,7,2,134.63,207.713,375.476,368.238,289.439,1,1,0,5,3
60,ASSIGN,0,5,0,289.933,-307.013,-86.5981,-270.874,378.261,1,1,0,6,3
60,ASSIGN,1,6,1,-253.592,321.336,-165.551,-279.89,607.638,1,1,0,6,3
60,ASSIGN,2,7,2,147.113,216.032,390.1,384.631,295.751,1,1,0,6,3
61,ASSIGN,0,5,0,275.002,-305.58,-87.5203,-275.788,363.744,1,1,0,6,3
61,ASSIGN,1,6,1,-251.417,306.494,-168.045,-284.223,596.572,1,1,0,6,3
61,ASSIGN,2,7,2,159.437,224.583,391.808,384.444,282.048,1,1,0,6,3
62,ASSIGN,0,5,0,260.053,-304.352,-88.4425,-280.702,349.297,1,1,0,4,3
62,ASSIGN,1,6,1,-249.32,291.641,-170.539,-288.557,585.523,1,1,0,4,3
62,ASSIGN,2,7,2,171.795,233.085,397.782,408.517,286.087,1,1,0,4,3
63,ASSIGN,1,6,0,-247.301,276.778,320.472,81.7399,600.339,1,1,0,2,2
63,ASSIGN,2,7,1,183.645,242.283,414.444,410.758,285.748,1,1,0,2,2
64,ASSIGN,1,6,1,-233.114,271.905,324.538,117.986,578.504,1,1,0,3,2
64,ASSIGN,2,7,0,195.762,251.127,410.456,411.062,267.718,1,1,0,3,2
65,ASSIGN,0,5,2,245.088,-303.336,381.827,-95.316,248.937,1,1,0,5,3
65,ASSIGN,1,6,0,-218.655,267.914,-374.389,-34.721,340.354,1,1,0,5,3
65,ASSIGN,2,7,1,207.791,260.088,366.927,283.794,160.892,1,1,0,5,3
66,ASSIGN,0,5,2,253.328,-290.802,415.571,-307.839,163.135,1,1,0,7,3
66,ASSIGN,1,6,0,-225.518,254.576,-318.901,9.97495,261.821,1,1,0,7,3
66,ASSIGN,2,7,1,222.627,262.298,332.834,123.058,177.576,1,1,0,7,3
67,ASSIGN,0,5,1,268.247,-292.368,371.511,-123.574,197.876,1,1,0,4,2
67,ASSIGN,2,7,0,231.937,250.537,-394.138,142.846,635.269,1,1,0,4,2
68,ASSIGN,0,5,0,276.076,-279.573,-389.36,-33.8294,709.362,1,1,0,2,2
68,ASSIGN,2,7,1,217.154,247.994,-405.219,316.04,626.082,1,1,0,2,2
69,ASSIGN,2,7,0,202.243,249.624,-400.44,139.364,612.687,1,1,0,2,1
70,ASSIGN,2,7,0,187.488,246.925,-0.430184,-228.375,511.1,1,1,0,2,1
71,ASSIGN,2,7,0,181.974,232.975,-404.33,-32.9379,643.788,1,1,0,1,1
72,ASSIGN,2,7,0,168.315,226.78,-354.172,60.8552,548.2,1,1,0,4,1
73,ASSIGN,2,7,0,154.019,222.24,-272.76,253.297,427.908,1,1,0,6,1
74,ASSIGN,2,7,0,139.059,223.328,-143.689,132.28,297.046,1,1,0,7,1
75,ASSIGN,1,6,1,-230.867,240.563,-231.439,279.567,39.0087,1,1,0,7,2
75,ASSIGN,2,7,0,124.781,218.731,-424.291,-31.7493,603.507,1,1,0,7,2
76,ASSIGN,1,6,1,-231.087,255.561,-139.473,299.78,101.727,1,1,0,8,2
76,ASSIGN,2,7,0,111.135,212.505,220.513,-390.607,612.95,1,1,0,8,2
77,ASSIGN,1,6,1,-217.578,262.081,-34.9824,361.22,207.773,1,1,0,5,2
77,ASSIGN,2,7,0,113.812,197.746,189.708,-235.265,439.612,1,1,0,5,2
78,ASSIGN,1,6,1,-204.394,269.238,33.4025,17.5452,346.261,1,1,0,6,2
78,ASSIGN,2,7,0,116.403,182.971,-164.266,-130.521,420.776,1,1,0,6,2
79,ASSIGN,2,7,0,106.397,171.796,-125.857,-120.467,373.309,1,1,0,6,1
80,ASSIGN,2,7,0,97.0653,160.052,-109.466,-38.5741,286.544,1,1,0,6,1
81,ASSIGN,2,7,0,86.2549,149.654,-170.398,129.79,257.421,1,1,0,11,1
82,ASSIGN,2,7,0,71.3001,148.497,-177.58,13.8446,282.971,1,1,0,11,1
83,ASSIGN,2,7,0,58.1083,141.359,-85.2529,9.93113,194.488,1,1,0,14,1
84,ASSIGN,2,7,0,47.0515,131.223,-82.631,7.88835,178.966,1,1,0,12,1
85,ASSIGN,2,7,0,36.1826,120.885,-14.3279,102.458,53.7668,1,1,0,17,1
86,ASSIGN,2,7,0,22.0913,115.745,11.32,81.996,35.4259,1,1,0,19,1
87,ASSIGN,1,6,1,-194.092,258.335,81.8197,363.762,295.368,1,1,0,19,2
87,ASSIGN,2,7,0,17.5306,101.455,-53.1242,-345.53,452.535,1,1,0,19,2
88,ASSIGN,1,6,0,-180.08,263.689,97.7447,387.152,304.023,1,1,0,13,2
88,ASSIGN,2,7,1,15.1886,86.6388,207.289,-341.97,469.689,1,1,0,13,2
89,ASSIGN,1,6,0,-166.372,269.781,24.4018,372.095,216.478,1,1,0,14,2
89,ASSIGN,2,7,1,21.3246,72.9507,98.2727,-307.814,388.462,1,1,0,14,2
