Time,UeGroup,UeIndex,UeNodeId,Imsi,ServingCell,ServingRsrpDbm,BestFeasibleTnRsrpDbm,BestFeasibleUavRsrpDbm,ServiceState,StateAgeSec,SensedOrOraclePositionAvailable,ControllerEastM,ControllerNorthM,IncludedInMovementTarget
12,UES1,0,7,7,4,-90.6554,-78.1906,-86.2294,SERVED,0,1,-60.088210,-81.964992,0
12,UES1,1,8,8,1,-63.068,-69.8946,-86.0797,SERVED,0,1,68.084727,-28.611410,0
12,UES1,2,9,9,3,-60.9531,-85.3425,-109.162,SERVED,0,1,-112.178149,95.169257,0
12,UES1,3,10,10,1,-73.7648,-70.6409,-93.3638,SERVED,0,1,29.949693,-76.410379,0
12,UES1,4,11,11,4,-65.4188,-77.659,-104.712,SERVED,0,1,-5.868973,87.664901,0
12,UES1,5,12,12,3,-58.9959,-61.3418,-90.1586,SERVED,0,1,-70.209852,-11.962754,0
12,UES1,6,13,13,2,-80.4609,-73.3467,-102.666,SERVED,0,1,89.279389,-19.209694,0
12,UES1,7,14,14,1,-74.7689,-82.4354,-97.2384,SERVED,0,1,39.404628,8.857038,0
12,UES1,8,15,15,1,-75.3486,-90.4167,-87.543,SERVED,0,1,4.048375,-79.109927,0
12,UES1,9,16,16,3,-66.8852,-70.6189,-93.2584,SERVED,0,1,-37.334789,59.310653,0
12,UES1,10,17,17,4,-84.1936,-86.614,-90.171,SERVED,0,1,-42.332815,-34.992034,0
12,UES1,11,18,18,1,-70.4125,-83.6871,-86.4385,SERVED,0,1,25.911897,31.860737,0
12,UES1,12,19,19,5,-67.5609,-96.2356,-91.7244,SERVED,0,1,118.989808,-79.454615,0
12,UES1,13,20,20,5,-95.3187,-81.0959,-99.2655,SERVED,0,1,19.853169,20.412765,0
12,UES1,14,21,21,3,-79.7442,-81.9399,-98.861,SERVED,0,1,13.802814,-23.137893,0
12,UES1,15,22,22,1,-70.1382,-71.9226,-77.8852,SERVED,0,1,94.761117,36.335087,0
12,UES1,16,23,23,4,-83.5387,-100.781,-88.9305,SERVED,0,1,-109.912495,-50.473105,0
12,UES1,17,24,24,1,-72.9492,-67.499,-101.966,SERVED,0,1,8.019429,-6.530305,0
12,UES1,18,25,25,1,-58.2507,-77.4621,-96.2681,SERVED,0,1,18.468802,42.553124,0
12,UES1,19,26,26,6,-66.6483,-79.2057,-97.0753,SERVED,0,1,-33.150351,-12.521987,0
12,UES1,20,27,27,6,-86.8616,-74.8006,-81.0747,SERVED,0,1,-58.260329,71.875003,0
12,UES1,21,28,28,3,-70.7454,-89.0457,-107.99,SERVED,0,1,-94.721779,111.971869,0
12,UES1,22,29,29,2,-74.0808,-78.4563,-106.165,SERVED,0,1,120.572967,14.804225,0
12,UES1,23,30,30,6,-65.6745,-81.3476,-88.9958,SERVED,0,1,23.197944,-34.578162,0
12,UES1,24,31,31,2,-84.6079,-88.9229,-103.282,SERVED,0,1,38.598456,102.256555,0
12,UES1,25,32,32,4,-85.7914,-86.5016,-107.352,SERVED,0,1,-28.057355,89.639347,0
12,UES1,26,33,33,1,-90.8895,-95.0177,-76.7756,SERVED,0,1,139.746219,-30.958121,0
12,UES1,27,34,34,5,-91.3449,-66.5834,-92.9533,SERVED,0,1,52.127789,-0.692983,0
12,UES1,28,35,35,4,-50.5104,-65.9928,-99.9695,SERVED,0,1,-105.864412,33.345839,0
12,UES1,29,36,36,2,-63.2297,-73.1,-87.1817,SERVED,0,1,25.221268,32.914426,0
12,UES1,30,37,37,7,-66.9766,-88.1868,-67.6004,SERVED,0,1,27.434054,-112.048382,0
12,UES1,31,38,38,1,-67.6632,-76.8035,-101.947,SERVED,0,1,77.870982,3.158688,0
12,UES1,32,39,39,6,-66.021,-52.1427,-80.0925,SERVED,0,1,41.369582,3.517376,0
12,UES1,33,40,40,7,-95.8132,-76.0369,-67.1712,SERVED,0,1,-53.148435,-16.233862,0
12,UES1,34,41,41,4,-91.8647,-94.5435,-101.62,SERVED,0,1,-48.414508,-86.180110,0
12,UES1,35,42,42,6,-66.2264,-69.5395,-79.2589,SERVED,0,1,30.928821,-14.280393,0
12,UES1,36,43,43,1,-77.5944,-72.1777,-106.382,SERVED,0,1,107.796221,77.270144,0
12,UES1,37,44,44,6,-82.1464,-78.2522,-81.938,SERVED,0,1,5.423173,-36.720306,0
12,UES1,38,45,45,1,-58.1303,-77.2158,-90.318,SERVED,0,1,19.486445,-17.043779,0
12,UES1,39,46,46,1,-78.9143,-89.4516,-67.7432,SERVED,0,1,23.271385,-22.276462,0
12,UES1,40,47,47,4,-53.7818,-68.383,-101.59,SERVED,0,1,-124.639363,37.704112,0
12,UES1,41,48,48,4,-94.6546,-101.1,-100.164,SERVED,0,1,-147.707358,-131.805546,0
12,UES1,42,49,49,3,-86.9389,-67.3133,-101.693,SERVED,0,1,-17.924470,-1.308567,0
12,UES1,43,50,50,4,-63.5302,-73.2384,-87.5511,SERVED,0,1,-39.648766,-24.909699,0
12,UES1,44,51,51,5,-85.6608,-80.3564,-71.0396,SERVED,0,1,17.398053,-4.527377,0
12,UES1,45,52,52,1,-61.637,-91.989,-91.8398,SERVED,0,1,4.570832,-57.419510,0
12,UES1,46,53,53,7,-90.3105,-95.4894,-71.2264,SERVED,0,1,-45.845284,-71.874849,0
12,UES1,47,54,54,3,-46.9942,-64.4418,-87.2953,SERVED,0,1,-97.995985,30.530885,0
12,UES1,48,55,55,3,-51.0505,-73.0208,-86.1437,SERVED,0,1,-99.138261,43.413161,0
12,UES1,49,56,56,6,-73.2953,-83.8667,-88.953,SERVED,0,1,-14.177326,50.474894,0
12,UES1,50,57,57,3,-69.5836,-74.861,-91.4961,SERVED,0,1,-73.244598,-7.150156,0
12,UES1,51,58,58,1,-73.0577,-68.0105,-104.364,SERVED,0,1,122.260904,25.744028,0
12,UES1,52,59,59,6,-96.0956,-89.788,-106.636,SERVED,0,1,-54.613418,119.082083,0
12,UES1,53,60,60,4,-61.4809,-89.6441,-98.6176,SERVED,0,1,-145.050101,-25.307377,0
12,UES1,54,61,61,2,-75.6211,-76.8504,-93.4761,SERVED,0,1,63.139808,-3.816897,0
12,UES1,55,62,62,3,-100.37,-80.7081,-92.9425,ALTERNATIVE_AVAILABLE,0,1,38.143460,57.096288,0
12,UES1,56,63,63,3,-84.2003,-86.9714,-93.1285,SERVED,0,1,-36.811854,26.362689,0
12,UES1,57,64,64,4,-60.3309,-71.9097,-105.332,SERVED,0,1,-98.747136,64.154999,0
12,UES1,58,65,65,4,-92.6945,-91.7368,-95.2281,SERVED,0,1,-88.196572,-78.595502,0
12,UES1,59,66,66,1,-92.7638,-97.9173,-90.5926,SERVED,0,1,116.960982,-98.269133,0
12,UES2,0,67,67,0,NA,-108.515,-129.438,UNKNOWN,0,1,-361.218478,317.854467,0
12,UES2,1,68,68,0,NA,-123.511,-125.425,UNKNOWN,0,1,317.549672,384.398976,0
12,UES2,2,69,69,0,NA,-121.132,-121.934,UNKNOWN,0,1,394.896709,-320.670276,0
12,UES2,3,70,70,7,-117.399,-96.8376,-90.5957,ALTERNATIVE_AVAILABLE,0,1,-309.848114,340.776714,0
12,UES2,4,71,71,0,NA,-94.9505,-126.482,UNKNOWN,0,1,361.834337,381.039542,0
12,UES2,5,72,72,0,NA,-117.504,-121.119,UNKNOWN,0,1,342.173794,-326.606134,0
12,UES2,6,73,73,5,-118.566,-114.95,-119.204,PERSISTING,0,1,-391.435327,344.038590,0
12,UES2,7,74,74,2,-117.574,-121.636,-118.75,PERSISTING,0,1,444.776493,325.242651,0
12,UES2,8,75,75,5,-112.705,-114.974,-114.645,PERSISTING,0,1,319.225409,-355.658140,0
12,UES2,9,76,76,0,NA,-118.277,-125.115,UNKNOWN,0,1,-366.336593,289.527231,0
12,UES2,10,77,77,6,-117.767,-114.28,-121.74,PERSISTING,0,1,379.697860,363.728904,0
12,UES2,11,78,78,6,-112.015,-111.9,-113.633,PERSISTING,0,1,338.992884,-310.868672,0
12,UES2,12,79,79,1,-119.402,-108.129,-120.237,PERSISTING,0,1,-350.752838,288.482020,0
12,UES2,13,80,80,0,NA,-123.727,-127.055,UNKNOWN,0,1,409.933367,358.694806,0
12,UES2,14,81,81,6,-117.702,-111.576,-110.683,PERSISTING,0,1,336.026555,-327.657522,0
12,UES2,15,82,82,5,-90.081,-111.494,-120.521,SERVED,0,1,-319.525763,311.535673,0
12,UES2,16,83,83,6,-100.918,-110.489,-113.183,PERSISTING,0,1,302.662527,305.969365,0
12,UES2,17,84,84,7,-113.584,-92.0022,-110.596,ALTERNATIVE_AVAILABLE,0,1,325.227920,-317.166906,0
12,UES2,18,85,85,6,-113.169,-113.092,-118.362,PERSISTING,0,1,-301.361541,335.768798,0
12,UES2,19,86,86,0,NA,-116.773,-124.086,UNKNOWN,0,1,348.390885,323.225793,0
12,UES2,20,87,87,6,-117.223,-113.026,-77.5728,ALTERNATIVE_AVAILABLE,0,1,328.296396,-374.266349,0
12,UES2,21,88,88,0,NA,-119.391,-122.776,UNKNOWN,0,1,-350.242582,306.485719,0
12,UES2,22,89,89,2,-111.377,-112.117,-117.808,PERSISTING,0,1,322.530713,344.216198,0
12,UES2,23,90,90,0,NA,-122.621,-121.637,UNKNOWN,0,1,338.624724,-351.635002,0
12,UES2,24,91,91,0,NA,-119.609,-130.18,UNKNOWN,0,1,-333.088108,397.045451,0
12,UES2,25,92,92,2,-110.972,-118.489,-116.148,PERSISTING,0,1,339.649543,304.198074,0
12,UES2,26,93,93,1,-115.524,-122.044,-115.079,PERSISTING,0,1,346.050595,-421.552194,0
12,UES2,27,94,94,4,-117.201,-95.5677,-119.093,ALTERNATIVE_AVAILABLE,0,1,-374.762403,336.424688,0
12,UES2,28,95,95,7,-123.8,-94.6654,-115.445,ALTERNATIVE_AVAILABLE,0,1,328.576284,258.752637,0
12,UES2,29,96,96,1,-115.463,-110.314,-114.429,PERSISTING,0,1,382.605341,-321.931392,0
12,UES2,30,97,97,4,-82.6838,-109.481,-120.196,SERVED,0,1,-361.613192,307.373110,0
12,UES2,31,98,98,7,-119.189,-115.944,-126.582,PERSISTING,0,1,301.133910,395.248403,0
12,UES2,32,99,99,6,-89.9719,-98.6466,-104.718,SERVED,0,1,371.544760,-330.716500,0
12,UES2,33,100,100,0,NA,-104.33,-127.769,UNKNOWN,0,1,-367.694645,366.253887,0
12,UES2,34,101,101,0,NA,-118.953,-130.298,UNKNOWN,0,1,276.216266,364.502678,0
12,UES2,35,102,102,7,-115.514,-117.315,-107.356,PERSISTING,0,1,363.788287,-387.430010,0
12,UES2,36,103,103,0,NA,-120.942,-122.983,UNKNOWN,0,1,-316.327630,436.558005,0
12,UES2,37,104,104,2,-115.366,-115.519,-121.545,PERSISTING,0,1,367.190476,313.388663,0
12,UES2,38,105,105,2,-81.6532,-113.464,-85.0803,SERVED,0,1,360.805691,-315.205521,0
12,UES2,39,106,106,0,NA,-101.95,-123.811,UNKNOWN,0,1,-317.904090,347.157127,0
13,UES1,0,7,7,4,-94.4509,-75.7769,-91.6809,SERVED,0,1,-62.942106,-86.070023,0
13,UES1,1,8,8,1,-55.7236,-88.7397,-99.2992,SERVED,0,1,71.336924,-32.409751,0
13,UES1,2,9,9,3,-67.1351,-88.4191,-106.307,SERVED,0,1,-115.433934,98.963479,0
13,UES1,3,10,10,1,-88.994,-68.0886,-91.523,SERVED,0,1,33.848980,-79.541319,0
13,UES1,4,11,11,4,-95.2655,-72.3654,-89.6828,SERVED,0,1,-2.061785,90.907333,0
13,UES1,5,12,12,3,-85.5477,-58.068,-99.77,SERVED,0,1,-73.300575,-8.033181,0
13,UES1,6,13,13,1,-66.3984,-62.0824,-98.5679,SERVED,0,1,89.276996,-14.209695,0
