sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
10,0.428125,6.74156,10027.3,1.3642,2362.57,2450.1,2815.75,2398.87,2360.38,2447.97,2813.73,2396.85,1.79574,1.79574,1.79574,1.79574,0.395,0.33,0.225,0.215,0.0007456,11.7828,0,1,1,1,1,14.5239,16.6632,28.0853,13.4614,60,80,100,120,2,1.5,1,1.2
20,0.5875,7.56378,21271.3,2.2339,4963.79,5225.67,6086.44,4995.4,4958.99,5221.2,6082.02,4991.14,3.791,3.791,3.791,3.791,1.01,0.68,0.635,0.47,0.0010432,11.7829,0,1,1,1,1,14.5239,16.6632,28.0853,13.4614,60,80,100,120,2,1.5,1,1.2
30,0.690625,9.28476,32519,2.13365,7617.62,7943.15,9381.6,7576.64,7610.27,7936.42,9374.88,7570.17,5.78626,5.78626,5.78626,5.78626,1.555,0.94,0.935,0.68,0.0008416,11.6328,0,1,1,1,1,14.5239,15.6632,28.0853,13.4614,60,80,100,120,2,1.5,1,1.2
40,0.732317,11.5183,44001.1,2.13073,10350.6,10695.5,12700.2,10254.9,10340.7,10686.4,12691.1,10246.3,7.78152,7.78152,7.78152,7.78152,2.065,1.33,1.235,0.815,0.0008544,11.5987,0,1,0.9,1,1,14.5239,15.6632,28.0853,13.4614,60,80,100,120,2,1.5,1,1.2
50,0.7375,14.3285,55465.2,2.02426,13061.5,13425.9,16011.5,12966.4,13049.1,13414.4,16000.2,12955.6,9.77679,9.77679,9.77679,9.77679,2.625,1.715,1.54,0.99,0.000912,12.0201,0,1,0.9,1,1,14.5239,15.6632,28.0853,14.4614,60,80,100,120,2,1.5,1,1.2
60,0.792988,15.8521,66741.4,2.4026,15700.8,16141.8,19278.5,15620.3,15686.1,16127.9,19264.6,15607.2,11.772,11.772,11.772,11.772,2.95,2.12,2.165,1.37,0.0011104,11.7032,0,1,0.9,1,1,14.5239,15.6632,28.0853,14.4614,60,80,95,120,2,1.5,1,1.2
70,0.94375,15.6463,77961.6,2.91058,18229.5,18863.2,22561.4,18307.4,18212.6,18846.7,22544.9,18291.9,13.7673,13.7673,13.7673,13.7673,3.195,2.765,2.72,1.73,0.0011552,12.2076,0,1,0.8,1,1,14.5239,15.6632,28.0853,14.4614,60,80,95,120,2,1.5,1,1.2
80,0.974716,18.0051,89199.4,2.60791,20796.7,21557.1,25796.6,21049,20777.6,21537.7,25777.8,21031.3,15.7626,15.7626,15.7626,15.7626,3.36,3.68,2.995,1.91,0.0009824,11.79,0,1,0.7,1,1,14.5239,15.6632,28.0853,14.4614,60,80,95,120,2,1.5,1,1.2
90,0.975,20.9617,99897.9,2.50633,23361,24296.7,28563.6,23676.6,23339.7,24274.2,28542.6,23656.7,17.7578,17.7578,17.7578,17.7578,3.56,4.74,3.175,2.09,0.0010368,11.5284,0,1,0.6,1,1,14.5239,15.6632,28.0853,14.4614,60,80,95,120,2,1.5,1,1.2
100,0.975,22.9039,111230,2.3937,26025.9,26981.5,31913.7,26308.9,26002.3,26956.3,31890.5,26286.8,19.7531,19.7531,19.7531,19.7531,3.885,5.43,3.515,2.36,0.00104,11.2874,0,1,0.6,1,1,14.5239,15.6632,28.0853,13.4614,60,80,95,120,2,1.5,1,1.2
110,0.97962,25.6598,122264,2.05132,28599.4,29645.2,35091.9,28927.1,28573.5,29617.7,35066.3,28902.6,21.7484,21.7484,21.7484,21.7484,4.21,5.795,3.93,2.73,0.000944,11.8577,0,1,0.6,1,1,14.5239,15.6632,28.0853,13.4614,65,80,95,120,2,1.5,1,1.2
120,0.9875,27.9133,133385,2.05208,31176.4,32266.7,38417.5,31523.9,31148.1,32236.7,38389.5,31497,23.7436,23.7436,23.7436,23.7436,4.545,6.295,4.285,3.125,0.0010144,11.4226,0,1,0.6,1,1,14.5239,14.6632,28.0853,13.4614,65,80,95,120,2,1.5,1,1.2
130,0.999202,28.6779,144493,2.33469,33822.7,34936.8,41639.7,34094.2,33792.1,34903.8,41609.5,34064.8,25.7389,25.7389,25.7389,25.7389,4.82,7.225,4.525,3.59,0.0012224,11.6931,0,1,0.6,1,1,14.5239,13.6632,28.0853,13.4614,65,80,95,120,2,1.5,1,1.2
140,1,29.8045,155650,2.36953,36486.8,37616.5,44810.3,36736.4,36453.9,37580.6,44777.8,36704.5,27.7341,27.7341,27.7341,27.7341,5.155,8.1,4.8,4.12,0.0012896,11.558,0,1,0.6,1,1,14.5239,13.6632,28.0853,14.4614,65,80,95,120,2,1.5,1,1.2
150,1,30.9733,166879,2.44438,39171.1,40242.4,48020.8,39444.8,39135.9,40203.7,47985.8,39410.5,29.7294,29.7294,29.7294,29.7294,5.505,8.98,5.24,4.555,0.0013472,11.5285,0,1,0.6,1,1,14.5239,13.6632,28.0853,13.4614,65,80,95,120,2,1.5,1,1.2
160,1,31.4699,178172,2.61963,41842.9,42906.2,51307.1,42115.2,41805.2,42864.6,51269.6,42078.7,31.7247,31.7247,31.7247,31.7247,6.005,9.915,5.83,4.805,0.001456,11.2874,0,1,0.6,1,1,14.5239,13.6632,28.0853,13.4614,60,80,95,120,2,1.5,1,1.2
170,1,33.0987,189326,2.03576,44493.8,45586.1,54522.2,44723.7,44453.5,45542,54482.1,44685,33.7199,33.7199,33.7199,33.7199,6.565,10.365,6.32,4.995,0.0010816,11.7328,0,1,0.6,1.1,1,14.5239,13.6632,28.0853,13.4614,60,80,95,120,2,1.5,1,1.2
180,1,34.7571,200311,1.60075,47163.7,48244.1,57683.5,47219.4,47121.1,48197.6,57641.1,47178.5,35.7152,35.7152,35.7152,35.7152,6.89,10.78,6.63,5.17,0.000784,11.5051,0,1,0.7,1.1,1,14.5239,13.6632,28.0853,13.4614,60,80,95,120,2,1.5,1,1.2
190,1,38.1916,211293,1.48719,49723.6,50888.2,60917.4,49763.4,49678.9,50839.2,60872.8,49720.4,37.7105,37.7105,37.7105,37.7105,7.02,11.265,6.965,5.315,0.0007008,11.2801,0,1,0.7,1.1,0.9,14.5239,13.6632,28.0853,13.4614,60,80,95,120,2,1.5,1,1.2
200,1,42.5678,221925,1.41589,52448.5,53455.3,63678,52342.9,52401.6,53404,63631.1,52297.6,39.7057,39.7057,39.7057,39.7057,7.245,11.635,7.145,5.575,0.0006624,11.5543,0,1,0.7,1.1,1,14.5239,13.6632,28.0853,13.4614,60,80,95,120,2,1.5,1,1.2
210,1,44.9537,233240,1.633,55191.2,56090.7,66994.1,54964.2,55141.9,56037,66945,54916.6,41.701,41.701,41.701,41.701,7.52,11.98,7.425,5.945,0.0008128,11.7241,0,1,0.7,1.1,1,14.5239,13.6632,28.0853,13.4614,60,80,100,120,2,1.5,1,1.2
220,1,46.4373,244629,2.00326,57897.2,58739.8,70318.7,57673.6,57845.8,58683.5,70267.2,57623.6,43.6962,43.6962,43.6962,43.6962,7.74,12.605,7.81,6.365,0.001056,11.6148,0,0.9,0.7,1.1,1,14.5239,13.6632,28.0853,13.4614,60,80,100,120,2,1.5,1,1.2
230,1,43.2372,255881,2.41783,60607,61408.1,73499.9,60365.6,60553.1,61349.1,73446,60313,45.6915,45.6915,45.6915,45.6915,8.195,13.285,8.23,6.885,0.001328,11.4834,0,0.9,0.7,1.1,1,14.5239,13.6632,28.0853,13.4614,60,80,100,120,2,1.5,1,1.2
240,1,41.4325,267251,2.66269,63310.9,64056.2,76780.3,63103.1,63254.3,63994.1,76724.2,63048.2,47.6868,47.6868,47.6868,47.6868,8.915,14.44,8.395,7.17,0.001488,11.3861,0,0.9,0.6,1.1,1,14.5239,13.6632,28.0853,13.4614,60,80,100,120,2,1.5,1,1.2
250,1,42.385,278572,2.46533,66016.9,66741.1,80088.3,65726.2,65957.8,66675.8,80029.9,65669.2,49.682,49.682,49.682,49.682,9.485,15.655,8.645,7.275,0.0013696,11.7814,0,0.9,0.5,1.1,1,14.5239,13.6632,28.0853,13.4614,60,80,100,120,2,1.5,1,1.2
