Time,DeploymentMode,UavIndex,UavCellId,XhaulRsrpDbm,RawXhaulState,RawXhaulStateAgeSec,XhaulState,DonorUnavailableActive,SatBackhaulDlSnrDb,SatBackhaulUlSnrDb,SatBackhaulHealthy,BackhaulMode,AiBackhaulMode,AiMatchesRule,NormalUeHandoverAllowed
74.5,tn-uav-satellite,0,5,-67.631,HEALTHY,70,HEALTHY,0,10.1134,5.5928,1,TN_DIRECT,TN_DIRECT,True,1
76.5,tn-uav-satellite,0,5,-71.809,HEALTHY,72,HEALTHY,0,13.8486,9.32802,1,TN_DIRECT,TN_DIRECT,True,1
76.5,tn-uav-satellite,1,6,-120.654,UNREACHABLE,72,UNREACHABLE,0,12.0916,7.57095,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
76.5,tn-uav-satellite,2,7,-117.98,UNREACHABLE,64,UNREACHABLE,0,12.4866,7.96597,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
78.5,tn-uav-satellite,0,5,-67.755,HEALTHY,74,HEALTHY,0,12.3843,7.86365,1,TN_DIRECT,TN_DIRECT,True,1
78.5,tn-uav-satellite,1,6,-119.854,UNREACHABLE,74,UNREACHABLE,0,9.39953,4.87893,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
78.5,tn-uav-satellite,2,7,-117.7,UNREACHABLE,66,UNREACHABLE,0,11.6829,7.16231,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
80.5,tn-uav-satellite,2,7,-120.408,UNREACHABLE,68,UNREACHABLE,0,11.9983,7.47773,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
80.5,tn-uav-satellite,0,5,-72.5723,HEALTHY,76,HEALTHY,0,11.6,7.07936,1,TN_DIRECT,TN_DIRECT,True,1
80.5,tn-uav-satellite,1,6,-118.403,UNREACHABLE,76,UNREACHABLE,0,11.8237,7.3031,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
82.5,tn-uav-satellite,2,7,-119.398,UNREACHABLE,70,UNREACHABLE,0,14.918,10.3974,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
82.5,tn-uav-satellite,1,6,-120.705,UNREACHABLE,78,UNREACHABLE,0,13.3562,8.83557,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
82.5,tn-uav-satellite,0,5,-66.0834,HEALTHY,78,HEALTHY,0,14.2657,9.74514,1,TN_DIRECT,TN_DIRECT,True,1
84.5,tn-uav-satellite,0,5,-72.7836,HEALTHY,80,HEALTHY,0,12.7694,8.24885,1,TN_DIRECT,TN_DIRECT,True,1
84.5,tn-uav-satellite,1,6,-123.288,UNREACHABLE,80,UNREACHABLE,0,14.865,10.3444,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
84.5,tn-uav-satellite,2,7,-122.623,UNREACHABLE,72,UNREACHABLE,0,12.5302,8.00963,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
86.5,tn-uav-satellite,2,7,-119.429,UNREACHABLE,74,UNREACHABLE,0,12.5856,8.06496,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
86.5,tn-uav-satellite,0,5,-77.2048,HEALTHY,82,HEALTHY,0,13.1347,8.61407,1,TN_DIRECT,TN_DIRECT,True,1
86.5,tn-uav-satellite,1,6,-126.958,UNREACHABLE,82,UNREACHABLE,0,10.5693,6.04868,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
88.5,tn-uav-satellite,1,6,-122.099,UNREACHABLE,84,UNREACHABLE,0,13.991,9.47041,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
88.5,tn-uav-satellite,2,7,-122.462,UNREACHABLE,76,UNREACHABLE,0,14.8077,10.2871,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
88.5,tn-uav-satellite,0,5,-71.4492,HEALTHY,84,HEALTHY,0,12.3055,7.78489,1,TN_DIRECT,TN_DIRECT,True,1
90.5,tn-uav-satellite,2,7,-123.828,UNREACHABLE,78,UNREACHABLE,0,11.9394,7.41881,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
90.5,tn-uav-satellite,0,5,-67.6661,HEALTHY,86,HEALTHY,0,12.1677,7.64709,1,TN_DIRECT,TN_DIRECT,True,1
90.5,tn-uav-satellite,1,6,-119.172,UNREACHABLE,86,UNREACHABLE,0,11.1622,6.64155,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
92.5,tn-uav-satellite,0,5,-70.7268,HEALTHY,88,HEALTHY,0,11.7655,7.24486,1,TN_DIRECT,TN_DIRECT,True,1
92.5,tn-uav-satellite,1,6,-124.737,UNREACHABLE,88,UNREACHABLE,0,15.0103,10.4897,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
92.5,tn-uav-satellite,2,7,-125.37,UNREACHABLE,80,UNREACHABLE,0,8.83062,4.31002,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
94.5,tn-uav-satellite,0,5,-66.0312,HEALTHY,90,HEALTHY,0,11.0525,6.53188,1,TN_DIRECT,TN_DIRECT,True,1
94.5,tn-uav-satellite,1,6,-120.104,UNREACHABLE,90,UNREACHABLE,0,11.3489,6.82835,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
94.5,tn-uav-satellite,2,7,-127.278,UNREACHABLE,82,UNREACHABLE,0,12.4118,7.89125,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
96.5,tn-uav-satellite,1,6,-122.978,UNREACHABLE,92,UNREACHABLE,0,13.2034,8.6828,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
96.5,tn-uav-satellite,2,7,-124.366,UNREACHABLE,84,UNREACHABLE,0,11.7506,7.22997,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
96.5,tn-uav-satellite,0,5,-69.3844,HEALTHY,92,HEALTHY,0,11.0545,6.53395,1,TN_DIRECT,TN_DIRECT,True,1
98.5,tn-uav-satellite,0,5,-64.6151,HEALTHY,94,HEALTHY,0,12.8865,8.36594,1,TN_DIRECT,TN_DIRECT,True,1
98.5,tn-uav-satellite,1,6,-123.924,UNREACHABLE,94,UNREACHABLE,0,14.3143,9.79373,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
98.5,tn-uav-satellite,2,7,-121.213,UNREACHABLE,86,UNREACHABLE,0,10.2117,5.6911,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
100.5,tn-uav-satellite,0,5,-74.252,HEALTHY,96,HEALTHY,0,13.6313,9.11069,1,TN_DIRECT,TN_DIRECT,True,1
100.5,tn-uav-satellite,1,6,-129.579,UNREACHABLE,96,UNREACHABLE,0,13.9384,9.41781,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
100.5,tn-uav-satellite,2,7,-124.161,UNREACHABLE,88,UNREACHABLE,0,9.95528,5.43468,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
102.5,tn-uav-satellite,0,5,-71.908,HEALTHY,98,HEALTHY,0,14.8503,10.3297,1,TN_DIRECT,TN_DIRECT,True,1
102.5,tn-uav-satellite,1,6,-126.269,UNREACHABLE,98,UNREACHABLE,0,14.212,9.69141,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
102.5,tn-uav-satellite,2,7,-126.995,UNREACHABLE,90,UNREACHABLE,0,11.9712,7.45064,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
104.5,tn-uav-satellite,2,7,-124.263,UNREACHABLE,92,UNREACHABLE,0,12.6132,8.09258,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
104.5,tn-uav-satellite,0,5,-76.6822,HEALTHY,100,HEALTHY,0,11.8179,7.29728,1,TN_DIRECT,TN_DIRECT,True,1
104.5,tn-uav-satellite,1,6,-121.895,UNREACHABLE,100,UNREACHABLE,0,13.268,8.74742,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
106.5,tn-uav-satellite,0,5,-69.4631,HEALTHY,102,HEALTHY,0,12.773,8.25239,1,TN_DIRECT,TN_DIRECT,True,1
106.5,tn-uav-satellite,1,6,-123.523,UNREACHABLE,102,UNREACHABLE,0,15.6982,11.1776,1,SATELLITE_FALLBACK,SATELLITE_FALLBACK,True,1
