Time,DeploymentMode,UavIndex,UavCellId,BestDonorCellId,XhaulRsrpDbm,XhaulState,XhaulDegradationActive,SatBackhaulDlSnrDb,SatBackhaulUlSnrDb,SatBackhaulHealthy,BackhaulMode,E2TxDelaySec,E2SendIntervalSec,LmQueryIntervalSec,UavMode
0.5,tn-uav,0,2,1,-97.0244,DEGRADED,1,-999,-999,0,TN_DIRECT,0.1,2,2,EDGE_ASSISTED_LOCAL
1.5,tn-uav,0,2,1,-97.0244,DEGRADED,1,-999,-999,0,TN_DIRECT,0.1,2,2,EDGE_ASSISTED_LOCAL
