sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survVmax,patVmax,rapidVmax,stratVmax,survZmin,survZmax,patZmin,patZmax,rapidZmin,rapidZmax,stratZmin,stratZmax,survDt,patDt,rapidDt,stratDt
10,0.479911,7.15815,10391.6,1.79203,2391.65,2596.34,2850.15,2553.52,2389.37,2594.31,2848.15,2551.22,1.79574,1.79574,1.79574,1.79574,0.48,0.23,0.2,0.5,0.0009024,10.4819,0,1,1,1,1,15,25,35,22,60,80,80,95,95,110,120,130,2,1.5,1,1.2
20,0.715,7.80914,22081.1,3.00514,5056.02,5241.25,6379.44,5404.35,5051.22,5236.97,6374.9,5399.36,3.791,3.791,3.791,3.791,1,0.495,0.745,1.195,0.001296,11.265,0,1,1,1,1,15,25,35,22,60,80,80,95,95,110,120,130,2,1.5,1,1.2
30,0.844375,8.41177,34241.2,3.18783,7704.34,8237.63,10021.5,8277.68,7697.09,8231.03,10014.5,8270.18,5.78626,5.78626,5.78626,5.78626,1.465,0.81,1.265,1.71,0.0011616,10.5383,0,1,1,1,1,15,25,35,22,60,80,80,95,95,110,120,130,2,1.5,1,1.2
