Time,DeploymentMode,UavIndex,UavCellId,BestDonorCellId,XhaulRsrpDbm,XhaulState,XhaulDegradationActive,SatBackhaulDlSnrDb,SatBackhaulUlSnrDb,SatBackhaulHealthy,BackhaulMode,E2TxDelaySec,E2SendIntervalSec,LmQueryIntervalSec,UavMode
0.5,tn-uav-satellite,0,3,2,-61.7368,HEALTHY,0,13.9628,9.44218,1,TN_DIRECT,0.1,2,2,COVERAGE_EXTENSION
1.5,tn-uav-satellite,0,3,2,-61.7368,HEALTHY,0,10.8407,6.32009,1,TN_DIRECT,0.1,2,2,COVERAGE_EXTENSION
2.5,tn-uav-satellite,0,3,2,-96.7368,DEGRADED,1,10.333,5.81239,1,SATELLITE_FALLBACK,0.1,2,2,EDGE_ASSISTED_WITH_SATELLITE
3.5,tn-uav-satellite,0,3,2,-96.7368,DEGRADED,1,14.195,9.67444,1,SATELLITE_FALLBACK,0.1,2,2,EDGE_ASSISTED_WITH_SATELLITE
4.5,tn-uav-satellite,0,3,2,-61.7368,HEALTHY,0,13.1702,8.64963,1,TN_DIRECT,0.1,2,2,COVERAGE_EXTENSION
5.5,tn-uav-satellite,0,3,2,-61.7368,HEALTHY,0,12.8398,8.3192,1,TN_DIRECT,0.1,2,2,COVERAGE_EXTENSION
