rngRun,numCows,snrThDb,sigmaPosM,ueTxPowerDbm,gnbTxPowerDbm,cv,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,Pdet,RMSEm,Jfinal,alphaSurv,alphaPat,alphaRapid,alphaStrat,survVmin,survVmax,patVmin,patVmax,rapidVmin,rapidVmax,stratVmin,stratVmax,survZmin,survZmax,patZmin,patZmax,rapidZmin,rapidZmax,stratZmin,stratZmax,survDt,patDt,rapidDt,stratDt,avgThrMbps,avgDelayMs,avgLossPct,UAV0_Energy_J,UAV1_Energy_J,UAV2_Energy_J,UAV3_Energy_J,EpropJ,ERFJ,EprocJ,EtotJ
8003,80,30,5,23,38,0.1,0.9,0.7,1,0.7,0.90252,34.5838,1.55849,0.8,0.6,0.35,0.9,8,15,15,25,20,35,12,22,60,80,80,95,95,110,120,130,2,1.5,1,1.2,0.000970989,12.1111,0,76105.9,85854.8,97886.9,85644,345208,238.633,44.91,345492
