episode,return,epsilon,mean_loss,environment_steps,greedy_action,action_counts
0,4.302681839,0.9999366666666667,1.6753300428390503,2,2,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1,5.24619589,0.9998733333333333,1.8817180395126343,4,2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,3.799575276,0.99981,1.8684519529342651,6,4,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
