sim_time_s,pdet,rmse_m,energy_j,jscore,uav0_energy_j,uav1_energy_j,uav2_energy_j,uav3_energy_j,uav0_eprop_j,uav1_eprop_j,uav2_eprop_j,uav3_eprop_j,uav0_erf_j,uav1_erf_j,uav2_erf_j,uav3_erf_j,uav0_eproc_j,uav1_eproc_j,uav2_eproc_j,uav3_eproc_j,avg_throughput_mbps,avg_delay_ms,avg_loss_pct,survSenseDt,patSenseDt,rapidSenseDt,stratSenseDt,survTargetSpeed,patTargetSpeed,rapidTargetSpeed,stratTargetSpeed,survTargetAltitude,patTargetAltitude,rapidTargetAltitude,stratTargetAltitude,survDt,patDt,rapidDt,stratDt
10,0.525893,7.373,9861.14,1.83041,2372.32,2414.48,2711.72,2362.62,2370.21,2412.33,2709.58,2360.46,1.79574,1.79574,1.79574,1.79574,0.32,0.355,0.345,0.37,0.0008896,11.8027,0,1,1,1,1,11.7959,15.1211,24.3501,12.2198,60,80,100,120,2,1.5,1,1.2
20,0.6875,8.59552,20751.9,2.33069,5000.09,4951.78,5748.73,5051.34,4995.52,4947.4,5744.13,5046.85,3.791,3.791,3.791,3.791,0.78,0.59,0.81,0.69,0.0009472,11.5915,0,1,1,1,1,11.7959,15.1211,24.3501,12.2198,60,80,105,120,2,1.5,1,1.2
30,0.775,11.2244,31642.5,2.06025,7611.93,7534.77,8788.31,7707.51,7604.92,7528.19,8781.51,7700.8,5.78626,5.78626,5.78626,5.78626,1.225,0.79,1.015,0.925,0.0006944,11.1612,0,1,1,1,1,11.7959,15.1211,24.3501,12.2198,65,80,105,120,2,1.5,1,1.2
40,0.84375,13.8786,42382.7,2.15386,10173.3,10216.7,11632,10360.7,10163.7,10208,11623.1,10351.7,7.78152,7.78152,7.78152,7.78152,1.765,0.965,1.13,1.26,0.0007456,11.4111,0,1,1,1,1,11.7959,14.1211,24.3501,12.2198,65,80,105,120,2,1.5,1,1.2
50,0.901488,14.785,53430.7,2.8178,12747.1,12917.6,14715.6,13050.4,12734.9,12906.5,14704.3,13039,9.77679,9.77679,9.77679,9.77679,2.405,1.255,1.56,1.64,0.0011136,11.4279,0,0.9,1,1,1,11.7959,14.1211,24.3501,12.2198,65,80,105,120,2,1.5,1,1.2
60,0.930357,17.5006,64470,2.36583,15375.3,15623.9,17778.5,15692.3,15360.7,15610.5,17764.8,15678.6,11.772,11.772,11.772,11.772,2.795,1.605,1.855,1.95,0.0008608,10.9948,0,0.9,1,1,0.9,11.7959,14.1211,24.3501,12.2198,65,80,105,120,2,1.5,1,1.2
70,0.950284,19.3903,75566.5,2.35798,18026.2,18330.1,20865,18345.2,18009.4,18314.2,20849.1,18329.1,13.7673,13.7673,13.7673,13.7673,3.065,2.08,2.2,2.28,0.0009088,11.2676,0,0.9,1,1,0.8,11.7959,14.1211,24.3501,12.2198,65,80,105,120,2,1.5,1,1.2
80,0.9625,21.9187,86643.8,2.00965,20703.9,20997,23942.4,21000.5,20684.9,20978.6,23924.1,20982.3,15.7626,15.7626,15.7626,15.7626,3.195,2.605,2.49,2.51,0.000752,10.8921,0,0.9,1,1,0.8,11.7959,14.1211,24.3501,12.2198,65,80,105,125,2,1.5,1,1.2
90,0.974432,22.8095,97533.5,1.99666,23215.8,23735.5,26944.2,23638,23194.7,23714.6,26923.6,23617.5,17.7578,17.7578,17.7578,17.7578,3.32,3.12,2.84,2.76,0.0007936,11.9281,0,0.9,1,1,0.8,11.7959,14.1211,24.3501,12.2198,65,80,110,125,2,1.5,1,1.2
100,0.975,24.7332,108405,2.05322,25774.1,26373.1,30030.3,26227.4,25750.8,26349.8,30007.3,26204.6,19.7531,19.7531,19.7531,19.7531,3.565,3.55,3.275,3.05,0.000896,11.3379,0,0.9,1,1,0.8,11.7959,14.1211,24.3501,12.2198,65,80,110,125,2,1.5,1,1.2
110,0.975,27.3087,119240,2.39636,28367.6,29007.2,33033.3,28831.9,28341.8,28981.3,33007.8,28806.6,21.7484,21.7484,21.7484,21.7484,4.055,4.13,3.68,3.525,0.001248,11.6012,0,0.9,1,1,0.7,11.7959,14.1211,24.3501,12.2198,65,80,110,125,2,1.5,1,1.2
120,0.975,30.612,130057,2.25068,30961.9,31673.3,35981.7,31440.6,30933.4,31644.8,35954.1,31412.8,23.7436,23.7436,23.7436,23.7436,4.775,4.715,3.865,4.02,0.0012704,11.5983,0,0.9,1,1,0.7,11.7959,14.1211,24.3501,12.2198,65,80,110,125,2,1.5,1,1.2
130,0.975,35.4351,140749,1.78246,33600.3,34325.7,38814.9,34007.9,33569.1,34295.1,38785.2,33977.8,25.7389,25.7389,25.7389,25.7389,5.545,4.94,3.975,4.395,0.0009472,11.2667,0,0.9,1,1,0.7,11.7959,14.1211,24.3501,11.2198,65,80,110,125,2,1.5,1,1.2
140,0.975,38.631,151804,1.61084,36220.4,37036.8,41892.7,36654,36186.5,37004,41860.7,36621.6,27.7341,27.7341,27.7341,27.7341,6.2,5.06,4.28,4.61,0.0008288,11.1473,0,0.9,1,1,0.7,11.7959,14.1211,24.3501,11.2198,65,80,110,130,2,1.5,1,1.2
