Time,UE,Delay,Jitter,Throughput,PDR,PLR
2,0,0,0,0,0,0
2,1,0,0,0,0,0
2,2,0,0,0,0,0
2,3,0,0,0,0,0
2,4,0,0,0,0,0
4,0,0.00954336,0,0.006112,5.88235,94.1176
4,1,0.0043201,0.000831544,0.06112,100,0
4,2,0.0591542,0.0504047,0.042784,50,50
4,3,0.0361365,0.0374837,0.079456,81.25,18.75
4,4,0.0808858,0.0268292,0.03056,35.7143,64.2857
6,0,0.0682269,0.0554958,0.018336,18.75,81.25
6,1,0.0088507,0.00721673,0.116128,90.4762,9.52381
6,2,0.0654874,0.0477245,0.06112,58.8235,41.1765
6,3,0.0372475,0.0445657,0.09168,71.4286,28.5714
6,4,0.078758,0.0277747,0.012224,10.5263,89.4737
8,0,0.0832552,0.0338116,0.024448,28.5714,71.4286
8,1,0.013989,0.0145594,0.079456,92.8571,7.14286
8,2,0.0604825,0.0397283,0.067232,73.3333,26.6667
8,3,0.0401144,0.0441963,0.073344,70.5882,29.4118
8,4,0.0926014,0.0279063,0.03056,29.4118,70.5882
10,0,0.0875613,0.0422224,0.018336,16.6667,83.3333
10,1,0.0131977,0.0135438,0.110016,94.7368,5.26316
10,2,0.043935,0.0306002,0.09168,88.2353,11.7647
10,3,0.0378357,0.0408051,0.116128,95,5
10,4,0.0932566,0.0251714,0.036672,37.5,62.5
12,0,0.0830692,0.0408403,0.055008,47.3684,52.6316
12,1,0.011114,0.0104458,0.110016,100,0
12,2,0.0473249,0.0342632,0.06112,66.6667,33.3333
12,3,0.0365152,0.0401198,0.067232,78.5714,21.4286
12,4,0.0798452,0.0291702,0.048896,42.1053,57.8947
14,0,0.0777225,0.0465971,0.036672,37.5,62.5
14,1,0.0127396,0.0113989,0.079456,86.6667,13.3333
14,2,0.0494735,0.0352586,0.067232,68.75,31.25
14,3,0.040197,0.042608,0.06112,71.4286,28.5714
14,4,0.0764807,0.0355864,0.042784,38.8889,61.1111
16,0,0.0797599,0.0494134,0.018336,23.0769,76.9231
16,1,0.012697,0.0125155,0.097792,94.1176,5.88235
16,2,0.0487581,0.0355444,0.103904,77.2727,22.7273
16,3,0.0414875,0.0436989,0.055008,69.2308,30.7692
16,4,0.0710846,0.0374615,0.073344,63.1579,36.8421
18,0,0.0734554,0.045505,0.055008,45,55
18,1,0.014696,0.0158889,0.09168,83.3333,16.6667
18,2,0.0470208,0.0347853,0.067232,73.3333,26.6667
18,3,0.0397625,0.0416461,0.085568,82.3529,17.6471
18,4,0.0748366,0.0368788,0.018336,17.6471,82.3529
20,0,0.0749599,0.0432323,0.012224,16.6667,83.3333
20,1,0.0153752,0.0154471,0.06112,62.5,37.5
20,2,0.044797,0.0346491,0.073344,70.5882,29.4118
20,3,0.0381098,0.0407619,0.097792,84.2105,15.7895
20,4,0.0742058,0.0328097,0.055008,47.3684,52.6316
22,0,0.074052,0.0457987,0.012224,12.5,87.5
22,1,0.0185924,0.0172341,0.079456,81.25,18.75
22,2,0.0411295,0.0322315,0.085568,93.3333,6.66667
22,3,0.0391552,0.040386,0.085568,73.6842,26.3158
22,4,0.063865,0.0323222,0.103904,80.9524,19.0476
24,0,0.0742237,0.0451504,0.012224,11.7647,88.2353
24,1,0.0208184,0.0188669,0.09168,75,25
24,2,0.0426671,0.0322548,0.018336,15.7895,84.2105
24,3,0.0363418,0.0379925,0.12224,90.9091,9.09091
24,4,0.0663976,0.0362298,0.036672,33.3333,66.6667
26,0,0.0767086,0.0472185,0.006112,11.1111,88.8889
26,1,0.0227722,0.0216065,0.079456,81.25,18.75
26,2,0.0428173,0.0316178,0.073344,80,20
26,3,0.0348954,0.0367668,0.097792,88.8889,11.1111
26,4,0.0639597,0.0357941,0.036672,42.8571,57.1429
28,0,0.0772981,0.0479793,0.006112,5.88235,94.1176
28,1,0.022311,0.021292,0.073344,75,25
28,2,0.0412391,0.031753,0.073344,85.7143,14.2857
28,3,0.0345904,0.0372167,0.085568,82.3529,17.6471
28,4,0.0640063,0.0369268,0.048896,53.3333,46.6667
30,0,0.0703467,0.0435402,0.042784,43.75,56.25
30,1,0.023918,0.0229989,0.097792,88.8889,11.1111
30,2,0.0433657,0.0330938,0.048896,57.1429,42.8571
30,3,0.0321101,0.0342257,0.097792,100,0
30,4,0.0608832,0.0383313,0.085568,87.5,12.5
32,0,0.0577616,0.0363165,0.09168,93.75,6.25
32,1,0.0250096,0.0248051,0.097792,80,20
32,2,0.0433068,0.0331488,0.097792,76.1905,23.8095
32,3,0.0307559,0.0327618,0.09168,93.75,6.25
32,4,0.0609852,0.0389391,0.073344,57.1429,42.8571
